#HEADER
#TITLES
 , ,hengxiang
#UNITS
 , ,kN
#DATATYPES
Huge,Double,Float
#DATA
225,7916.715000,-5.995586
226,7916.716000,-6.054168
227,7916.717000,-6.206938
228,7916.718000,-6.407369
229,7916.719000,-6.6347
230,7916.720000,-6.694719
231,7916.721000,-6.547229
232,7916.722000,-6.406225
233,7916.723000,-6.215332
234,7916.724000,-5.910717
235,7916.725000,-5.511885
236,7916.726000,-5.390826
237,7916.727000,-5.576441
238,7916.728000,-5.8976
239,7916.729000,-6.4585
240,7916.730000,-6.534976
241,7916.731000,-6.065201
242,7916.732000,-5.487823
243,7916.733000,-4.614228
244,7916.734000,-4.408972
245,7916.735000,-4.984063
246,7916.736000,-5.723653
247,7916.737000,-6.890343
248,7916.738000,-7.319106
249,7916.739000,-6.872059
250,7916.740000,-6.327599
251,7916.741000,-5.372224
252,7916.742000,-4.919025
253,7916.743000,-5.095369
254,7916.744000,-5.200562
255,7916.745000,-5.477036
256,7916.746000,-5.743657
257,7916.747000,-5.929197
258,7916.748000,-5.854592
259,7916.749000,-5.421087
260,7916.750000,-5.166249
261,7916.751000,-5.03554
262,7916.752000,-4.809718
263,7916.753000,-4.581483
264,7916.754000,-4.399049
265,7916.755000,-4.256189
266,7916.756000,-4.195087
267,7916.757000,-4.234334
268,7916.758000,-4.183096
269,7916.759000,-4.043887
270,7916.760000,-3.931861
271,7916.761000,-3.807586
272,7916.762000,-3.865159
273,7916.763000,-4.134512
274,7916.764000,-4.245768
275,7916.765000,-4.2306
276,7916.766000,-4.248679
277,7916.767000,-4.232043
278,7916.768000,-4.09584
279,7916.769000,-3.838855
280,7916.770000,-3.842407
281,7916.771000,-4.118106
282,7916.772000,-4.461727
283,7916.773000,-4.965865
284,7916.774000,-5.138039
285,7916.775000,-4.923567
286,7916.776000,-4.781672
287,7916.777000,-4.594437
288,7916.778000,-4.453442
289,7916.779000,-4.427264
290,7916.780000,-4.39292
291,7916.781000,-4.397147
292,7916.782000,-4.379228
293,7916.783000,-4.328197
294,7916.784000,-4.321271
295,7916.785000,-4.345248
296,7916.786000,-4.304173
297,7916.787000,-4.201814
298,7916.788000,-4.07676
299,7916.789000,-3.907586
300,7916.790000,-3.751295
301,7916.791000,-3.612541
302,7916.792000,-3.430719
303,7916.793000,-3.217265
304,7916.794000,-3.252844
305,7916.795000,-3.556067
306,7916.796000,-3.5512
307,7916.797000,-3.268916
308,7916.798000,-3.180166
309,7916.799000,-3.190148
310,7916.800000,-3.240929
311,7916.801000,-2.983016
312,7916.802000,-2.906938
313,7916.803000,-2.843234
314,7916.804000,-2.758252
315,7916.805000,-2.673509
316,7916.806000,-2.506559
317,7916.807000,-2.243946
318,7916.808000,-1.938443
319,7916.809000,-1.565653
320,7916.810000,-1.091947
321,7916.811000,-0.5521911
322,7916.812000,-0.007595301
323,7916.813000,0.5262172
324,7916.814000,0.9865712
325,7916.815000,1.339316
326,7916.816000,1.365186
327,7916.817000,1.339606
328,7916.818000,1.570826
329,7916.819000,1.442972
330,7916.820000,1.389831
331,7916.821000,1.204005
332,7916.822000,1.087496
333,7916.823000,1.036257
334,7916.824000,0.9918591
335,7916.825000,0.9931478
336,7916.826000,0.882243
337,7916.827000,0.64846
338,7916.828000,0.4009242
339,7916.829000,0.1022376
340,7916.830000,-0.1295786
341,7916.831000,-0.2735613
342,7916.832000,-0.6690539
343,7916.833000,-1.307618
344,7916.834000,-1.911539
345,7916.835000,-2.541721
346,7916.836000,-3.295018
347,7916.837000,-4.137783
348,7916.838000,-4.990749
349,7916.839000,-5.856559
350,7916.840000,-5.203147
351,7916.841000,-5.880737
352,7916.842000,-6.147931
353,7916.843000,-6.075137
354,7916.844000,-6.083352
355,7916.845000,-5.898304
356,7916.846000,-5.764632
357,7916.847000,-5.672517
358,7916.848000,-5.544318
359,7916.849000,-5.422506
360,7916.850000,-5.150648
361,7916.851000,-4.714618
362,7916.852000,-4.190495
363,7916.853000,-3.601877
364,7916.854000,-3.214863
365,7916.855000,-3.091008
366,7916.856000,-2.834548
367,7916.857000,-2.515644
368,7916.858000,-2.842408
369,7916.859000,-3.445472
370,7916.860000,-2.785251
371,7916.861000,-2.961326
372,7916.862000,-2.756805
373,7916.863000,-2.794683
374,7916.864000,-2.667635
375,7916.865000,-2.444004
376,7916.866000,-2.274407
377,7916.867000,-2.127634
378,7916.868000,-1.950131
379,7916.869000,-1.764011
380,7916.870000,-1.607149
381,7916.871000,-1.479588
382,7916.872000,-1.369333
383,7916.873000,-1.286825
384,7916.874000,-1.234315
385,7916.875000,-1.214624
386,7916.876000,-0.9958478
387,7916.877000,-0.5568374
388,7916.878000,-1.251746
389,7916.879000,-0.6231022
390,7916.880000,-0.675454
391,7916.881000,-0.5927417
392,7916.882000,-0.5427961
393,7916.883000,-0.5271698
394,7916.884000,-0.4969629
395,7916.885000,-0.4576052
396,7916.886000,-0.5825733
397,7916.887000,-0.5374565
398,7916.888000,-0.6061762
399,7916.889000,-0.6761825
400,7916.890000,-0.771566
401,7916.891000,-0.8949392
402,7916.892000,-1.042812
403,7916.893000,-1.217902
404,7916.894000,-1.285551
405,7916.895000,-1.232587
406,7916.896000,-1.125045
407,7916.897000,-0.9245334
408,7916.898000,-1.14567
409,7916.899000,-1.837462
410,7916.900000,-2.655539
411,7916.901000,-3.735109
412,7916.902000,-4.220638
413,7916.903000,-4.006756
414,7916.904000,-3.608305
415,7916.905000,-2.784224
416,7916.906000,-2.436515
417,7916.907000,-2.660227
418,7916.908000,-2.893281
419,7916.909000,-3.374166
420,7916.910000,-3.563191
421,7916.911000,-3.387398
422,7916.912000,-3.11516
423,7916.913000,-2.591952
424,7916.914000,-2.270274
425,7916.915000,-2.180555
426,7916.916000,-1.959166
427,7916.917000,-1.705955
428,7916.918000,-1.763636
429,7916.919000,-2.123746
430,7916.920000,-2.219028
431,7916.921000,-2.087073
432,7916.922000,-1.748961
433,7916.923000,-1.068662
434,7916.924000,-0.792814
435,7916.925000,-0.9283345
436,7916.926000,-1.968922
437,7916.927000,-2.843584
438,7916.928000,-3.121105
439,7916.929000,-3.787888
440,7916.930000,-3.472644
441,7916.931000,-2.426481
442,7916.932000,-1.686072
443,7916.933000,-1.666516
444,7916.934000,-2.147916
445,7916.935000,-2.981182
446,7916.936000,-4.193256
447,7916.937000,-5.659243
448,7916.938000,-6.254199
449,7916.939000,-5.791803
450,7916.940000,-4.845364
451,7916.941000,-3.046071
452,7916.942000,-2.675866
453,7916.943000,-3.19594
454,7916.944000,-3.802972
455,7916.945000,-4.730633
456,7916.946000,-5.151789
457,7916.947000,-4.864264
458,7916.948000,-5.243761
459,7916.949000,-6.095116
460,7916.950000,-5.938985
461,7916.951000,-4.888698
462,7916.952000,-3.494608
463,7916.953000,-3.263874
464,7916.954000,-3.154042
465,7916.955000,-4.077111
466,7916.956000,-4.355652
467,7916.957000,-3.890993
468,7916.958000,-3.922654
469,7916.959000,-4.092985
470,7916.960000,-3.981936
471,7916.961000,-3.68573
472,7916.962000,-3.65288
473,7916.963000,-3.850058
474,7916.964000,-4.063352
475,7916.965000,-4.382075
476,7916.966000,-4.516621
477,7916.967000,-4.42653
478,7916.968000,-4.312735
479,7916.969000,-4.095648
480,7916.970000,-4.152049
481,7916.971000,-4.529875
482,7916.972000,-4.713971
483,7916.973000,-4.780767
484,7916.974000,-4.729418
485,7916.975000,-4.46101
486,7916.976000,-3.999707
487,7916.977000,-3.29486
488,7916.978000,-3.12764
489,7916.979000,-3.551799
490,7916.980000,-4.129383
491,7916.981000,-5.062941
492,7916.982000,-5.46411
493,7916.983000,-5.236495
494,7916.984000,-4.974807
495,7916.985000,-4.445205
496,7916.986000,-3.86754
497,7916.987000,-3.293598
498,7916.988000,-3.478307
499,7916.989000,-4.57987
500,7916.990000,-5.033803
501,7916.991000,-4.983617
502,7916.992000,-4.857051
503,7916.993000,-4.348052
504,7916.994000,-4.128362
505,7916.995000,-4.219256
506,7916.996000,-4.244777
507,7916.997000,-4.352862
508,7916.998000,-4.397938
509,7916.999000,-4.344828
510,7917.000000,-4.381435
511,7917.001000,-4.472977
512,7917.002000,-4.554428
513,7917.003000,-4.650392
514,7917.004000,-4.77141
515,7917.005000,-4.912745
516,7917.006000,-4.994401
517,7917.007000,-5.00953
518,7917.008000,-4.996201
519,7917.009000,-4.93175
520,7917.010000,-4.985587
521,7917.011000,-5.172595
522,7917.012000,-5.394031
523,7917.013000,-5.694734
524,7917.014000,-5.859073
525,7917.015000,-5.863388
526,7917.016000,-5.935082
527,7917.017000,-6.025595
528,7917.018000,-5.684759
529,7917.019000,-5.806157
530,7917.020000,-5.663806
531,7917.021000,-5.564008
532,7917.022000,-5.614386
533,7917.023000,-5.838009
534,7917.024000,-5.82859
535,7917.025000,-5.601768
536,7917.026000,-5.531992
537,7917.027000,-5.553729
538,7917.028000,-5.457057
539,7917.029000,-5.288833
540,7917.030000,-5.174562
541,7917.031000,-5.091937
542,7917.032000,-4.994003
543,7917.033000,-4.900594
544,7917.034000,-5.072568
545,7917.035000,-5.533881
546,7917.036000,-6.105525
547,7917.037000,-6.856882
548,7917.038000,-6.946598
549,7917.039000,-6.278489
550,7917.040000,-5.304255
551,7917.041000,-3.782524
552,7917.042000,-3.276038
553,7917.043000,-3.930373
554,7917.044000,-4.785356
555,7917.045000,-6.252796
556,7917.046000,-6.972762
557,7917.047000,-6.777284
558,7917.048000,-6.399593
559,7917.049000,-5.456526
560,7917.050000,-4.935022
561,7917.051000,-4.916255
562,7917.052000,-4.674377
563,7917.053000,-4.440417
564,7917.054000,-4.699332
565,7917.055000,-5.432764
566,7917.056000,-5.983017
567,7917.057000,-6.76348
568,7917.058000,-6.924578
569,7917.059000,-6.429146
570,7917.060000,-6.062276
571,7917.061000,-5.664092
572,7917.062000,-5.096613
573,7917.063000,-5.071355
574,7917.064000,-5.564715
575,7917.065000,-5.592069
576,7917.066000,-5.86729
577,7917.067000,-5.928397
578,7917.068000,-6.141216
579,7917.069000,-6.435035
580,7917.070000,-6.526895
581,7917.071000,-6.428788
582,7917.072000,-6.443546
583,7917.073000,-6.52649
584,7917.074000,-5.536001
585,7917.075000,-5.189092
586,7917.076000,-6.130417
587,7917.077000,-6.748017
588,7917.078000,-8.089981
589,7917.079000,-7.672034
590,7917.080000,-7.290349
591,7917.081000,-7.899053
592,7917.082000,-7.52716
593,7917.083000,-6.905934
594,7917.084000,-6.365536
595,7917.085000,-5.847576
596,7917.086000,-5.918676
597,7917.087000,-6.607485
598,7917.088000,-7.412435
599,7917.089000,-8.454624
600,7917.090000,-8.907678
601,7917.091000,-8.616112
602,7917.092000,-8.096167
603,7917.093000,-7.085879
604,7917.094000,-6.710833
605,7917.095000,-7.075252
606,7917.096000,-7.507169
607,7917.097000,-8.300798
608,7917.098000,-8.691995
609,7917.099000,-8.586051
610,7917.100000,-8.687086
611,7917.101000,-8.812571
612,7917.102000,-8.338953
613,7917.103000,-7.291261
614,7917.104000,-7.072752
615,7917.105000,-7.658691
616,7917.106000,-7.755445
617,7917.107000,-7.610847
618,7917.108000,-8.142616
619,7917.109000,-9.222258
620,7917.110000,-8.774582
621,7917.111000,-8.178143
622,7917.112000,-7.715696
623,7917.113000,-7.334112
624,7917.114000,-7.044806
625,7917.115000,-6.961446
626,7917.116000,-6.948206
627,7917.117000,-7.056695
628,7917.118000,-7.322097
629,7917.119000,-7.378994
630,7917.120000,-7.737885
631,7917.121000,-8.25516
632,7917.122000,-8.278931
633,7917.123000,-7.786697
634,7917.124000,-7.169938
635,7917.125000,-6.2665
636,7917.126000,-5.969167
637,7917.127000,-6.386217
638,7917.128000,-6.683932
639,7917.129000,-7.081429
640,7917.130000,-7.265282
641,7917.131000,-7.099126
642,7917.132000,-6.882456
643,7917.133000,-6.490417
644,7917.134000,-6.340798
645,7917.135000,-6.483201
646,7917.136000,-6.596562
647,7917.137000,-6.787671
648,7917.138000,-6.92842
649,7917.139000,-6.978674
650,7917.140000,-7.271806
651,7917.141000,-7.788188
652,7917.142000,-7.972297
653,7917.143000,-7.847503
654,7917.144000,-7.2769
655,7917.145000,-6.102867
656,7917.146000,-5.592379
657,7917.147000,-5.748589
658,7917.148000,-5.777677
659,7917.149000,-5.948166
660,7917.150000,-6.399245
661,7917.151000,-7.001773
662,7917.152000,-7.713912
663,7917.153000,-8.509128
664,7917.154000,-8.751356
665,7917.155000,-8.342306
666,7917.156000,-7.815871
667,7917.157000,-6.991161
668,7917.158000,-6.295449
669,7917.159000,-5.814909
670,7917.160000,-6.146629
671,7917.161000,-7.512848
672,7917.162000,-8.226223
673,7917.163000,-8.411413
674,7917.164000,-8.659537
675,7917.165000,-8.639064
676,7917.166000,-8.211797
677,7917.167000,-7.346107
678,7917.168000,-6.642385
679,7917.169000,-6.090347
680,7917.170000,-5.76869
681,7917.171000,-5.846744
682,7917.172000,-6.354384
683,7917.173000,-7.412883
684,7917.174000,-7.829695
685,7917.175000,-7.567412
686,7917.176000,-7.357533
687,7917.177000,-6.924802
688,7917.178000,-6.787092
689,7917.179000,-7.044358
690,7917.180000,-7.235782
691,7917.181000,-7.503659
692,7917.182000,-7.632808
693,7917.183000,-7.557464
694,7917.184000,-7.479629
695,7917.185000,-7.359322
696,7917.186000,-7.219735
697,7917.187000,-7.09414
698,7917.188000,-6.920649
699,7917.189000,-6.716538
700,7917.190000,-6.565577
701,7917.191000,-6.470397
702,7917.192000,-6.859296
703,7917.193000,-6.711958
704,7917.194000,-6.816275
705,7917.195000,-6.791782
706,7917.196000,-6.764784
707,7917.197000,-6.705544
708,7917.198000,-6.687647
709,7917.199000,-6.719665
710,7917.200000,-6.737803
711,7917.201000,-6.759672
712,7917.202000,-6.77597
713,7917.203000,-6.778267
714,7917.204000,-6.783638
715,7917.205000,-6.78723
716,7917.206000,-6.760867
717,7917.207000,-6.703286
718,7917.208000,-6.622951
719,7917.209000,-6.511876
720,7917.210000,-6.448667
721,7917.211000,-6.439178
722,7917.212000,-6.43521
723,7917.213000,-6.456841
724,7917.214000,-6.517595
725,7917.215000,-6.617054
726,7917.216000,-6.636294
727,7917.217000,-6.567555
728,7917.218000,-6.866461
729,7917.219000,-6.185153
730,7917.220000,-5.684963
731,7917.221000,-4.844254
732,7917.222000,-4.718031
733,7917.223000,-5.381409
734,7917.224000,-6.286964
735,7917.225000,-7.693373
736,7917.226000,-8.198178
737,7917.227000,-7.65433
738,7917.228000,-6.929593
739,7917.229000,-5.695956
740,7917.230000,-5.171425
741,7917.231000,-5.531142
742,7917.232000,-5.935404
743,7917.233000,-6.558949
744,7917.234000,-6.919342
745,7917.235000,-6.838906
746,7917.236000,-6.897193
747,7917.237000,-6.925121
748,7917.238000,-6.899257
749,7917.239000,-6.875282
750,7917.240000,-6.728334
751,7917.241000,-6.462961
752,7917.242000,-6.382608
753,7917.243000,-6.488608
754,7917.244000,-6.637264
755,7917.245000,-6.899942
756,7917.246000,-6.929624
757,7917.247000,-6.691012
758,7917.248000,-6.612718
759,7917.249000,-6.624588
760,7917.250000,-6.321237
761,7917.251000,-5.768096
762,7917.252000,-5.572343
763,7917.253000,-5.71676
764,7917.254000,-5.725786
765,7917.255000,-5.714115
766,7917.256000,-5.968484
767,7917.257000,-6.449521
768,7917.258000,-6.606165
769,7917.259000,-6.445013
770,7917.260000,-6.233945
771,7917.261000,-5.847782
772,7917.262000,-5.681297
773,7917.263000,-5.711397
774,7917.264000,-5.72223
775,7917.265000,-5.783478
776,7917.266000,-5.890705
777,7917.267000,-6.021538
778,7917.268000,-6.172439
779,7917.269000,-6.332244
780,7917.270000,-6.380651
781,7917.271000,-6.296888
782,7917.272000,-6.077718
783,7917.273000,-5.676672
784,7917.274000,-5.564855
785,7917.275000,-5.762391
786,7917.276000,-5.994247
787,7917.277000,-6.373708
788,7917.278000,-6.432679
789,7917.279000,-6.111302
790,7917.280000,-5.819637
791,7917.281000,-5.439552
792,7917.282000,-4.970929
793,7917.283000,-5.472235
794,7917.284000,-5.639822
795,7917.285000,-5.937716
796,7917.286000,-6.030231
797,7917.287000,-5.830172
798,7917.288000,-5.567492
799,7917.289000,-5.143239
800,7917.290000,-4.939872
801,7917.291000,-5.000866
802,7917.292000,-5.05063
803,7917.293000,-5.188411
804,7917.294000,-5.245121
805,7917.295000,-5.184592
806,7917.296000,-5.162407
807,7917.297000,-5.131047
808,7917.298000,-5.204672
809,7917.299000,-5.409945
810,7917.300000,-5.401639
811,7917.301000,-5.18929
812,7917.302000,-5.731173
813,7917.303000,-4.564318
814,7917.304000,-3.875291
815,7917.305000,-2.753906
816,7917.306000,-2.148932
817,7917.307000,-2.139466
818,7917.308000,-3.213468
819,7917.309000,-4.546595
820,7917.310000,-5.136288
821,7917.311000,-4.549828
822,7917.312000,-4.121017
823,7917.313000,-3.244611
824,7917.314000,-2.266527
825,7917.315000,-1.23172
826,7917.316000,-0.1705842
827,7917.317000,0.04621226
828,7917.318000,-0.3246485
829,7917.319000,-1.763917
830,7917.320000,-2.922945
831,7917.321000,-3.905091
832,7917.322000,-4.375453
833,7917.323000,-4.002007
834,7917.324000,-2.929491
835,7917.325000,-0.8941728
836,7917.326000,-0.1801972
837,7917.327000,-0.8976198
838,7917.328000,-1.525286
839,7917.329000,-2.823018
840,7917.330000,-3.48775
841,7917.331000,-3.396729
842,7917.332000,-3.535289
843,7917.333000,-3.603976
844,7917.334000,-4.178541
845,7917.335000,-4.366089
846,7917.336000,-3.541263
847,7917.337000,-2.591548
848,7917.338000,-2.11468
849,7917.339000,-2.461715
850,7917.340000,-3.000167
851,7917.341000,-3.767315
852,7917.342000,-4.184653
853,7917.343000,-4.052484
854,7917.344000,-3.769708
855,7917.345000,-3.102801
856,7917.346000,-2.702357
857,7917.347000,-2.604956
858,7917.348000,-2.436234
859,7917.349000,-2.350422
860,7917.350000,-2.397071
861,7917.351000,-2.565831
862,7917.352000,-2.918246
863,7917.353000,-3.475755
864,7917.354000,-3.844652
865,7917.355000,-3.808142
866,7917.356000,-3.800919
867,7917.357000,-3.634539
868,7917.358000,-3.659721
869,7917.359000,-3.917152
870,7917.360000,-4.143934
871,7917.361000,-4.426002
872,7917.362000,-4.467759
873,7917.363000,-4.215858
874,7917.364000,-4.079327
875,7917.365000,-3.990809
876,7917.366000,-3.788742
877,7917.367000,-3.530455
878,7917.368000,-3.261495
879,7917.369000,-2.970791
880,7917.370000,-3.045564
881,7917.371000,-2.314748
882,7917.372000,-1.906432
883,7917.373000,-1.377032
884,7917.374000,-1.095733
885,7917.375000,-1.110372
886,7917.376000,-1.248889
887,7917.377000,-1.604096
888,7917.378000,-1.87909
889,7917.379000,-2.050141
890,7917.380000,-2.346619
891,7917.381000,-2.699519
892,7917.382000,-2.917495
893,7917.383000,-3.004795
894,7917.384000,-2.999949
895,7917.385000,-2.852453
896,7917.386000,-2.723176
897,7917.387000,-2.610883
898,7917.388000,-2.389009
899,7917.389000,-2.08666
900,7917.390000,-1.920598
901,7917.391000,-1.894146
902,7917.392000,-1.921177
903,7917.393000,-2.056911
904,7917.394000,-2.138415
905,7917.395000,-2.156387
906,7917.396000,-2.238472
907,7917.397000,-2.349299
908,7917.398000,-2.382097
909,7917.399000,-2.341109
910,7917.400000,-2.2521
911,7917.401000,-2.088542
912,7917.402000,-2.013389
913,7917.403000,-2.035714
914,7917.404000,-1.910264
915,7917.405000,-1.661493
916,7917.406000,-1.489138
917,7917.407000,-1.359271
918,7917.408000,-1.173681
919,7917.409000,-0.9601063
920,7917.410000,-0.7609844
921,7917.411000,-0.5673715
922,7917.412000,-0.3718104
923,7917.413000,-0.1816218
924,7917.414000,-0.03607218
925,7917.415000,0.05912651
926,7917.416000,0.0822113
927,7917.417000,0.0163236
928,7917.418000,0.206604
929,7917.419000,0.3121217
930,7917.420000,0.2736366
931,7917.421000,-0.01327518
932,7917.422000,-0.1524476
933,7917.423000,-0.1949728
934,7917.424000,-0.3516934
935,7917.425000,-0.567037
936,7917.426000,-0.7968432
937,7917.427000,-1.066414
938,7917.428000,-1.451527
939,7917.429000,-1.95946
940,7917.430000,-1.816936
941,7917.431000,-1.800329
942,7917.432000,-1.407872
943,7917.433000,-0.8139552
944,7917.434000,-0.5651351
945,7917.435000,-0.7119799
946,7917.436000,-0.8450533
947,7917.437000,-1.112512
948,7917.438000,-1.088051
949,7917.439000,-0.6996725
950,7917.440000,-0.267514
951,7917.441000,0.3293989
952,7917.442000,0.8595749
953,7917.443000,1.28162
954,7917.444000,1.810166
955,7917.445000,2.384275
956,7917.446000,2.620877
957,7917.447000,2.504138
958,7917.448000,2.166026
959,7917.449000,1.500749
960,7917.450000,1.240356
961,7917.451000,1.43618
962,7917.452000,1.641014
963,7917.453000,2.038749
964,7917.454000,2.252806
965,7917.455000,2.226118
966,7917.456000,2.285556
967,7917.457000,2.33496
968,7917.458000,2.10644
969,7917.459000,1.606716
970,7917.460000,0.6782134
971,7917.461000,-0.7710844
972,7917.462000,-0.5477357
973,7917.463000,-0.8179165
974,7917.464000,0.4036053
975,7917.465000,3.334394
976,7917.466000,0.8440958
977,7917.467000,2.960576
978,7917.468000,2.680662
979,7917.469000,2.275622
980,7917.470000,1.711614
981,7917.471000,0.7757779
982,7917.472000,-1.328881
983,7917.473000,-1.868017
984,7917.474000,-2.06146
985,7917.475000,-0.708818
986,7917.476000,-0.3260192
