#HEADER
#TITLES
 , ,CLD1-1
#UNITS
 , ,kN
#DATATYPES
Huge,Double,Float
#DATA
117,7916.607000,-1.430598
118,7916.608000,-1.447201
119,7916.609000,-1.418231
120,7916.610000,-1.415301
121,7916.611000,-1.401753
122,7916.612000,-1.382004
123,7916.613000,-1.35931
124,7916.614000,-1.370177
125,7916.615000,-1.419618
126,7916.616000,-1.47789
127,7916.617000,-1.377765
128,7916.618000,-1.326505
129,7916.619000,-1.329767
130,7916.620000,-1.427637
131,7916.621000,-1.348834
132,7916.622000,-1.348561
133,7916.623000,-1.311091
134,7916.624000,-1.26525
135,7916.625000,-1.206466
136,7916.626000,-1.232095
137,7916.627000,-1.352027
138,7916.628000,-1.4495
139,7916.629000,-1.545556
140,7916.630000,-1.411458
141,7916.631000,-1.04523
142,7916.632000,-0.8323685
143,7916.633000,-0.7481033
144,7916.634000,-1.325706
145,7916.635000,-1.617847
146,7916.636000,-1.610398
147,7916.637000,-1.290863
148,7916.638000,-1.073156
149,7916.639000,-1.015113
150,7916.640000,-0.9971608
151,7916.641000,-1.155755
152,7916.642000,-1.173693
153,7916.643000,-1.064936
154,7916.644000,-0.7165856
155,7916.645000,-0.6511987
156,7916.646000,-0.8772813
157,7916.647000,-0.8001912
158,7916.648000,-1.476683
159,7916.649000,-1.899427
160,7916.650000,-1.583391
161,7916.651000,-0.8207297
162,7916.652000,-0.3773829
163,7916.653000,-0.351009
164,7916.654000,-0.7822832
165,7916.655000,-1.765148
166,7916.656000,-1.931336
167,7916.657000,-1.209522
168,7916.658000,-0.9711251
169,7916.659000,-0.9366125
170,7916.660000,-0.8017933
171,7916.661000,-0.7586173
172,7916.662000,-1.180152
173,7916.663000,-1.636731
174,7916.664000,-1.842866
175,7916.665000,-1.637183
176,7916.666000,-1.291527
177,7916.667000,-0.6426916
178,7916.668000,-0.5997672
179,7916.669000,-1.231596
180,7916.670000,-1.392471
181,7916.671000,-1.251586
182,7916.672000,-0.9718935
183,7916.673000,-0.7033958
184,7916.674000,-0.6391665
185,7916.675000,-0.9380968
186,7916.676000,-1.364644
187,7916.677000,-1.199288
188,7916.678000,-0.5475184
189,7916.679000,-0.1796119
190,7916.680000,-0.5876393
191,7916.681000,-1.048848
192,7916.682000,-1.080612
