Base,Target,Pearson,k,b,Length,Pearson(sub)
cegun,chilunxiang,0.008874416907894585,0.046566128730773926,-0.032212367831218655,6946,0.5897485399934446
cegun,dianjichui,0.011150412834724331,0.022351741790771484,-0.022019200510004933,6975,0.1930569201577153
cegun,dianjiheng,0.00611591446572407,-0.1601874828338623,0.10492712292904009,3639,-0.8812290086588531
cegun,fuchen,-0.5079084303542516,-0.9331852197647095,0.221022526014504,2997,-0.994943528306211
cegun,hengjian,0.09646860558586204,0.08009374141693115,-0.00264978299086654,6625,0.7598554314320205
cegun,hengxiang ,-0.17859162407546048,-0.130385160446167,0.11678190877017616,2681,-0.708054549378687
cegun,lingxing,0.3101470325896135,0.3166496753692627,0.6168166367979959,4002,0.9814505428286959
cegun,niuzhuan,0.30542425468285905,0.07078051567077637,0.09383321408433104,3603,0.7652655668222116
cegun,qianyin,0.7662650061642856,-0.08940696716308594,-1.1540772297218576,8452,-0.8053101933162012
cegun,zhidong,-0.7714959395751193,0.022351741790771484,1.1598579849859378,8864,0.3169523529824828
chilunxiang,cegun,0.008874416907891603,-0.059604644775390625,0.5115684428358849,3598,-0.6013606076793052
chilunxiang,dianjichui,0.03118239153506641,0.007450580596923828,-2.0096339366551877E-4,6963,0.05320566829029819
chilunxiang,dianjiheng,0.04272850377150699,-0.0260770320892334,-0.04514221610874483,3597,-0.2464217137878128
chilunxiang,fuchen,0.10274350801707952,-0.03352761268615723,-0.2504996902305334,2385,-0.42670668501437925
chilunxiang,hengjian,0.04846335108456325,-0.003725290298461914,-0.04459804328728229,6381,-0.013867132062462189
chilunxiang,hengxiang ,0.0926452216308491,0.007450580596923828,0.04447606754541669,2506,0.006444181961600552
chilunxiang,lingxing,0.14629943541432971,0.30919909477233887,0.06117950896621846,3204,0.9437205479184699
chilunxiang,niuzhuan,0.09529738155038779,0.06332993507385254,0.025058747890369465,3490,0.5392836700330623
chilunxiang,qianyin,-0.088943739884858,-0.0521540641784668,-1.1010330261537873,7606,-0.45921647242663105
