#HEADER
#TITLES
 , ,Dfuchen1
#UNITS
 , ,kN
#DATATYPES
Huge,Double,Float
#DATA
210,7588.113000,7.453784
211,7588.114000,7.45365
212,7588.115000,7.452857
213,7588.116000,7.454698
214,7588.117000,7.459292
215,7588.118000,7.450034
216,7588.119000,7.457087
217,7588.120000,7.455779
218,7588.121000,7.456118
219,7588.122000,7.456456
220,7588.123000,7.456791
221,7588.124000,7.457135
222,7588.125000,7.457482
223,7588.126000,7.457824
224,7588.127000,7.45816
225,7588.128000,7.458496
226,7588.129000,7.458827
227,7588.130000,7.459162
228,7588.131000,7.459501
229,7588.132000,7.459837
230,7588.133000,7.460172
231,7588.134000,7.460514
232,7588.135000,7.460863
233,7588.136000,7.461136
234,7588.137000,7.461327
235,7588.138000,7.461886
236,7588.139000,7.462004
237,7588.140000,7.462338
238,7588.141000,7.462621
239,7588.142000,7.463225
240,7588.143000,7.464182
241,7588.144000,7.462548
242,7588.145000,7.45813
243,7588.146000,7.46488
244,7588.147000,7.483297
245,7588.148000,7.443055
246,7588.149000,7.471769
247,7588.150000,7.465162
248,7588.151000,7.465562
249,7588.152000,7.465432
250,7588.153000,7.464735
251,7588.154000,7.466307
252,7588.155000,7.47025
253,7588.156000,7.46227
254,7588.157000,7.468303
255,7588.158000,7.467139
256,7588.159000,7.467379
257,7588.160000,7.467614
258,7588.161000,7.467842
259,7588.162000,7.46807
260,7588.163000,7.468296
261,7588.164000,7.468516
262,7588.165000,7.468732
263,7588.166000,7.469027
264,7588.167000,7.469407
265,7588.168000,7.4693
266,7588.169000,7.468673
267,7588.170000,7.470191
268,7588.171000,7.473948
269,7588.172000,7.46628
270,7588.173000,7.47162
271,7588.174000,7.471784
272,7588.175000,7.475005
273,7588.176000,7.471303
274,7588.177000,7.460367
275,7588.178000,7.485751
276,7588.179000,7.468187
277,7588.180000,7.473133
278,7588.181000,7.474329
279,7588.182000,7.472751
280,7588.183000,7.474418
281,7588.184000,7.474416
282,7588.185000,7.474736
283,7588.186000,7.475059
284,7588.187000,7.475384
285,7588.188000,7.475706
286,7588.189000,7.476025
287,7588.190000,7.476355
288,7588.191000,7.476696
289,7588.192000,7.477043
290,7588.193000,7.477398
291,7588.194000,7.47785
292,7588.195000,7.478408
293,7588.196000,7.478181
294,7588.197000,7.477107
295,7588.198000,7.479441
296,7588.199000,7.485337
297,7588.200000,7.473291
298,7588.201000,7.482326
299,7588.202000,7.480514
300,7588.203000,7.480794
301,7588.204000,7.481287
302,7588.205000,7.482014
303,7588.206000,7.481791
304,7588.207000,7.480577
305,7588.208000,7.484352
306,7588.209000,7.482261
307,7588.210000,7.483176
308,7588.211000,7.483495
309,7588.212000,7.48387
310,7588.213000,7.484303
311,7588.214000,7.484285
312,7588.215000,7.483778
313,7588.216000,7.485271
314,7588.217000,7.488856
315,7588.218000,7.481963
316,7588.219000,7.487392
317,7588.220000,7.486446
318,7588.221000,7.486677
319,7588.222000,7.487385
320,7588.223000,7.488606
321,7588.224000,7.487752
322,7588.225000,7.484728
323,7588.226000,7.492596
324,7588.227000,7.487668
325,7588.228000,7.489307
326,7588.229000,7.48966
327,7588.230000,7.490363
328,7588.231000,7.491448
329,7588.232000,7.489578
330,7588.233000,7.484526
331,7588.234000,7.492218
332,7588.235000,7.513231
333,7588.236000,7.467285
334,7588.237000,7.499646
335,7588.238000,7.491947
336,7588.239000,7.492346
337,7588.240000,7.491728
338,7588.241000,7.502419
339,7588.242000,7.487891
340,7588.243000,7.480498
341,7588.244000,7.510633
342,7588.245000,7.48801
343,7588.246000,7.494989
344,7588.247000,7.494281
345,7588.248000,7.494732
346,7588.249000,7.494955
347,7588.250000,7.495173
348,7588.251000,7.495388
349,7588.252000,7.495636
350,7588.253000,7.495923
351,7588.254000,7.495905
352,7588.255000,7.49556
353,7588.256000,7.496458
354,7588.257000,7.498652
355,7588.258000,7.494357
356,7588.259000,7.498056
357,7588.260000,7.496866
358,7588.261000,7.495538
359,7588.262000,7.498669
360,7588.263000,7.499673
361,7588.264000,7.495541
362,7588.265000,7.496044
363,7588.266000,7.500818
364,7588.267000,7.497294
365,7588.268000,7.498368
366,7588.269000,7.498543
367,7588.270000,7.498714
368,7588.271000,7.498879
369,7588.272000,7.499043
370,7588.273000,7.499202
371,7588.274000,7.499364
372,7588.275000,7.499531
373,7588.276000,7.499697
374,7588.277000,7.499863
375,7588.278000,7.500018
376,7588.279000,7.50016
377,7588.280000,7.500236
378,7588.281000,7.500235
379,7588.282000,7.500289
380,7588.283000,7.500392
381,7588.284000,7.501889
382,7588.285000,7.504949
383,7588.286000,7.503964
384,7588.287000,7.473755
385,7588.288000,7.530672
386,7588.289000,7.49181
387,7588.290000,7.501407
388,7588.291000,7.501498
389,7588.292000,7.501592
390,7588.293000,7.501684
391,7588.294000,7.501753
392,7588.295000,7.501795
393,7588.296000,7.501982
394,7588.297000,7.502324
395,7588.298000,7.501848
396,7588.299000,7.501974
397,7588.300000,7.502396
398,7588.301000,7.503621
399,7588.302000,7.501212
400,7588.303000,7.503064
401,7588.304000,7.502727
402,7588.305000,7.502814
403,7588.306000,7.502904
404,7588.307000,7.502997
405,7588.308000,7.503088
406,7588.309000,7.503178
407,7588.310000,7.503265
408,7588.311000,7.503349
409,7588.312000,7.503432
410,7588.313000,7.503511
411,7588.314000,7.503301
412,7588.315000,7.502773
413,7588.316000,7.504579
414,7588.317000,7.508892
415,7588.318000,7.503125
416,7588.319000,7.486826
417,7588.320000,7.523418
418,7588.321000,7.497758
419,7588.322000,7.504269
420,7588.323000,7.504785
421,7588.324000,7.504247
422,7588.325000,7.502606
423,7588.326000,7.506488
424,7588.327000,7.503859
425,7588.328000,7.50456
426,7588.329000,7.504599
427,7588.330000,7.504635
428,7588.331000,7.504669
429,7588.332000,7.504673
430,7588.333000,7.504644
431,7588.334000,7.504801
432,7588.335000,7.505157
433,7588.336000,7.504706
434,7588.337000,7.503414
435,7588.338000,7.506329
436,7588.339000,7.504283
437,7588.340000,7.504776
438,7588.341000,7.504765
439,7588.342000,7.504756
440,7588.343000,7.504749
441,7588.344000,7.505284
442,7588.345000,7.506417
443,7588.346000,7.503141
444,7588.347000,7.495125
445,7588.348000,7.506132
446,7588.349000,7.537015
447,7588.350000,7.46802
448,7588.351000,7.516365
449,7588.352000,7.504612
450,7588.353000,7.504802
451,7588.354000,7.504241
452,7588.355000,7.504517
453,7588.356000,7.504503
454,7588.357000,7.504739
455,7588.358000,7.504361
456,7588.359000,7.503343
457,7588.360000,7.505897
458,7588.361000,7.5044
459,7588.362000,7.504665
460,7588.363000,7.504124
461,7588.364000,7.50442
462,7588.365000,7.505539
463,7588.366000,7.502666
464,7588.367000,7.506108
465,7588.368000,7.507072
466,7588.369000,7.509179
467,7588.370000,7.507768
468,7588.371000,7.502431
469,7588.372000,7.502075
470,7588.373000,7.506242
471,7588.374000,7.509588
472,7588.375000,7.513785
473,7588.376000,7.498884
474,7588.377000,7.509423
475,7588.378000,7.508763
476,7588.379000,7.51301
477,7588.380000,7.508158
478,7588.381000,7.493716
479,7588.382000,7.528593
480,7588.383000,7.494955
481,7588.384000,7.519149
482,7588.385000,7.50771
483,7588.386000,7.510097
484,7588.387000,7.508144
485,7588.388000,7.511762
486,7588.389000,7.521197
487,7588.390000,7.501421
488,7588.391000,7.515845
489,7588.392000,7.512598
490,7588.393000,7.512683
491,7588.394000,7.512925
492,7588.395000,7.513329
493,7588.396000,7.512898
494,7588.397000,7.513951
495,7588.398000,7.513192
496,7588.399000,7.511325
497,7588.400000,7.51566
498,7588.401000,7.51268
499,7588.402000,7.51347
500,7588.403000,7.513544
501,7588.404000,7.513047
502,7588.405000,7.511926
503,7588.406000,7.513225
504,7588.407000,7.517059
505,7588.408000,7.508448
506,7588.409000,7.514515
507,7588.410000,7.513062
508,7588.411000,7.513074
509,7588.412000,7.513065
510,7588.413000,7.513021
511,7588.414000,7.513448
512,7588.415000,7.51439
513,7588.416000,7.513515
514,7588.417000,7.510751
515,7588.418000,7.51699
516,7588.419000,7.510982
517,7588.420000,7.510973
518,7588.421000,7.509778
519,7588.422000,7.507123
520,7588.423000,7.503027
521,7588.424000,7.522817
522,7588.425000,7.568702
523,7588.426000,7.483278
524,7588.427000,7.48956
525,7588.428000,7.516635
526,7588.429000,7.516373
527,7588.430000,7.527044
528,7588.431000,7.515488
529,7588.432000,7.515009
530,7588.433000,7.518652
531,7588.434000,7.519176
532,7588.435000,7.519691
533,7588.436000,7.520711
534,7588.437000,7.521711
535,7588.438000,7.523311
536,7588.439000,7.525563
537,7588.440000,7.528232
538,7588.441000,7.531471
539,7588.442000,7.534971
540,7588.443000,7.538724
541,7588.444000,7.543167
542,7588.445000,7.54826
543,7588.446000,7.55214
544,7588.447000,7.554715
545,7588.448000,7.564286
546,7588.449000,7.581132
547,7588.450000,7.56509
548,7588.451000,7.571081
549,7588.452000,7.604201
550,7588.453000,7.591244
551,7588.454000,7.598806
552,7588.455000,7.595944
553,7588.456000,7.591956
554,7588.457000,7.585482
555,7588.458000,7.56967
556,7588.459000,7.544226
557,7588.460000,7.554933
558,7588.461000,7.531039
559,7588.462000,7.495355
560,7588.463000,7.507847
561,7588.464000,7.501412
562,7588.465000,7.506495
563,7588.466000,7.50264
564,7588.467000,7.504495
565,7588.468000,7.505919
566,7588.469000,7.510295
567,7588.470000,7.514187
568,7588.471000,7.518118
569,7588.472000,7.522238
570,7588.473000,7.526052
571,7588.474000,7.51606
572,7588.475000,7.490654
573,7588.476000,7.490079
574,7588.477000,7.513751
575,7588.478000,7.51856
576,7588.479000,7.510961
577,7588.480000,7.515781
578,7588.481000,7.527131
579,7588.482000,7.535613
580,7588.483000,7.544169
581,7588.484000,7.555163
582,7588.485000,7.567605
583,7588.486000,7.57634
584,7588.487000,7.581069
585,7588.488000,7.58396
586,7588.489000,7.583571
587,7588.490000,7.583476
588,7588.491000,7.583813
589,7588.492000,7.581522
590,7588.493000,7.577304
591,7588.494000,7.574584
592,7588.495000,7.573262
593,7588.496000,7.572134
594,7588.497000,7.572011
595,7588.498000,7.570028
596,7588.499000,7.566012
597,7588.500000,7.562039
598,7588.501000,7.557457
599,7588.502000,7.55435
600,7588.503000,7.553134
601,7588.504000,7.552353
602,7588.505000,7.552648
603,7588.506000,7.553089
604,7588.507000,7.553556
605,7588.508000,7.556989
606,7588.509000,7.563387
607,7588.510000,7.560993
608,7588.511000,7.549414
609,7588.512000,7.577571
610,7588.513000,7.558171
611,7588.514000,7.563639
612,7588.515000,7.56536
613,7588.516000,7.568892
614,7588.517000,7.570591
615,7588.518000,7.571576
616,7588.519000,7.570126
617,7588.520000,7.567862
618,7588.521000,7.564114
619,7588.522000,7.568475
620,7588.523000,7.581926
621,7588.524000,7.581142
622,7588.525000,7.566941
623,7588.526000,7.568038
624,7588.527000,7.572279
625,7588.528000,7.57379
626,7588.529000,7.573132
627,7588.530000,7.573814
628,7588.531000,7.574309
629,7588.532000,7.574738
630,7588.533000,7.575253
631,7588.534000,7.575723
632,7588.535000,7.576182
633,7588.536000,7.576602
634,7588.537000,7.576967
635,7588.538000,7.577419
636,7588.539000,7.577956
637,7588.540000,7.578504
638,7588.541000,7.579091
639,7588.542000,7.579619
640,7588.543000,7.580073
641,7588.544000,7.580525
642,7588.545000,7.580945
643,7588.546000,7.581374
644,7588.547000,7.581818
645,7588.548000,7.582236
646,7588.549000,7.582635
647,7588.550000,7.583073
648,7588.551000,7.583548
649,7588.552000,7.58404
650,7588.553000,7.584562
651,7588.554000,7.585076
652,7588.555000,7.58558
653,7588.556000,7.586123
654,7588.557000,7.586695
655,7588.558000,7.587122
656,7588.559000,7.587393
657,7588.560000,7.588289
658,7588.561000,7.589833
659,7588.562000,7.588161
660,7588.563000,7.5904
661,7588.564000,7.590181
662,7588.565000,7.589831
663,7588.566000,7.592132
664,7588.567000,7.597237
665,7588.568000,7.589517
666,7588.569000,7.58551
667,7588.570000,7.603725
668,7588.571000,7.591269
669,7588.572000,7.595019
670,7588.573000,7.595592
671,7588.574000,7.596179
672,7588.575000,7.596776
673,7588.576000,7.597381
674,7588.577000,7.597995
675,7588.578000,7.59861
676,7588.579000,7.599227
677,7588.580000,7.599852
678,7588.581000,7.600482
679,7588.582000,7.601103
680,7588.583000,7.601712
681,7588.584000,7.602318
682,7588.585000,7.602914
683,7588.586000,7.603465
684,7588.587000,7.603964
685,7588.588000,7.604919
686,7588.589000,7.60637
687,7588.590000,7.605542
688,7588.591000,7.602314
689,7588.592000,7.610498
690,7588.593000,7.611096
691,7588.594000,7.603212
692,7588.595000,7.610481
693,7588.596000,7.609437
694,7588.597000,7.610019
695,7588.598000,7.61034
696,7588.599000,7.610373
697,7588.600000,7.612618
698,7588.601000,7.617248
699,7588.602000,7.612186
700,7588.603000,7.596987
701,7588.604000,7.633141
702,7588.605000,7.611858
703,7588.606000,7.615159
704,7588.607000,7.60668
705,7588.608000,7.627631
706,7588.609000,7.613978
707,7588.610000,7.618196
708,7588.611000,7.61906
709,7588.612000,7.619038
710,7588.613000,7.618062
711,7588.614000,7.620882
712,7588.615000,7.627661
713,7588.616000,7.614331
714,7588.617000,7.624588
715,7588.618000,7.622713
716,7588.619000,7.623201
717,7588.620000,7.623758
718,7588.621000,7.624394
719,7588.622000,7.624237
720,7588.623000,7.623221
721,7588.624000,7.625633
722,7588.625000,7.631631
723,7588.626000,7.619556
724,7588.627000,7.628667
725,7588.628000,7.626877
726,7588.629000,7.627202
727,7588.630000,7.62753
728,7588.631000,7.627864
729,7588.632000,7.628236
730,7588.633000,7.628656
731,7588.634000,7.628699
732,7588.635000,7.628335
733,7588.636000,7.62963
734,7588.637000,7.632664
735,7588.638000,7.626714
736,7588.639000,7.629792
737,7588.640000,7.630674
738,7588.641000,7.635472
739,7588.642000,7.625403
740,7588.643000,7.632796
741,7588.644000,7.631206
742,7588.645000,7.631354
743,7588.646000,7.631517
744,7588.647000,7.631697
745,7588.648000,7.63173
746,7588.649000,7.631609
747,7588.650000,7.632692
748,7588.651000,7.635066
749,7588.652000,7.632223
750,7588.653000,7.623929
751,7588.654000,7.643037
752,7588.655000,7.629901
753,7588.656000,7.633298
754,7588.657000,7.633443
755,7588.658000,7.633594
756,7588.659000,7.63375
757,7588.660000,7.633902
758,7588.661000,7.634053
759,7588.662000,7.634178
760,7588.663000,7.634274
761,7588.664000,7.634354
762,7588.665000,7.634413
763,7588.666000,7.63446
764,7588.667000,7.634499
765,7588.668000,7.634515
766,7588.669000,7.634512
767,7588.670000,7.634512
768,7588.671000,7.634514
769,7588.672000,7.634509
770,7588.673000,7.634502
771,7588.674000,7.634508
772,7588.675000,7.634527
773,7588.676000,7.634297
774,7588.677000,7.633796
775,7588.678000,7.634357
776,7588.679000,7.636033
777,7588.680000,7.632119
778,7588.681000,7.634594
779,7588.682000,7.634454
780,7588.683000,7.635725
781,7588.684000,7.633868
782,7588.685000,7.628735
783,7588.686000,7.640327
784,7588.687000,7.633843
785,7588.688000,7.633924
786,7588.689000,7.628868
787,7588.690000,7.640078
788,7588.691000,7.632184
789,7588.692000,7.634098
790,7588.693000,7.63409
791,7588.694000,7.634073
792,7588.695000,7.634042
793,7588.696000,7.633953
794,7588.697000,7.633797
795,7588.698000,7.634075
796,7588.699000,7.634821
797,7588.700000,7.633671
798,7588.701000,7.630538
799,7588.702000,7.637331
800,7588.703000,7.632471
801,7588.704000,7.633595
802,7588.705000,7.633552
803,7588.706000,7.633503
804,7588.707000,7.63345
805,7588.708000,7.633397
806,7588.709000,7.633346
807,7588.710000,7.63326
808,7588.711000,7.633138
809,7588.712000,7.632994
810,7588.713000,7.632818
811,7588.714000,7.632632
812,7588.715000,7.632436
813,7588.716000,7.632212
814,7588.717000,7.631961
815,7588.718000,7.631709
816,7588.719000,7.631452
817,7588.720000,7.631182
818,7588.721000,7.630906
819,7588.722000,7.630533
820,7588.723000,7.630057
821,7588.724000,7.629521
822,7588.725000,7.628902
823,7588.726000,7.628873
824,7588.727000,7.629501
825,7588.728000,7.630449
826,7588.729000,7.631908
827,7588.730000,7.630773
828,7588.731000,7.626742
829,7588.732000,7.621451
830,7588.733000,7.614032
831,7588.734000,7.619974
832,7588.735000,7.640821
833,7588.736000,7.640079
834,7588.737000,7.619175
835,7588.738000,7.615987
836,7588.739000,7.62505
837,7588.740000,7.625464
838,7588.741000,7.62266
839,7588.742000,7.62243
840,7588.743000,7.622351
841,7588.744000,7.621952
842,7588.745000,7.621678
843,7588.746000,7.621416
844,7588.747000,7.621162
845,7588.748000,7.62096
846,7588.749000,7.6208
847,7588.750000,7.620636
848,7588.751000,7.62047
849,7588.752000,7.620319
850,7588.753000,7.620174
851,7588.754000,7.620074
852,7588.755000,7.620024
853,7588.756000,7.619994
854,7588.757000,7.619996
855,7588.758000,7.619962
856,7588.759000,7.619884
857,7588.760000,7.619802
858,7588.761000,7.619694
859,7588.762000,7.619596
860,7588.763000,7.619509
861,7588.764000,7.619401
862,7588.765000,7.619276
863,7588.766000,7.619023
864,7588.767000,7.618624
865,7588.768000,7.618346
866,7588.769000,7.618171
867,7588.770000,7.616226
868,7588.771000,7.612381
869,7588.772000,7.615803
870,7588.773000,7.626837
871,7588.774000,7.600494
872,7588.775000,7.620103
873,7588.776000,7.619985
874,7588.777000,7.622624
875,7588.778000,7.627156
876,7588.779000,7.631711
877,7588.780000,7.637313
878,7588.781000,7.64379
879,7588.782000,7.644931
880,7588.783000,7.640202
881,7588.784000,7.628675
882,7588.785000,7.608199
883,7588.786000,7.601121
884,7588.787000,7.569235
885,7588.788000,7.541471
886,7588.789000,7.505189
887,7588.790000,7.510794
888,7588.791000,7.562628
889,7588.792000,7.651941
890,7588.793000,7.793877
891,7588.794000,7.736547
892,7588.795000,7.608632
893,7588.796000,7.537553
894,7588.797000,7.5398
895,7588.798000,7.504987
896,7588.799000,7.472849
897,7588.800000,7.512619
898,7588.801000,7.623851
899,7588.802000,7.567852
900,7588.803000,7.60138
901,7588.804000,7.615207
902,7588.805000,7.637855
903,7588.806000,7.626136
904,7588.807000,7.573019
905,7588.808000,7.51916
906,7588.809000,7.420415
907,7588.810000,7.404603
908,7588.811000,7.421637
909,7588.812000,7.543929
910,7588.813000,7.643568
911,7588.814000,7.738461
912,7588.815000,7.841411
913,7588.816000,7.803454
914,7588.817000,7.614785
915,7588.818000,7.557394
916,7588.819000,7.613487
917,7588.820000,7.596741
918,7588.821000,7.55654
919,7588.822000,7.55527
920,7588.823000,7.542807
921,7588.824000,7.550508
922,7588.825000,7.572795
923,7588.826000,7.581653
924,7588.827000,7.577514
925,7588.828000,7.644401
926,7588.829000,7.641635
927,7588.830000,7.658423
928,7588.831000,7.647322
929,7588.832000,7.618064
930,7588.833000,7.60161
931,7588.834000,7.582199
932,7588.835000,7.576414
933,7588.836000,7.589903
934,7588.837000,7.589797
935,7588.838000,7.592702
936,7588.839000,7.583929
937,7588.840000,7.578563
938,7588.841000,7.572925
939,7588.842000,7.57066
940,7588.843000,7.573602
941,7588.844000,7.577319
942,7588.845000,7.583255
943,7588.846000,7.58577
944,7588.847000,7.583944
945,7588.848000,7.580886
946,7588.849000,7.57639
947,7588.850000,7.576346
948,7588.851000,7.582071
949,7588.852000,7.584872
950,7588.853000,7.593971
951,7588.854000,7.587994
952,7588.855000,7.567618
953,7588.856000,7.557078
954,7588.857000,7.553677
955,7588.858000,7.573094
956,7588.859000,7.614553
957,7588.860000,7.615009
958,7588.861000,7.571809
959,7588.862000,7.567272
960,7588.863000,7.590621
961,7588.864000,7.594931
962,7588.865000,7.592211
963,7588.866000,7.595466
964,7588.867000,7.599214
965,7588.868000,7.602473
966,7588.869000,7.606216
967,7588.870000,7.608496
968,7588.871000,7.609138
969,7588.872000,7.609005
970,7588.873000,7.607584
971,7588.874000,7.605906
972,7588.875000,7.604015
973,7588.876000,7.600937
974,7588.877000,7.596863
975,7588.878000,7.593048
976,7588.879000,7.58946
977,7588.880000,7.585647
978,7588.881000,7.581901
979,7588.882000,7.576807
980,7588.883000,7.570259
981,7588.884000,7.564872
982,7588.885000,7.560472
983,7588.886000,7.549623
984,7588.887000,7.549821
985,7588.888000,7.545835
986,7588.889000,7.543978
987,7588.890000,7.542294
988,7588.891000,7.540707
989,7588.892000,7.540278
990,7588.893000,7.540814
991,7588.894000,7.54055
992,7588.895000,7.539489
993,7588.896000,7.53837
994,7588.897000,7.536768
995,7588.898000,7.536019
996,7588.899000,7.536224
997,7588.900000,7.536377
998,7588.901000,7.536789
999,7588.902000,7.536448
1000,7588.903000,7.535152
1001,7588.904000,7.532362
1002,7588.905000,7.527637
1003,7588.906000,7.527613
1004,7588.907000,7.532558
1005,7588.908000,7.510704
1006,7588.909000,7.518792
1007,7588.910000,7.511711
1008,7588.911000,7.50827
1009,7588.912000,7.504843
1010,7588.913000,7.501732
1011,7588.914000,7.498071
1012,7588.915000,7.493789
1013,7588.916000,7.489562
1014,7588.917000,7.485187
1015,7588.918000,7.482774
1016,7588.919000,7.48261
1017,7588.920000,7.483565
1018,7588.921000,7.486269
1019,7588.922000,7.48967
1020,7588.923000,7.493715
1021,7588.924000,7.499509
1022,7588.925000,7.50687
1023,7588.926000,7.51402
1024,7588.927000,7.520979
1025,7588.928000,7.528516
1026,7588.929000,7.536215
1027,7588.930000,7.545452
1028,7588.931000,7.556349
1029,7588.932000,7.5679
1030,7588.933000,7.580434
1031,7588.934000,7.589841
1032,7588.935000,7.595606
1033,7588.936000,7.599916
1034,7588.937000,7.601564
1035,7588.938000,7.602702
1036,7588.939000,7.603454
1037,7588.940000,7.601649
1038,7588.941000,7.597683
1039,7588.942000,7.594934
1040,7588.943000,7.593373
1041,7588.944000,7.591588
1042,7588.945000,7.590385
1043,7588.946000,7.587153
1044,7588.947000,7.581686
1045,7588.948000,7.575916
1046,7588.949000,7.569228
1047,7588.950000,7.564093
1048,7588.951000,7.560947
1049,7588.952000,7.558167
1050,7588.953000,7.556499
1051,7588.954000,7.554947
1052,7588.955000,7.553394
1053,7588.956000,7.553016
1054,7588.957000,7.553621
1055,7588.958000,7.552666
1056,7588.959000,7.550106
1057,7588.960000,7.547056
1058,7588.961000,7.542882
