#HEADER
#TITLES
 , ,Dniuzhuan1
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
318,7428.009000,0.1115054
319,7428.010000,0.1163546
320,7428.011000,0.121283
321,7428.012000,0.1270154
322,7428.013000,0.1334638
323,7428.014000,0.1382514
324,7428.015000,0.1412845
325,7428.016000,0.1497597
326,7428.017000,0.1636915
327,7428.018000,0.1502039
328,7428.019000,0.1705952
329,7428.020000,0.1739978
330,7428.021000,0.1695954
331,7428.022000,0.1946293
332,7428.023000,0.1869725
333,7428.024000,0.1953479
334,7428.025000,0.2002153
335,7428.026000,0.2049839
336,7428.027000,0.2096802
337,7428.028000,0.2140111
338,7428.029000,0.2180203
339,7428.030000,0.2223644
340,7428.031000,0.2270546
341,7428.032000,0.2317968
342,7428.033000,0.2367543
343,7428.034000,0.2414609
344,7428.035000,0.2458797
345,7428.036000,0.2503749
346,7428.037000,0.2548386
347,7428.038000,0.2595944
348,7428.039000,0.2647153
349,7428.040000,0.2699718
350,7428.041000,0.2754682
351,7428.042000,0.2811233
352,7428.043000,0.2869256
353,7428.044000,0.2928355
354,7428.045000,0.2988243
355,7428.046000,0.3054104
356,7428.047000,0.312619
357,7428.048000,0.316127
358,7428.049000,0.3240049
359,7428.050000,0.3298433
360,7428.051000,0.3363711
361,7428.052000,0.3429415
362,7428.053000,0.3496163
363,7428.054000,0.3562799
364,7428.055000,0.3628992
365,7428.056000,0.3699786
366,7428.057000,0.3775221
367,7428.058000,0.3812094
368,7428.059000,0.3807394
369,7428.060000,0.3996814
370,7428.061000,0.4385065
371,7428.062000,0.3821923
372,7428.063000,0.3862889
373,7428.064000,0.4699143
374,7428.065000,0.4177215
375,7428.066000,0.4397119
376,7428.067000,0.4472042
377,7428.068000,0.4548194
378,7428.069000,0.4625334
379,7428.070000,0.470123
380,7428.071000,0.4775783
381,7428.072000,0.4849856
382,7428.073000,0.4922845
383,7428.074000,0.4996257
384,7428.075000,0.5070133
385,7428.076000,0.5143176
386,7428.077000,0.5215677
387,7428.078000,0.5288882
388,7428.079000,0.5362736
389,7428.080000,0.54368
390,7428.081000,0.5511357
391,7428.082000,0.558529
392,7428.083000,0.5658527
393,7428.084000,0.5731828
394,7428.085000,0.5804929
395,7428.086000,0.5879574
396,7428.087000,0.5955989
397,7428.088000,0.6033147
398,7428.089000,0.6111562
399,7428.090000,0.6189159
400,7428.091000,0.6265739
401,7428.092000,0.6353652
