#HEADER
#TITLES
 , ,Dcegun1
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
117,7427.808000,-1.8908
118,7427.809000,-1.887507
119,7427.810000,-1.895652
120,7427.811000,-1.908479
121,7427.812000,-1.919242
122,7427.813000,-1.893355
123,7427.814000,-1.894555
124,7427.815000,-1.907473
125,7427.816000,-1.924367
126,7427.817000,-1.951978
127,7427.818000,-1.947761
128,7427.819000,-1.966597
129,7427.820000,-1.971866
130,7427.821000,-1.979462
131,7427.822000,-1.988162
132,7427.823000,-1.999148
133,7427.824000,-2.009154
134,7427.825000,-2.018907
135,7427.826000,-2.028904
136,7427.827000,-2.038748
137,7427.828000,-2.048796
138,7427.829000,-2.059033
139,7427.830000,-2.069118
140,7427.831000,-2.079089
141,7427.832000,-2.089061
142,7427.833000,-2.098973
143,7427.834000,-2.108911
144,7427.835000,-2.118884
145,7427.836000,-2.129174
146,7427.837000,-2.139833
147,7427.838000,-2.147606
148,7427.839000,-2.152268
149,7427.840000,-2.169966
150,7427.841000,-2.201322
151,7427.842000,-2.164522
152,7427.843000,-2.207797
153,7427.844000,-2.210027
154,7427.845000,-2.220347
155,7427.846000,-2.230226
156,7427.847000,-2.239623
157,7427.848000,-2.248745
158,7427.849000,-2.257453
159,7427.850000,-2.266043
160,7427.851000,-2.274521
161,7427.852000,-2.282693
162,7427.853000,-2.290619
163,7427.854000,-2.297909
164,7427.855000,-2.304501
165,7427.856000,-2.313592
166,7427.857000,-2.325369
167,7427.858000,-2.322862
168,7427.859000,-2.336362
169,7427.860000,-2.341265
170,7427.861000,-2.347558
171,7427.862000,-2.353952
172,7427.863000,-2.360499
173,7427.864000,-2.366978
174,7427.865000,-2.37349
175,7427.866000,-2.379866
176,7427.867000,-2.386087
177,7427.868000,-2.392329
178,7427.869000,-2.398557
179,7427.870000,-2.404436
180,7427.871000,-2.409959
181,7427.872000,-2.41506
182,7427.873000,-2.419632
183,7427.874000,-2.4258
184,7427.875000,-2.433703
185,7427.876000,-2.434206
186,7427.877000,-2.427041
187,7427.878000,-2.457572
188,7427.879000,-2.444042
189,7427.880000,-2.4532
190,7427.881000,-2.458012
191,7427.882000,-2.4627
192,7427.883000,-2.467257
193,7427.884000,-2.471865
194,7427.885000,-2.47648
