#HEADER
#TITLES
 , ,LG1-1
#UNITS
 , ,kN
#DATATYPES
Huge,Double,Float
#DATA
225,7839.986000,-11.28473
226,7839.987000,-11.29167
227,7839.988000,-11.29185
228,7839.989000,-11.28951
229,7839.990000,-11.28914
230,7839.991000,-11.28882
231,7839.992000,-11.28821
232,7839.993000,-11.28765
233,7839.994000,-11.28709
234,7839.995000,-11.28654
235,7839.996000,-11.28598
236,7839.997000,-11.28541
237,7839.998000,-11.28561
238,7839.999000,-11.28666
239,7840.000000,-11.28127
240,7840.001000,-11.26895
241,7840.002000,-11.28592
242,7840.003000,-11.33356
243,7840.004000,-11.2304
244,7840.005000,-11.27504
245,7840.006000,-11.3072
246,7840.007000,-11.27434
247,7840.008000,-11.2775
248,7840.009000,-11.26585
249,7840.010000,-11.28047
250,7840.011000,-11.32255
251,7840.012000,-11.22629
252,7840.013000,-11.29047
253,7840.014000,-11.27588
254,7840.015000,-11.2818
255,7840.016000,-11.26559
256,7840.017000,-11.27392
257,7840.018000,-11.27485
258,7840.019000,-11.28431
259,7840.020000,-11.268
260,7840.021000,-11.22467
261,7840.022000,-11.31483
262,7840.023000,-11.28217
263,7840.024000,-11.2452
264,7840.025000,-11.26724
265,7840.026000,-11.28791
266,7840.027000,-11.27017
267,7840.028000,-11.27666
268,7840.029000,-11.27867
269,7840.030000,-11.28126
270,7840.031000,-11.28446
271,7840.032000,-11.27926
272,7840.033000,-11.26486
273,7840.034000,-11.29267
274,7840.035000,-11.28541
275,7840.036000,-11.26866
276,7840.037000,-11.24724
277,7840.038000,-11.30223
278,7840.039000,-11.26128
279,7840.040000,-11.2712
280,7840.041000,-11.27178
281,7840.042000,-11.27421
282,7840.043000,-11.2786
283,7840.044000,-11.27438
284,7840.045000,-11.26087
285,7840.046000,-11.29515
286,7840.047000,-11.2717
287,7840.048000,-11.27806
288,7840.049000,-11.27905
289,7840.050000,-11.27616
290,7840.051000,-11.2785
291,7840.052000,-11.27808
292,7840.053000,-11.27808
293,7840.054000,-11.2782
294,7840.055000,-11.2784
295,7840.056000,-11.27869
296,7840.057000,-11.27911
297,7840.058000,-11.27941
298,7840.059000,-11.27959
299,7840.060000,-11.2798
300,7840.061000,-11.27998
301,7840.062000,-11.27969
302,7840.063000,-11.2789
303,7840.064000,-11.27776
304,7840.065000,-11.27616
305,7840.066000,-11.27409
306,7840.067000,-11.27152
307,7840.068000,-11.26841
308,7840.069000,-11.26472
309,7840.070000,-11.26591
310,7840.071000,-11.27251
311,7840.072000,-11.28375
312,7840.073000,-11.2976
313,7840.074000,-11.30217
314,7840.075000,-11.29487
315,7840.076000,-11.2845
316,7840.077000,-11.26706
317,7840.078000,-11.29445
318,7840.079000,-11.37207
319,7840.080000,-11.35197
320,7840.081000,-11.23637
321,7840.082000,-11.21654
322,7840.083000,-11.27215
323,7840.084000,-11.29149
324,7840.085000,-11.30526
325,7840.086000,-11.33789
326,7840.087000,-11.32376
327,7840.088000,-11.31843
328,7840.089000,-11.29844
329,7840.090000,-11.30542
330,7840.091000,-11.34284
331,7840.092000,-11.25395
332,7840.093000,-11.28726
333,7840.094000,-11.30714
334,7840.095000,-11.30764
335,7840.096000,-11.27911
336,7840.097000,-11.19052
337,7840.098000,-11.23598
338,7840.099000,-11.23419
339,7840.100000,-11.27794
340,7840.101000,-11.32645
341,7840.102000,-11.35288
342,7840.103000,-11.34891
343,7840.104000,-11.33747
344,7840.105000,-11.30678
345,7840.106000,-11.31126
346,7840.107000,-11.30928
347,7840.108000,-11.30419
348,7840.109000,-11.30641
349,7840.110000,-11.3044
350,7840.111000,-11.30195
351,7840.112000,-11.30269
352,7840.113000,-11.30639
353,7840.114000,-11.30855
354,7840.115000,-11.30977
355,7840.116000,-11.31209
356,7840.117000,-11.3148
357,7840.118000,-11.31634
358,7840.119000,-11.31674
359,7840.120000,-11.3163
360,7840.121000,-11.3146
361,7840.122000,-11.31648
362,7840.123000,-11.32226
363,7840.124000,-11.32402
364,7840.125000,-11.32246
365,7840.126000,-11.31995
366,7840.127000,-11.31492
367,7840.128000,-11.33425
368,7840.129000,-11.32153
369,7840.130000,-11.32825
370,7840.131000,-11.33502
371,7840.132000,-11.32459
372,7840.133000,-11.29596
373,7840.134000,-11.35491
374,7840.135000,-11.38354
375,7840.136000,-11.28726
376,7840.137000,-11.31296
377,7840.138000,-11.39291
378,7840.139000,-11.31712
379,7840.140000,-11.32637
380,7840.141000,-11.31802
381,7840.142000,-11.32433
382,7840.143000,-11.34801
383,7840.144000,-11.4012
384,7840.145000,-11.32025
385,7840.146000,-11.32407
386,7840.147000,-11.34539
387,7840.148000,-11.34914
388,7840.149000,-11.34728
389,7840.150000,-11.3452
390,7840.151000,-11.33733
391,7840.152000,-11.35845
392,7840.153000,-11.34465
393,7840.154000,-11.34914
394,7840.155000,-11.35048
395,7840.156000,-11.35376
396,7840.157000,-11.35926
397,7840.158000,-11.3555
398,7840.159000,-11.34189
399,7840.160000,-11.36338
400,7840.161000,-11.33677
401,7840.162000,-11.35351
402,7840.163000,-11.37
403,7840.164000,-11.37145
404,7840.165000,-11.35332
405,7840.166000,-11.35158
406,7840.167000,-11.3612
407,7840.168000,-11.36286
408,7840.169000,-11.36158
409,7840.170000,-11.36262
410,7840.171000,-11.36373
411,7840.172000,-11.36454
412,7840.173000,-11.36543
413,7840.174000,-11.36631
414,7840.175000,-11.36718
415,7840.176000,-11.36806
416,7840.177000,-11.36894
417,7840.178000,-11.36983
418,7840.179000,-11.37074
419,7840.180000,-11.37165
420,7840.181000,-11.37258
421,7840.182000,-11.37347
422,7840.183000,-11.37434
423,7840.184000,-11.37519
424,7840.185000,-11.37602
425,7840.186000,-11.37684
426,7840.187000,-11.37767
427,7840.188000,-11.37847
428,7840.189000,-11.37926
429,7840.190000,-11.38046
430,7840.191000,-11.38214
431,7840.192000,-11.38005
432,7840.193000,-11.37392
433,7840.194000,-11.38564
434,7840.195000,-11.41611
435,7840.196000,-11.35608
436,7840.197000,-11.36895
437,7840.198000,-11.41554
438,7840.199000,-11.37802
439,7840.200000,-11.38975
440,7840.201000,-11.39376
441,7840.202000,-11.3859
442,7840.203000,-11.36529
443,7840.204000,-11.39564
444,7840.205000,-11.47919
445,7840.206000,-11.29586
446,7840.207000,-11.42767
447,7840.208000,-11.39845
448,7840.209000,-11.40139
449,7840.210000,-11.40168
450,7840.211000,-11.39902
451,7840.212000,-11.39507
452,7840.213000,-11.38893
453,7840.214000,-11.39666
454,7840.215000,-11.41987
455,7840.216000,-11.42074
456,7840.217000,-11.40075
457,7840.218000,-11.39984
458,7840.219000,-11.41243
459,7840.220000,-11.41009
460,7840.221000,-11.39656
461,7840.222000,-11.4146
462,7840.223000,-11.46251
463,7840.224000,-11.36111
464,7840.225000,-11.43691
465,7840.226000,-11.41515
466,7840.227000,-11.40339
467,7840.228000,-11.42325
468,7840.229000,-11.47621
469,7840.230000,-11.36448
470,7840.231000,-11.43332
471,7840.232000,-11.43703
472,7840.233000,-11.42341
473,7840.234000,-11.42739
474,7840.235000,-11.42673
475,7840.236000,-11.43374
476,7840.237000,-11.449
477,7840.238000,-11.43029
478,7840.239000,-11.37603
479,7840.240000,-11.49852
480,7840.241000,-11.43006
481,7840.242000,-11.42366
482,7840.243000,-11.44386
483,7840.244000,-11.44187
484,7840.245000,-11.44655
485,7840.246000,-11.4417
486,7840.247000,-11.42681
487,7840.248000,-11.45872
488,7840.249000,-11.47003
489,7840.250000,-11.41826
490,7840.251000,-11.45761
491,7840.252000,-11.45406
492,7840.253000,-11.46671
493,7840.254000,-11.45057
494,7840.255000,-11.4042
495,7840.256000,-11.50531
496,7840.257000,-11.48197
497,7840.258000,-11.42068
498,7840.259000,-11.45853
499,7840.260000,-11.47967
500,7840.261000,-11.45852
501,7840.262000,-11.46533
502,7840.263000,-11.46653
503,7840.264000,-11.46842
504,7840.265000,-11.47105
505,7840.266000,-11.46752
506,7840.267000,-11.45739
507,7840.268000,-11.47365
508,7840.269000,-11.51752
509,7840.270000,-11.4225
510,7840.271000,-11.48917
511,7840.272000,-11.47623
512,7840.273000,-11.47517
513,7840.274000,-11.47631
514,7840.275000,-11.47691
515,7840.276000,-11.47774
516,7840.277000,-11.47879
517,7840.278000,-11.47776
518,7840.279000,-11.47449
519,7840.280000,-11.48025
520,7840.281000,-11.49546
521,7840.282000,-11.46314
522,7840.283000,-11.48663
523,7840.284000,-11.48146
524,7840.285000,-11.48189
525,7840.286000,-11.48224
526,7840.287000,-11.48252
527,7840.288000,-11.48275
528,7840.289000,-11.4829
529,7840.290000,-11.48469
530,7840.291000,-11.48829
531,7840.292000,-11.47838
532,7840.293000,-11.45397
533,7840.294000,-11.48765
534,7840.295000,-11.58201
535,7840.296000,-11.37171
536,7840.297000,-11.51964
537,7840.298000,-11.48374
538,7840.299000,-11.48383
539,7840.300000,-11.48395
540,7840.301000,-11.48407
541,7840.302000,-11.48426
542,7840.303000,-11.48453
543,7840.304000,-11.48485
544,7840.305000,-11.48523
545,7840.306000,-11.48557
546,7840.307000,-11.48586
547,7840.308000,-11.48698
548,7840.309000,-11.48901
549,7840.310000,-11.48678
550,7840.311000,-11.48003
551,7840.312000,-11.49005
552,7840.313000,-11.47881
553,7840.314000,-11.47788
554,7840.315000,-11.47479
555,7840.316000,-11.4706
556,7840.317000,-11.46543
557,7840.318000,-11.46625
558,7840.319000,-11.47356
559,7840.320000,-11.47026
560,7840.321000,-11.45684
561,7840.322000,-11.51322
562,7840.323000,-11.49848
563,7840.324000,-11.52688
564,7840.325000,-11.55227
565,7840.326000,-11.54684
566,7840.327000,-11.50698
567,7840.328000,-11.4373
568,7840.329000,-11.32629
569,7840.330000,-11.49296
570,7840.331000,-11.43106
571,7840.332000,-11.38174
572,7840.333000,-11.50893
573,7840.334000,-11.52271
574,7840.335000,-11.53115
575,7840.336000,-11.46883
576,7840.337000,-11.47205
577,7840.338000,-11.46335
578,7840.339000,-11.46249
579,7840.340000,-11.4651
580,7840.341000,-11.46653
581,7840.342000,-11.46985
582,7840.343000,-11.47239
583,7840.344000,-11.4555
584,7840.345000,-11.44889
585,7840.346000,-11.46595
586,7840.347000,-11.51964
587,7840.348000,-11.40036
588,7840.349000,-11.4628
589,7840.350000,-11.47631
590,7840.351000,-11.44967
591,7840.352000,-11.45742
592,7840.353000,-11.46379
593,7840.354000,-11.44805
594,7840.355000,-11.43566
595,7840.356000,-11.46656
596,7840.357000,-11.46659
597,7840.358000,-11.42556
598,7840.359000,-11.45528
599,7840.360000,-11.44629
600,7840.361000,-11.44481
601,7840.362000,-11.44351
602,7840.363000,-11.44243
603,7840.364000,-11.43949
604,7840.365000,-11.43459
605,7840.366000,-11.43735
606,7840.367000,-11.44814
607,7840.368000,-11.41846
608,7840.369000,-11.43628
609,7840.370000,-11.42965
610,7840.371000,-11.42774
611,7840.372000,-11.42579
612,7840.373000,-11.42379
613,7840.374000,-11.42184
614,7840.375000,-11.41995
615,7840.376000,-11.41811
616,7840.377000,-11.41636
617,7840.378000,-11.4142
618,7840.379000,-11.41159
619,7840.380000,-11.41074
620,7840.381000,-11.41173
621,7840.382000,-11.40356
622,7840.383000,-11.40605
623,7840.384000,-11.40302
624,7840.385000,-11.40103
625,7840.386000,-11.39906
626,7840.387000,-11.39711
627,7840.388000,-11.39515
628,7840.389000,-11.39318
629,7840.390000,-11.3912
630,7840.391000,-11.38922
631,7840.392000,-11.38723
632,7840.393000,-11.38523
633,7840.394000,-11.38323
634,7840.395000,-11.38122
635,7840.396000,-11.3792
636,7840.397000,-11.37718
637,7840.398000,-11.37517
638,7840.399000,-11.37318
639,7840.400000,-11.37119
640,7840.401000,-11.36921
641,7840.402000,-11.36724
642,7840.403000,-11.36526
643,7840.404000,-11.3633
644,7840.405000,-11.36134
645,7840.406000,-11.36081
646,7840.407000,-11.36184
647,7840.408000,-11.36377
648,7840.409000,-11.36702
649,7840.410000,-11.37078
650,7840.411000,-11.37503
651,7840.412000,-11.38055
652,7840.413000,-11.38719
653,7840.414000,-11.39098
654,7840.415000,-11.39165
655,7840.416000,-11.39101
656,7840.417000,-11.38795
657,7840.418000,-11.38469
658,7840.419000,-11.38133
659,7840.420000,-11.37855
660,7840.421000,-11.37705
661,7840.422000,-11.36681
662,7840.423000,-11.34737
663,7840.424000,-11.38918
664,7840.425000,-11.3673
665,7840.426000,-11.3682
666,7840.427000,-11.34928
667,7840.428000,-11.38782
668,7840.429000,-11.39444
669,7840.430000,-11.34536
670,7840.431000,-11.38289
671,7840.432000,-11.37195
672,7840.433000,-11.36899
673,7840.434000,-11.36654
674,7840.435000,-11.36466
675,7840.436000,-11.36195
676,7840.437000,-11.35883
677,7840.438000,-11.35583
678,7840.439000,-11.35285
679,7840.440000,-11.3499
680,7840.441000,-11.34709
681,7840.442000,-11.34406
682,7840.443000,-11.34085
683,7840.444000,-11.33467
684,7840.445000,-11.32517
685,7840.446000,-11.32754
686,7840.447000,-11.34235
687,7840.448000,-11.2928
688,7840.449000,-11.31807
689,7840.450000,-11.30447
690,7840.451000,-11.29814
691,7840.452000,-11.29144
692,7840.453000,-11.2844
693,7840.454000,-11.28022
694,7840.455000,-11.27924
695,7840.456000,-11.27995
696,7840.457000,-11.28327
697,7840.458000,-11.28734
698,7840.459000,-11.29208
699,7840.460000,-11.29928
700,7840.461000,-11.30861
701,7840.462000,-11.313
702,7840.463000,-11.31206
703,7840.464000,-11.30959
704,7840.465000,-11.30375
705,7840.466000,-11.29574
706,7840.467000,-11.28566
707,7840.468000,-11.28665
708,7840.469000,-11.2687
709,7840.470000,-11.263
710,7840.471000,-11.25933
711,7840.472000,-11.25718
712,7840.473000,-11.25804
713,7840.474000,-11.25745
714,7840.475000,-11.25517
715,7840.476000,-11.25472
716,7840.477000,-11.25513
717,7840.478000,-11.25461
718,7840.479000,-11.25339
719,7840.480000,-11.25113
720,7840.481000,-11.24738
721,7840.482000,-11.24909
722,7840.483000,-11.25664
723,7840.484000,-11.24339
724,7840.485000,-11.20873
725,7840.486000,-11.28124
726,7840.487000,-11.2358
727,7840.488000,-11.23597
728,7840.489000,-11.24456
729,7840.490000,-11.23205
730,7840.491000,-11.20974
731,7840.492000,-11.18142
732,7840.493000,-11.14392
733,7840.494000,-11.17364
734,7840.495000,-11.27822
735,7840.496000,-11.32754
736,7840.497000,-11.33385
737,7840.498000,-11.26908
738,7840.499000,-11.30759
739,7840.500000,-11.23895
740,7840.501000,-11.13365
741,7840.502000,-11.0862
742,7840.503000,-11.09548
743,7840.504000,-11.10682
744,7840.505000,-11.14084
745,7840.506000,-11.19807
746,7840.507000,-11.27493
747,7840.508000,-11.3801
748,7840.509000,-11.51353
749,7840.510000,-11.34646
750,7840.511000,-11.10452
751,7840.512000,-10.99401
752,7840.513000,-11.07255
753,7840.514000,-11.05343
754,7840.515000,-11.00829
755,7840.516000,-11.03902
756,7840.517000,-11.22144
757,7840.518000,-11.27819
758,7840.519000,-11.25588
759,7840.520000,-11.24837
760,7840.521000,-11.21754
761,7840.522000,-11.14932
762,7840.523000,-11.04902
763,7840.524000,-11.05704
764,7840.525000,-11.18517
765,7840.526000,-11.20554
766,7840.527000,-11.14107
767,7840.528000,-11.13239
768,7840.529000,-11.14364
769,7840.530000,-11.14018
770,7840.531000,-11.13854
771,7840.532000,-11.13801
772,7840.533000,-11.13658
773,7840.534000,-11.13546
774,7840.535000,-11.13419
775,7840.536000,-11.13288
776,7840.537000,-11.13153
777,7840.538000,-11.13023
778,7840.539000,-11.129
779,7840.540000,-11.12876
780,7840.541000,-11.12964
781,7840.542000,-11.12222
782,7840.543000,-11.10589
783,7840.544000,-11.12573
784,7840.545000,-11.18338
785,7840.546000,-11.05286
786,7840.547000,-11.15139
787,7840.548000,-11.11938
788,7840.549000,-11.0944
789,7840.550000,-11.14822
790,7840.551000,-11.10931
791,7840.552000,-11.11796
792,7840.553000,-11.11724
793,7840.554000,-11.11663
794,7840.555000,-11.11612
795,7840.556000,-11.11563
796,7840.557000,-11.11519
797,7840.558000,-11.1136
798,7840.559000,-11.11072
799,7840.560000,-11.10537
800,7840.561000,-11.09701
801,7840.562000,-11.10117
802,7840.563000,-11.11881
803,7840.564000,-11.11268
804,7840.565000,-11.167
805,7840.566000,-11.13715
806,7840.567000,-11.04523
807,7840.568000,-11.04584
808,7840.569000,-11.13078
809,7840.570000,-11.14123
810,7840.571000,-11.10058
811,7840.572000,-11.09948
812,7840.573000,-11.11563
813,7840.574000,-11.10382
814,7840.575000,-11.0732
815,7840.576000,-11.13911
816,7840.577000,-11.12726
817,7840.578000,-11.08765
818,7840.579000,-11.06613
819,7840.580000,-11.15274
820,7840.581000,-11.09196
821,7840.582000,-11.10837
822,7840.583000,-11.10674
823,7840.584000,-11.10682
824,7840.585000,-11.10762
825,7840.586000,-11.10527
826,7840.587000,-11.09997
827,7840.588000,-11.11108
828,7840.589000,-11.13956
829,7840.590000,-11.09157
830,7840.591000,-11.03595
831,7840.592000,-11.19185
832,7840.593000,-11.08057
833,7840.594000,-11.10577
834,7840.595000,-11.10065
835,7840.596000,-11.10867
836,7840.597000,-11.13047
837,7840.598000,-11.0859
838,7840.599000,-11.09403
839,7840.600000,-11.12914
840,7840.601000,-11.10009
841,7840.602000,-11.10716
842,7840.603000,-11.10694
843,7840.604000,-11.10848
844,7840.605000,-11.11193
845,7840.606000,-11.10569
846,7840.607000,-11.08919
847,7840.608000,-11.12437
848,7840.609000,-11.14212
849,7840.610000,-11.08347
850,7840.611000,-11.04783
851,7840.612000,-11.17652
852,7840.613000,-11.11877
853,7840.614000,-11.07401
854,7840.615000,-11.12082
855,7840.616000,-11.11092
856,7840.617000,-11.11373
857,7840.618000,-11.10897
858,7840.619000,-11.09614
859,7840.620000,-11.11904
860,7840.621000,-11.15375
861,7840.622000,-11.07041
862,7840.623000,-11.11558
863,7840.624000,-11.13047
864,7840.625000,-11.11169
865,7840.626000,-11.1174
866,7840.627000,-11.11841
867,7840.628000,-11.11947
868,7840.629000,-11.12058
869,7840.630000,-11.12167
870,7840.631000,-11.12272
871,7840.632000,-11.12378
872,7840.633000,-11.12483
873,7840.634000,-11.12591
874,7840.635000,-11.12703
875,7840.636000,-11.12813
876,7840.637000,-11.12923
877,7840.638000,-11.13041
878,7840.639000,-11.13166
879,7840.640000,-11.13295
880,7840.641000,-11.13431
881,7840.642000,-11.13568
882,7840.643000,-11.13705
883,7840.644000,-11.13847
884,7840.645000,-11.13992
885,7840.646000,-11.14125
886,7840.647000,-11.14247
887,7840.648000,-11.14325
888,7840.649000,-11.14352
889,7840.650000,-11.14706
890,7840.651000,-11.15412
891,7840.652000,-11.14584
892,7840.653000,-11.1215
893,7840.654000,-11.17506
894,7840.655000,-11.15977
895,7840.656000,-11.13103
896,7840.657000,-11.15578
897,7840.658000,-11.15392
898,7840.659000,-11.16419
899,7840.660000,-11.14755
900,7840.661000,-11.13712
901,7840.662000,-11.17728
902,7840.663000,-11.14897
903,7840.664000,-11.15679
904,7840.665000,-11.15756
905,7840.666000,-11.15832
906,7840.667000,-11.15906
907,7840.668000,-11.15984
908,7840.669000,-11.16064
909,7840.670000,-11.16082
910,7840.671000,-11.16033
911,7840.672000,-11.16415
912,7840.673000,-11.17259
913,7840.674000,-11.16155
914,7840.675000,-11.13012
915,7840.676000,-11.20327
916,7840.677000,-11.16678
917,7840.678000,-11.1625
918,7840.679000,-11.1179
919,7840.680000,-11.21649
920,7840.681000,-11.18333
921,7840.682000,-11.13934
922,7840.683000,-11.13149
923,7840.684000,-11.20367
924,7840.685000,-11.24789
925,7840.686000,-11.09888
926,7840.687000,-11.08074
927,7840.688000,-11.28274
928,7840.689000,-11.22279
929,7840.690000,-11.09957
930,7840.691000,-11.16526
931,7840.692000,-11.20459
932,7840.693000,-11.15116
933,7840.694000,-11.16419
934,7840.695000,-11.19955
935,7840.696000,-11.19855
936,7840.697000,-11.17162
937,7840.698000,-11.16878
938,7840.699000,-11.18262
939,7840.700000,-11.18136
940,7840.701000,-11.17202
941,7840.702000,-11.18155
942,7840.703000,-11.20744
943,7840.704000,-11.15829
944,7840.705000,-11.19096
945,7840.706000,-11.18263
946,7840.707000,-11.18434
947,7840.708000,-11.18486
948,7840.709000,-11.18489
949,7840.710000,-11.18585
950,7840.711000,-11.18748
951,7840.712000,-11.18699
952,7840.713000,-11.18437
953,7840.714000,-11.193
954,7840.715000,-11.18849
955,7840.716000,-11.19084
956,7840.717000,-11.19195
957,7840.718000,-11.19312
958,7840.719000,-11.19436
959,7840.720000,-11.19353
960,7840.721000,-11.1904
961,7840.722000,-11.202
962,7840.723000,-11.22934
963,7840.724000,-11.19093
964,7840.725000,-11.11632
965,7840.726000,-11.30151
966,7840.727000,-11.17282
967,7840.728000,-11.20622
968,7840.729000,-11.20798
969,7840.730000,-11.20894
970,7840.731000,-11.20902
971,7840.732000,-11.20864
972,7840.733000,-11.20756
973,7840.734000,-11.21011
974,7840.735000,-11.21671
975,7840.736000,-11.22507
976,7840.737000,-11.23642
977,7840.738000,-11.22895
978,7840.739000,-11.2005
979,7840.740000,-11.20292
980,7840.741000,-11.23425
981,7840.742000,-11.23834
982,7840.743000,-11.22275
983,7840.744000,-11.22388
984,7840.745000,-11.2225
985,7840.746000,-11.22786
986,7840.747000,-11.24049
987,7840.748000,-11.25743
988,7840.749000,-11.28042
