#HEADER
#TITLES
 , ,D-LX1Q
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
126,7839.887000,1.463156
127,7839.888000,1.460909
128,7839.889000,1.458647
129,7839.890000,1.456406
130,7839.891000,1.454191
131,7839.892000,1.452038
132,7839.893000,1.449963
133,7839.894000,1.447378
134,7839.895000,1.444243
135,7839.896000,1.44284
136,7839.897000,1.443216
137,7839.898000,1.433869
138,7839.899000,1.439932
139,7839.900000,1.429478
140,7839.901000,1.432329
141,7839.902000,1.42792
142,7839.903000,1.423333
143,7839.904000,1.427253
144,7839.905000,1.421594
145,7839.906000,1.419761
146,7839.907000,1.415585
147,7839.908000,1.410757
148,7839.909000,1.404866
149,7839.910000,1.405665
150,7839.911000,1.413907
151,7839.912000,1.409689
152,7839.913000,1.393551
153,7839.914000,1.398704
154,7839.915000,1.394005
155,7839.916000,1.393239
156,7839.917000,1.389414
157,7839.918000,1.386728
158,7839.919000,1.384063
159,7839.920000,1.381213
160,7839.921000,1.378377
161,7839.922000,1.375507
162,7839.923000,1.372602
163,7839.924000,1.369673
164,7839.925000,1.366714
165,7839.926000,1.364287
166,7839.927000,1.362447
167,7839.928000,1.356374
168,7839.929000,1.345762
169,7839.930000,1.353428
170,7839.931000,1.380195
171,7839.932000,1.310779
172,7839.933000,1.353462
173,7839.934000,1.34014
174,7839.935000,1.339974
175,7839.936000,1.330364
176,7839.937000,1.332867
177,7839.938000,1.328426
178,7839.939000,1.32421
179,7839.940000,1.327143
180,7839.941000,1.299599
181,7839.942000,1.334243
182,7839.943000,1.3067
183,7839.944000,1.307768
184,7839.945000,1.305693
185,7839.946000,1.301835
186,7839.947000,1.297993
187,7839.948000,1.295616
188,7839.949000,1.28834
189,7839.950000,1.289922
190,7839.951000,1.282774
191,7839.952000,1.279959
192,7839.953000,1.276361
193,7839.954000,1.271961
194,7839.955000,1.266699
195,7839.956000,1.26512
196,7839.957000,1.267417
197,7839.958000,1.250529
198,7839.959000,1.244778
199,7839.960000,1.256197
200,7839.961000,1.251228
201,7839.962000,1.229806
202,7839.963000,1.239867
203,7839.964000,1.232594
204,7839.965000,1.228738
205,7839.966000,1.224924
206,7839.967000,1.223444
207,7839.968000,1.208605
208,7839.969000,1.180106
209,7839.970000,1.218537
210,7839.971000,1.210446
211,7839.972000,1.194844
212,7839.973000,1.22804
213,7839.974000,1.202538
214,7839.975000,1.145121
215,7839.976000,1.144576
216,7839.977000,1.193431
217,7839.978000,1.188349
218,7839.979000,1.145716
219,7839.980000,1.17448
220,7839.981000,1.150209
221,7839.982000,1.151334
222,7839.983000,1.146299
223,7839.984000,1.141362
224,7839.985000,1.135465
225,7839.986000,1.133025
226,7839.987000,1.124036
227,7839.988000,1.122531
228,7839.989000,1.125438
229,7839.990000,1.103327
230,7839.991000,1.110482
231,7839.992000,1.10239
232,7839.993000,1.097024
233,7839.994000,1.092963
234,7839.995000,1.090312
235,7839.996000,1.082429
236,7839.997000,1.069116
237,7839.998000,1.082239
238,7839.999000,1.061353
239,7840.000000,1.058416
240,7840.001000,1.053239
241,7840.002000,1.042942
242,7840.003000,1.040371
243,7840.004000,1.054039
244,7840.005000,1.06314
245,7840.006000,1.02973
246,7840.007000,0.9994509
247,7840.008000,0.9985622
248,7840.009000,1.022379
249,7840.010000,1.023713
250,7840.011000,1.004506
251,7840.012000,0.9968334
252,7840.013000,0.9916426
253,7840.014000,0.9969169
254,7840.015000,0.9848694
255,7840.016000,0.982111
256,7840.017000,0.9773573
257,7840.018000,0.9736873
258,7840.019000,0.9711741
259,7840.020000,0.9640508
260,7840.021000,0.9554905
261,7840.022000,0.9636142
262,7840.023000,0.9570088
263,7840.024000,0.9475406
264,7840.025000,0.9237479
265,7840.026000,0.9617531
266,7840.027000,0.948171
267,7840.028000,0.9177341
268,7840.029000,0.9247704
269,7840.030000,0.9378131
270,7840.031000,0.9262081
271,7840.032000,0.915168
272,7840.033000,0.9106805
273,7840.034000,0.9212989
274,7840.035000,0.9163474
275,7840.036000,0.900493
276,7840.037000,0.9021875
277,7840.038000,0.9061776
278,7840.039000,0.9081799
279,7840.040000,0.8834618
280,7840.041000,0.8728214
281,7840.042000,0.8976648
282,7840.043000,0.8771296
283,7840.044000,0.8596081
284,7840.045000,0.8599894
285,7840.046000,0.8545052
286,7840.047000,0.853063
287,7840.048000,0.829818
288,7840.049000,0.8334562
289,7840.050000,0.8224959
290,7840.051000,0.8136348
291,7840.052000,0.8045068
292,7840.053000,0.794986
293,7840.054000,0.7889839
294,7840.055000,0.7869352
295,7840.056000,0.7869125
296,7840.057000,0.790058
297,7840.058000,0.794946
298,7840.059000,0.80156
299,7840.060000,0.8116789
300,7840.061000,0.8251284
301,7840.062000,0.8348269
302,7840.063000,0.8404448
303,7840.064000,0.8530431
304,7840.065000,0.8715767
305,7840.066000,0.8881189
306,7840.067000,0.9043477
307,7840.068000,0.9244785
308,7840.069000,0.9476293
309,7840.070000,0.9493331
310,7840.071000,0.9278291
311,7840.072000,0.9026691
312,7840.073000,0.8679526
313,7840.074000,0.7887822
314,7840.075000,0.7502092
315,7840.076000,0.6708472
316,7840.077000,0.5807582
317,7840.078000,0.5362991
318,7840.079000,0.5134922
319,7840.080000,0.529291
320,7840.081000,0.5889698
321,7840.082000,0.5732376
322,7840.083000,0.6514862
323,7840.084000,0.6620002
324,7840.085000,0.7275674
325,7840.086000,0.7790622
326,7840.087000,0.7323883
327,7840.088000,0.7348534
328,7840.089000,0.7398993
329,7840.090000,0.7429745
330,7840.091000,0.7545422
331,7840.092000,0.7747923
332,7840.093000,0.8062922
333,7840.094000,0.8186383
334,7840.095000,0.8107005
335,7840.096000,0.7891757
336,7840.097000,0.7773408
337,7840.098000,0.7332034
338,7840.099000,0.697657
339,7840.100000,0.6567241
340,7840.101000,0.6215706
341,7840.102000,0.5936484
342,7840.103000,0.5774319
343,7840.104000,0.5749865
344,7840.105000,0.5899979
345,7840.106000,0.6075818
346,7840.107000,0.6290936
347,7840.108000,0.6651676
348,7840.109000,0.7136623
349,7840.110000,0.7145684
350,7840.111000,0.6635358
351,7840.112000,0.6147021
352,7840.113000,0.6371109
353,7840.114000,0.6061686
354,7840.115000,0.6124287
355,7840.116000,0.625785
356,7840.117000,0.6629823
357,7840.118000,0.66795
358,7840.119000,0.6401796
359,7840.120000,0.6105047
360,7840.121000,0.566838
361,7840.122000,0.5462963
362,7840.123000,0.5544394
363,7840.124000,0.5634277
364,7840.125000,0.5834304
365,7840.126000,0.5997313
366,7840.127000,0.6090557
367,7840.128000,0.5987401
368,7840.129000,0.6047614
369,7840.130000,0.6039016
370,7840.131000,0.5983887
371,7840.132000,0.5782031
372,7840.133000,0.5555362
373,7840.134000,0.5504912
374,7840.135000,0.5514691
375,7840.136000,0.5580127
376,7840.137000,0.5617281
377,7840.138000,0.577409
378,7840.139000,0.5420856
379,7840.140000,0.5416243
380,7840.141000,0.5559089
381,7840.142000,0.5535977
382,7840.143000,0.5412009
383,7840.144000,0.533891
384,7840.145000,0.527218
385,7840.146000,0.5200199
386,7840.147000,0.5141982
387,7840.148000,0.5084003
388,7840.149000,0.5030404
389,7840.150000,0.4948529
390,7840.151000,0.4834456
391,7840.152000,0.4907656
392,7840.153000,0.5179507
393,7840.154000,0.5237462
394,7840.155000,0.510698
395,7840.156000,0.5024668
396,7840.157000,0.4914107
397,7840.158000,0.4799175
398,7840.159000,0.4706341
399,7840.160000,0.4602953
400,7840.161000,0.4503937
401,7840.162000,0.4346744
402,7840.163000,0.4424736
403,7840.164000,0.4428225
404,7840.165000,0.4475769
405,7840.166000,0.4606458
406,7840.167000,0.4422216
407,7840.168000,0.4398189
408,7840.169000,0.4372672
409,7840.170000,0.4092501
410,7840.171000,0.4204077
411,7840.172000,0.4118725
412,7840.173000,0.4066001
413,7840.174000,0.404311
414,7840.175000,0.4045165
415,7840.176000,0.3978015
416,7840.177000,0.4062547
417,7840.178000,0.3897702
418,7840.179000,0.3693368
419,7840.180000,0.3675169
420,7840.181000,0.3883604
421,7840.182000,0.3824694
422,7840.183000,0.3543681
423,7840.184000,0.3488886
424,7840.185000,0.3595445
425,7840.186000,0.3562186
426,7840.187000,0.344905
427,7840.188000,0.3394257
428,7840.189000,0.3358685
429,7840.190000,0.3307061
430,7840.191000,0.3255003
431,7840.192000,0.3203861
432,7840.193000,0.3150985
433,7840.194000,0.3106759
434,7840.195000,0.3071837
435,7840.196000,0.2996756
436,7840.197000,0.2879596
437,7840.198000,0.2973161
438,7840.199000,0.2821459
439,7840.200000,0.279747
440,7840.201000,0.2750398
441,7840.202000,0.2697393
442,7840.203000,0.263795
443,7840.204000,0.2604601
444,7840.205000,0.2598286
445,7840.206000,0.2460921
446,7840.207000,0.2482427
447,7840.208000,0.2425138
448,7840.209000,0.2385605
449,7840.210000,0.2334968
450,7840.211000,0.2271937
451,7840.212000,0.2203151
452,7840.213000,0.2124892
453,7840.214000,0.2106192
454,7840.215000,0.2153838
455,7840.216000,0.2124106
456,7840.217000,0.2025285
457,7840.218000,0.1943699
458,7840.219000,0.1852925
459,7840.220000,0.1820152
460,7840.221000,0.1861839
461,7840.222000,0.1771184
462,7840.223000,0.1762327
463,7840.224000,0.1666895
464,7840.225000,0.1532389
465,7840.226000,0.1677583
466,7840.227000,0.1617649
467,7840.228000,0.1362807
468,7840.229000,0.1601696
469,7840.230000,0.1308491
470,7840.231000,0.1453765
471,7840.232000,0.131413
472,7840.233000,0.1112362
473,7840.234000,0.139314
474,7840.235000,0.1203293
475,7840.236000,0.1050306
476,7840.237000,0.1136965
477,7840.238000,0.1025143
478,7840.239000,0.09373403
479,7840.240000,0.09913222
480,7840.241000,0.09109989
481,7840.242000,0.08061261
482,7840.243000,0.08299617
483,7840.244000,0.07380258
484,7840.245000,0.06106692
485,7840.246000,0.06932487
486,7840.247000,0.06524096
487,7840.248000,0.03784249
488,7840.249000,0.08216058
489,7840.250000,0.01490785
490,7840.251000,0.05286539
491,7840.252000,0.03336701
492,7840.253000,0.01622248
493,7840.254000,0.0319983
494,7840.255000,0.0487085
495,7840.256000,-0.01838049
496,7840.257000,0.02894873
497,7840.258000,0.0044328
498,7840.259000,-0.0233098
499,7840.260000,0.02132773
500,7840.261000,-0.01060944
501,7840.262000,-0.02125459
502,7840.263000,-0.01605785
503,7840.264000,-0.02289419
504,7840.265000,-0.0271184
505,7840.266000,-0.03061178
506,7840.267000,-0.03329168
507,7840.268000,-0.03753384
508,7840.269000,-0.05683864
509,7840.270000,-0.03232254
510,7840.271000,-0.05768132
511,7840.272000,-0.05495405
512,7840.273000,-0.04747825
513,7840.274000,-0.0729764
514,7840.275000,-0.06057693
515,7840.276000,-0.06868384
516,7840.277000,-0.07455173
517,7840.278000,-0.07396163
518,7840.279000,-0.0666426
519,7840.280000,-0.09339364
520,7840.281000,-0.08005902
521,7840.282000,-0.08702593
522,7840.283000,-0.08965815
523,7840.284000,-0.09439507
524,7840.285000,-0.1013903
525,7840.286000,-0.09760852
526,7840.287000,-0.08246991
527,7840.288000,-0.1198948
528,7840.289000,-0.1270946
529,7840.290000,-0.08215744
530,7840.291000,-0.1211079
531,7840.292000,-0.1144512
532,7840.293000,-0.116478
533,7840.294000,-0.1198051
534,7840.295000,-0.1245405
535,7840.296000,-0.1224814
536,7840.297000,-0.1132699
537,7840.298000,-0.1371402
538,7840.299000,-0.1492179
539,7840.300000,-0.1100781
540,7840.301000,-0.1410344
541,7840.302000,-0.1405871
542,7840.303000,-0.1351983
543,7840.304000,-0.1455737
544,7840.305000,-0.1398608
545,7840.306000,-0.1460775
546,7840.307000,-0.1559718
547,7840.308000,-0.1404942
548,7840.309000,-0.1549166
549,7840.310000,-0.1536005
550,7840.311000,-0.1548371
551,7840.312000,-0.1571118
552,7840.313000,-0.1578567
553,7840.314000,-0.159547
554,7840.315000,-0.1613887
555,7840.316000,-0.1624368
556,7840.317000,-0.1627182
557,7840.318000,-0.1649499
558,7840.319000,-0.1691254
559,7840.320000,-0.1657339
560,7840.321000,-0.1545563
561,7840.322000,-0.1806148
562,7840.323000,-0.1755558
563,7840.324000,-0.1594346
564,7840.325000,-0.1726544
565,7840.326000,-0.1737335
566,7840.327000,-0.1720454
567,7840.328000,-0.1725598
568,7840.329000,-0.1713467
569,7840.330000,-0.1731662
570,7840.331000,-0.1971707
571,7840.332000,-0.1561309
572,7840.333000,-0.1855597
573,7840.334000,-0.1834577
574,7840.335000,-0.1701542
575,7840.336000,-0.1926553
576,7840.337000,-0.172369
577,7840.338000,-0.1853126
578,7840.339000,-0.2086185
579,7840.340000,-0.1601392
580,7840.341000,-0.183192
581,7840.342000,-0.1931051
582,7840.343000,-0.2149731
583,7840.344000,-0.1599087
584,7840.345000,-0.1994736
585,7840.346000,-0.195671
586,7840.347000,-0.1793996
587,7840.348000,-0.2056715
588,7840.349000,-0.1894837
589,7840.350000,-0.1943186
590,7840.351000,-0.1950956
591,7840.352000,-0.1958808
592,7840.353000,-0.1966998
593,7840.354000,-0.1974823
594,7840.355000,-0.1982234
595,7840.356000,-0.1989711
596,7840.357000,-0.1997091
597,7840.358000,-0.2003984
598,7840.359000,-0.201039
599,7840.360000,-0.2008388
600,7840.361000,-0.1997048
601,7840.362000,-0.2019493
602,7840.363000,-0.2041644
603,7840.364000,-0.1974679
604,7840.365000,-0.2015042
605,7840.366000,-0.201392
606,7840.367000,-0.2041531
607,7840.368000,-0.1989635
608,7840.369000,-0.1854396
609,7840.370000,-0.2115795
610,7840.371000,-0.2073926
611,7840.372000,-0.1834243
612,7840.373000,-0.2016382
613,7840.374000,-0.196319
614,7840.375000,-0.1957831
615,7840.376000,-0.1952791
616,7840.377000,-0.1948694
617,7840.378000,-0.1945077
618,7840.379000,-0.1941936
619,7840.380000,-0.1948128
620,7840.381000,-0.1964459
621,7840.382000,-0.1938827
622,7840.383000,-0.1868812
623,7840.384000,-0.1981815
624,7840.385000,-0.1913296
625,7840.386000,-0.1914724
626,7840.387000,-0.1905034
627,7840.388000,-0.1937284
628,7840.389000,-0.2024525
629,7840.390000,-0.1849714
630,7840.391000,-0.1912525
631,7840.392000,-0.1819461
632,7840.393000,-0.1706197
633,7840.394000,-0.1768935
634,7840.395000,-0.2017766
635,7840.396000,-0.1810748
636,7840.397000,-0.1704894
637,7840.398000,-0.1614594
638,7840.399000,-0.1668967
639,7840.400000,-0.1635859
640,7840.401000,-0.1566597
641,7840.402000,-0.1537666
642,7840.403000,-0.1526979
643,7840.404000,-0.1402161
644,7840.405000,-0.1417595
645,7840.406000,-0.1364813
646,7840.407000,-0.1329261
647,7840.408000,-0.1482351
648,7840.409000,-0.1516843
649,7840.410000,-0.1550303
650,7840.411000,-0.1471652
651,7840.412000,-0.1945076
652,7840.413000,-0.1832499
653,7840.414000,-0.198147
654,7840.415000,-0.2011498
655,7840.416000,-0.2076252
656,7840.417000,-0.2048188
657,7840.418000,-0.2063154
658,7840.419000,-0.208803
659,7840.420000,-0.2131747
660,7840.421000,-0.2208602
661,7840.422000,-0.1997016
662,7840.423000,-0.1904894
663,7840.424000,-0.1850165
664,7840.425000,-0.1949613
665,7840.426000,-0.1697814
666,7840.427000,-0.1105076
667,7840.428000,-0.09572067
668,7840.429000,-0.08806756
669,7840.430000,-0.07629918
670,7840.431000,-0.06006207
671,7840.432000,-0.06078111
672,7840.433000,-0.07558406
673,7840.434000,-0.08746251
674,7840.435000,-0.09902601
675,7840.436000,-0.1196094
676,7840.437000,-0.146755
677,7840.438000,-0.1616024
678,7840.439000,-0.163549
679,7840.440000,-0.1604061
680,7840.441000,-0.1472264
681,7840.442000,-0.1375998
682,7840.443000,-0.1322687
683,7840.444000,-0.1185113
684,7840.445000,-0.09902903
685,7840.446000,-0.09294027
686,7840.447000,-0.1002163
687,7840.448000,-0.07625581
688,7840.449000,-0.1021341
689,7840.450000,-0.09616608
690,7840.451000,-0.08366094
691,7840.452000,-0.1103393
692,7840.453000,-0.09938156
693,7840.454000,-0.09859356
694,7840.455000,-0.09848499
695,7840.456000,-0.09984352
696,7840.457000,-0.1000914
697,7840.458000,-0.08355221
698,7840.459000,-0.09403038
699,7840.460000,-0.08665884
700,7840.461000,-0.0772829
701,7840.462000,-0.08974422
702,7840.463000,-0.07692578
703,7840.464000,-0.07749142
704,7840.465000,-0.07597049
705,7840.466000,-0.07395727
706,7840.467000,-0.07147966
707,7840.468000,-0.068936
708,7840.469000,-0.06611919
709,7840.470000,-0.0639488
710,7840.471000,-0.06251448
711,7840.472000,-0.05774943
712,7840.473000,-0.0565453
713,7840.474000,-0.05382888
714,7840.475000,-0.05187094
715,7840.476000,-0.04851735
716,7840.477000,-0.04373388
717,7840.478000,-0.04732954
718,7840.479000,-0.03035375
719,7840.480000,-0.04685099
720,7840.481000,-0.02771101
721,7840.482000,-0.03351297
722,7840.483000,-0.02737188
723,7840.484000,-0.01276982
724,7840.485000,0.0171439
725,7840.486000,-0.0286277
726,7840.487000,-0.01617437
727,7840.488000,-0.02595798
728,7840.489000,-0.01511835
729,7840.490000,-0.01900824
730,7840.491000,-0.03325042
731,7840.492000,-0.0424923
732,7840.493000,-0.05061017
733,7840.494000,-0.05016182
734,7840.495000,-0.03807999
735,7840.496000,-0.003334551
736,7840.497000,0.03313707
737,7840.498000,0.06016121
738,7840.499000,0.1037552
739,7840.500000,0.1511812
740,7840.501000,0.2118664
741,7840.502000,0.1966854
742,7840.503000,0.1326528
743,7840.504000,0.08049084
744,7840.505000,-0.07882874
745,7840.506000,-0.1291631
746,7840.507000,-0.09786088
747,7840.508000,-0.05585493
748,7840.509000,0.03422305
749,7840.510000,0.1146164
750,7840.511000,0.1795212
751,7840.512000,0.2446266
752,7840.513000,0.2937422
753,7840.514000,0.3295973
754,7840.515000,0.347376
755,7840.516000,0.3276758
756,7840.517000,0.2657746
757,7840.518000,0.2401584
758,7840.519000,0.2505443
759,7840.520000,0.1886881
760,7840.521000,0.08929716
761,7840.522000,0.02321012
762,7840.523000,-0.01288799
763,7840.524000,-0.0337958
764,7840.525000,-0.0214436
765,7840.526000,-0.009702367
766,7840.527000,-0.04399242
767,7840.528000,-0.04075519
768,7840.529000,-0.02597251
769,7840.530000,0.04785352
770,7840.531000,0.1921624
771,7840.532000,0.3064332
772,7840.533000,0.3989825
773,7840.534000,0.4367685
774,7840.535000,0.3326899
775,7840.536000,0.2415969
776,7840.537000,0.1208581
777,7840.538000,0.05068094
778,7840.539000,0.05447238
779,7840.540000,0.106206
780,7840.541000,0.1825863
781,7840.542000,0.2251546
782,7840.543000,0.2083777
783,7840.544000,0.2149174
784,7840.545000,0.2212371
785,7840.546000,0.2303596
786,7840.547000,0.2599273
787,7840.548000,0.2644083
788,7840.549000,0.22717
789,7840.550000,0.2141606
790,7840.551000,0.2107117
791,7840.552000,0.1884802
792,7840.553000,0.1604571
793,7840.554000,0.1433955
794,7840.555000,0.1377974
795,7840.556000,0.1296488
796,7840.557000,0.123094
797,7840.558000,0.1643416
798,7840.559000,0.1943261
799,7840.560000,0.2443398
800,7840.561000,0.29708
801,7840.562000,0.3048289
802,7840.563000,0.2947505
803,7840.564000,0.2097343
804,7840.565000,0.1714142
805,7840.566000,0.1905083
806,7840.567000,0.1710287
807,7840.568000,0.1481913
808,7840.569000,0.1955626
809,7840.570000,0.2156273
810,7840.571000,0.2457765
811,7840.572000,0.2402291
812,7840.573000,0.191606
813,7840.574000,0.1816505
814,7840.575000,0.2034357
815,7840.576000,0.2094361
816,7840.577000,0.2134177
817,7840.578000,0.200138
818,7840.579000,0.2128045
819,7840.580000,0.2081083
820,7840.581000,0.2025884
821,7840.582000,0.2177323
822,7840.583000,0.1963071
823,7840.584000,0.2135403
824,7840.585000,0.180591
825,7840.586000,0.1787921
826,7840.587000,0.1989716
827,7840.588000,0.1831734
828,7840.589000,0.194563
829,7840.590000,0.218029
830,7840.591000,0.1986382
831,7840.592000,0.2006351
832,7840.593000,0.1940266
833,7840.594000,0.1927047
834,7840.595000,0.1965019
835,7840.596000,0.1956221
836,7840.597000,0.1914818
837,7840.598000,0.2054221
838,7840.599000,0.1911315
839,7840.600000,0.1881503
840,7840.601000,0.1801922
841,7840.602000,0.1882354
842,7840.603000,0.2141202
843,7840.604000,0.1997963
844,7840.605000,0.1604153
845,7840.606000,0.2087925
846,7840.607000,0.198246
847,7840.608000,0.1790571
848,7840.609000,0.1754654
849,7840.610000,0.2089235
850,7840.611000,0.1810229
851,7840.612000,0.1851127
852,7840.613000,0.188904
853,7840.614000,0.1796148
854,7840.615000,0.192339
855,7840.616000,0.1885016
856,7840.617000,0.1790737
857,7840.618000,0.1832028
858,7840.619000,0.1798242
859,7840.620000,0.1801329
860,7840.621000,0.1791469
861,7840.622000,0.1751548
862,7840.623000,0.167313
863,7840.624000,0.1789284
864,7840.625000,0.1829395
865,7840.626000,0.1575822
866,7840.627000,0.170659
867,7840.628000,0.1615747
868,7840.629000,0.1554072
869,7840.630000,0.1565981
870,7840.631000,0.1660148
871,7840.632000,0.163682
872,7840.633000,0.150439
873,7840.634000,0.1468176
874,7840.635000,0.1498419
875,7840.636000,0.1479459
876,7840.637000,0.1440445
877,7840.638000,0.1424921
878,7840.639000,0.1420157
879,7840.640000,0.1351406
880,7840.641000,0.1350103
881,7840.642000,0.1325829
882,7840.643000,0.1322674
883,7840.644000,0.1262565
884,7840.645000,0.1143273
885,7840.646000,0.1320709
886,7840.647000,0.1154858
887,7840.648000,0.1165792
888,7840.649000,0.1141836
889,7840.650000,0.1138643
890,7840.651000,0.1157778
891,7840.652000,0.1078975
892,7840.653000,0.08966333
893,7840.654000,0.122231
894,7840.655000,0.1189917
895,7840.656000,0.08406508
896,7840.657000,0.09957814
897,7840.658000,0.1081148
898,7840.659000,0.1026613
899,7840.660000,0.08990506
900,7840.661000,0.1068218
901,7840.662000,0.08735586
902,7840.663000,0.1073603
903,7840.664000,0.08482331
904,7840.665000,0.09395681
905,7840.666000,0.09261385
906,7840.667000,0.09924699
907,7840.668000,0.08154356
908,7840.669000,0.08771592
909,7840.670000,0.09159623
910,7840.671000,0.08545332
911,7840.672000,0.08598889
912,7840.673000,0.08538411
913,7840.674000,0.08476758
914,7840.675000,0.08412945
915,7840.676000,0.08359712
916,7840.677000,0.08313526
917,7840.678000,0.08243176
918,7840.679000,0.08146951
919,7840.680000,0.08162532
920,7840.681000,0.08294162
921,7840.682000,0.07945736
922,7840.683000,0.07096898
923,7840.684000,0.08581788
924,7840.685000,0.07023547
925,7840.686000,0.07182132
926,7840.687000,0.1062605
927,7840.688000,0.03922949
928,7840.689000,0.09123176
929,7840.690000,0.06345919
930,7840.691000,0.08491684
931,7840.692000,0.06063953
932,7840.693000,0.07504743
933,7840.694000,0.06864813
934,7840.695000,0.06691875
935,7840.696000,0.06800698
936,7840.697000,0.07343466
937,7840.698000,0.05982722
938,7840.699000,0.06292999
939,7840.700000,0.07720246
940,7840.701000,0.07031658
941,7840.702000,0.06979334
942,7840.703000,0.06011639
943,7840.704000,0.05792814
944,7840.705000,0.06918296
945,7840.706000,0.07000748
946,7840.707000,0.065299
947,7840.708000,0.06482666
948,7840.709000,0.06596062
949,7840.710000,0.06558748
950,7840.711000,0.06485518
951,7840.712000,0.06398766
952,7840.713000,0.06266753
953,7840.714000,0.06268933
954,7840.715000,0.06417236
955,7840.716000,0.0586778
956,7840.717000,0.04589422
957,7840.718000,0.06708363
958,7840.719000,0.06009753
959,7840.720000,0.04257004
960,7840.721000,0.05816955
961,7840.722000,0.04838273
962,7840.723000,0.04617755
963,7840.724000,0.05242903
964,7840.725000,0.02301335
965,7840.726000,0.05812186
966,7840.727000,0.04411803
967,7840.728000,0.02491845
968,7840.729000,0.03847656
969,7840.730000,0.0323846
970,7840.731000,0.02999621
971,7840.732000,0.02775777
972,7840.733000,0.02565659
973,7840.734000,0.02343696
974,7840.735000,0.02114137
975,7840.736000,0.01950501
976,7840.737000,0.002937582
977,7840.738000,0.02422385
978,7840.739000,0.01109034
979,7840.740000,0.003536337
980,7840.741000,-0.02143991
981,7840.742000,0.02358014
982,7840.743000,-0.002440396
983,7840.744000,-0.009447163
984,7840.745000,0.001839009
985,7840.746000,-0.002074288
986,7840.747000,-0.006252077
987,7840.748000,-0.01329006
988,7840.749000,-0.02437287
989,7840.750000,-0.01124147
990,7840.751000,0.02400181
991,7840.752000,-0.002561561
992,7840.753000,-0.01463961
993,7840.754000,-0.006419971
994,7840.755000,0.003033319
