#HEADER
#TITLES
 , ,D-Z1Q
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
242,7723.705000,15.93807
243,7723.706000,15.93799
244,7723.707000,15.94106
245,7723.708000,15.92726
246,7723.709000,15.92662
247,7723.710000,15.93022
248,7723.711000,15.94866
249,7723.712000,15.89951
250,7723.713000,15.9268
251,7723.714000,15.92073
252,7723.715000,15.92948
253,7723.716000,15.90477
254,7723.717000,15.89254
255,7723.718000,15.92984
256,7723.719000,15.91295
257,7723.720000,15.89592
258,7723.721000,15.91317
259,7723.722000,15.91023
260,7723.723000,15.91153
261,7723.724000,15.91407
262,7723.725000,15.91776
263,7723.726000,15.91385
264,7723.727000,15.90167
265,7723.728000,15.89974
266,7723.729000,15.90712
267,7723.730000,15.8463
268,7723.731000,15.86423
269,7723.732000,15.83746
270,7723.733000,15.81526
271,7723.734000,15.81448
272,7723.735000,15.83705
273,7723.736000,15.88211
274,7723.737000,16.01494
275,7723.738000,15.91521
276,7723.739000,15.92878
277,7723.740000,15.95622
278,7723.741000,15.8468
279,7723.742000,15.81746
280,7723.743000,15.83639
281,7723.744000,15.84078
282,7723.745000,15.85804
283,7723.746000,15.85836
284,7723.747000,15.83522
285,7723.748000,15.81485
286,7723.749000,15.78911
287,7723.750000,15.78755
288,7723.751000,15.81565
289,7723.752000,15.8531
290,7723.753000,15.90887
291,7723.754000,15.92611
292,7723.755000,15.89865
293,7723.756000,15.86657
294,7723.757000,15.80427
295,7723.758000,15.77791
296,7723.759000,15.79067
297,7723.760000,15.79953
298,7723.761000,15.81929
299,7723.762000,15.83662
300,7723.763000,15.84665
301,7723.764000,15.79651
302,7723.765000,15.80387
303,7723.766000,15.82034
304,7723.767000,15.80181
305,7723.768000,15.80531
306,7723.769000,15.80337
307,7723.770000,15.80087
308,7723.771000,15.79661
309,7723.772000,15.79003
310,7723.773000,15.78049
311,7723.774000,15.78592
312,7723.775000,15.80759
313,7723.776000,15.77573
314,7723.777000,15.79478
315,7723.778000,15.79584
316,7723.779000,15.81184
317,7723.780000,15.67383
318,7723.781000,15.79761
319,7723.782000,15.78127
320,7723.783000,15.77468
321,7723.784000,15.77061
322,7723.785000,15.76009
323,7723.786000,15.75593
324,7723.787000,15.75919
325,7723.788000,15.75789
326,7723.789000,15.75456
327,7723.790000,15.75279
328,7723.791000,15.75108
329,7723.792000,15.74918
330,7723.793000,15.74735
331,7723.794000,15.74539
332,7723.795000,15.74329
333,7723.796000,15.74302
334,7723.797000,15.74474
335,7723.798000,15.73871
336,7723.799000,15.72458
337,7723.800000,15.75098
338,7723.801000,15.72973
339,7723.802000,15.73296
340,7723.803000,15.73143
341,7723.804000,15.7299
342,7723.805000,15.72837
343,7723.806000,15.72693
344,7723.807000,15.72559
345,7723.808000,15.7243
346,7723.809000,15.72309
347,7723.810000,15.72189
348,7723.811000,15.7207
349,7723.812000,15.71956
350,7723.813000,15.71849
351,7723.814000,15.71777
352,7723.815000,15.71746
353,7723.816000,15.71403
354,7723.817000,15.70721
355,7723.818000,15.71607
356,7723.819000,15.74143
357,7723.820000,15.67965
358,7723.821000,15.67035
359,7723.822000,15.7311
360,7723.823000,15.79885
361,7723.824000,15.61227
362,7723.825000,15.69277
363,7723.826000,15.76673
364,7723.827000,15.69734
365,7723.828000,15.68573
366,7723.829000,15.62174
367,7723.830000,15.78182
368,7723.831000,15.7355
369,7723.832000,15.62753
370,7723.833000,15.71983
371,7723.834000,15.69667
372,7723.835000,15.69577
373,7723.836000,15.69518
374,7723.837000,15.69462
375,7723.838000,15.69404
376,7723.839000,15.69347
377,7723.840000,15.69292
378,7723.841000,15.69237
379,7723.842000,15.69187
380,7723.843000,15.69145
381,7723.844000,15.69104
382,7723.845000,15.69067
383,7723.846000,15.69023
384,7723.847000,15.68971
385,7723.848000,15.68916
386,7723.849000,15.68856
387,7723.850000,15.68789
388,7723.851000,15.68717
389,7723.852000,15.68681
390,7723.853000,15.68683
391,7723.854000,15.68513
392,7723.855000,15.6816
393,7723.856000,15.68741
394,7723.857000,15.68226
395,7723.858000,15.6827
396,7723.859000,15.68199
397,7723.860000,15.68128
398,7723.861000,15.68054
399,7723.862000,15.67985
400,7723.863000,15.67921
401,7723.864000,15.67923
402,7723.865000,15.68001
403,7723.866000,15.67544
404,7723.867000,15.6651
405,7723.868000,15.67792
406,7723.869000,15.71492
407,7723.870000,15.63013
408,7723.871000,15.68757
409,7723.872000,15.67525
410,7723.873000,15.68102
411,7723.874000,15.67054
412,7723.875000,15.64301
413,7723.876000,15.69903
414,7723.877000,15.68503
415,7723.878000,15.64643
416,7723.879000,15.67574
417,7723.880000,15.66448
418,7723.881000,15.65995
419,7723.882000,15.66141
420,7723.883000,15.66957
421,7723.884000,15.68072
422,7723.885000,15.69686
423,7723.886000,15.682
424,7723.887000,15.63257
425,7723.888000,15.63313
426,7723.889000,15.68035
427,7723.890000,15.6866
428,7723.891000,15.66453
429,7723.892000,15.66249
430,7723.893000,15.66791
431,7723.894000,15.66748
432,7723.895000,15.66682
433,7723.896000,15.66699
434,7723.897000,15.66697
435,7723.898000,15.66715
436,7723.899000,15.66758
437,7723.900000,15.66645
438,7723.901000,15.66368
439,7723.902000,15.66754
440,7723.903000,15.67832
441,7723.904000,15.65435
442,7723.905000,15.67062
443,7723.906000,15.66858
444,7723.907000,15.6733
445,7723.908000,15.66736
446,7723.909000,15.65029
447,7723.910000,15.68899
448,7723.911000,15.66054
449,7723.912000,15.66885
450,7723.913000,15.67328
451,7723.914000,15.66334
452,7723.915000,15.67029
453,7723.916000,15.66851
454,7723.917000,15.66838
455,7723.918000,15.66826
456,7723.919000,15.66814
457,7723.920000,15.66781
458,7723.921000,15.66725
459,7723.922000,15.66839
460,7723.923000,15.67138
461,7723.924000,15.6663
462,7723.925000,15.65275
463,7723.926000,15.68058
464,7723.927000,15.66897
465,7723.928000,15.65829
466,7723.929000,15.66856
467,7723.930000,15.66583
468,7723.931000,15.66563
469,7723.932000,15.66546
470,7723.933000,15.6653
471,7723.934000,15.66509
472,7723.935000,15.66483
473,7723.936000,15.66455
474,7723.937000,15.66422
475,7723.938000,15.6639
476,7723.939000,15.6636
477,7723.940000,15.66327
478,7723.941000,15.66292
479,7723.942000,15.66241
480,7723.943000,15.66172
481,7723.944000,15.66363
482,7723.945000,15.66839
483,7723.946000,15.65992
484,7723.947000,15.63749
485,7723.948000,15.68253
486,7723.949000,15.69334
487,7723.950000,15.63036
488,7723.951000,15.6442
489,7723.952000,15.6961
490,7723.953000,15.65291
491,7723.954000,15.66376
492,7723.955000,15.66412
493,7723.956000,15.66451
494,7723.957000,15.66494
495,7723.958000,15.66534
496,7723.959000,15.66567
497,7723.960000,15.666
498,7723.961000,15.66631
499,7723.962000,15.66663
500,7723.963000,15.66697
501,7723.964000,15.66728
502,7723.965000,15.66757
503,7723.966000,15.66794
504,7723.967000,15.66837
505,7723.968000,15.66883
506,7723.969000,15.66935
507,7723.970000,15.66986
508,7723.971000,15.67035
509,7723.972000,15.67089
510,7723.973000,15.67145
511,7723.974000,15.67168
512,7723.975000,15.67157
513,7723.976000,15.67144
514,7723.977000,15.67124
515,7723.978000,15.67017
516,7723.979000,15.6682
517,7723.980000,15.6701
518,7723.981000,15.66692
519,7723.982000,15.66623
520,7723.983000,15.66502
521,7723.984000,15.66371
522,7723.985000,15.66235
523,7723.986000,15.66075
524,7723.987000,15.6589
525,7723.988000,15.65693
526,7723.989000,15.65478
527,7723.990000,15.65355
528,7723.991000,15.65336
529,7723.992000,15.6521
530,7723.993000,15.64996
531,7723.994000,15.65413
532,7723.995000,15.66487
533,7723.996000,15.64384
534,7723.997000,15.6614
535,7723.998000,15.65925
536,7723.999000,15.66074
537,7724.000000,15.66235
538,7724.001000,15.66391
539,7724.002000,15.66597
540,7724.003000,15.66858
541,7724.004000,15.67134
542,7724.005000,15.67438
543,7724.006000,15.67683
544,7724.007000,15.67859
545,7724.008000,15.68015
546,7724.009000,15.68126
547,7724.010000,15.68254
548,7724.011000,15.68406
549,7724.012000,15.68329
550,7724.013000,15.68018
551,7724.014000,15.68607
552,7724.015000,15.70141
553,7724.016000,15.66944
554,7724.017000,15.68037
555,7724.018000,15.69179
556,7724.019000,15.73485
557,7724.020000,15.64379
558,7724.021000,15.69321
559,7724.022000,15.70774
560,7724.023000,15.69095
561,7724.024000,15.69583
562,7724.025000,15.69326
563,7724.026000,15.70581
564,7724.027000,15.70093
565,7724.028000,15.7054
566,7724.029000,15.70841
567,7724.030000,15.71148
568,7724.031000,15.71462
569,7724.032000,15.71605
570,7724.033000,15.7155
571,7724.034000,15.72285
572,7724.035000,15.73849
573,7724.036000,15.71371
574,7724.037000,15.73584
575,7724.038000,15.73594
576,7724.039000,15.74307
577,7724.040000,15.73438
578,7724.041000,15.70877
579,7724.042000,15.75962
580,7724.043000,15.75611
581,7724.044000,15.70322
582,7724.045000,15.74243
583,7724.046000,15.72746
584,7724.047000,15.71934
585,7724.048000,15.72195
586,7724.049000,15.77174
587,7724.050000,15.67082
588,7724.051000,15.71718
589,7724.052000,15.72793
590,7724.053000,15.70229
591,7724.054000,15.70224
592,7724.055000,15.69865
593,7724.056000,15.69423
594,7724.057000,15.69002
595,7724.058000,15.68558
596,7724.059000,15.68089
597,7724.060000,15.67627
598,7724.061000,15.67164
599,7724.062000,15.66634
600,7724.063000,15.66034
601,7724.064000,15.65392
602,7724.065000,15.64693
603,7724.066000,15.63984
604,7724.067000,15.63268
605,7724.068000,15.62506
606,7724.069000,15.6171
607,7724.070000,15.61348
608,7724.071000,15.61465
609,7724.072000,15.61767
610,7724.073000,15.62379
611,7724.074000,15.63525
612,7724.075000,15.6522
613,7724.076000,15.65268
614,7724.077000,15.66441
615,7724.078000,15.70572
616,7724.079000,15.70555
617,7724.080000,15.72577
618,7724.081000,15.73864
619,7724.082000,15.77064
620,7724.083000,15.82276
621,7724.084000,15.79602
622,7724.085000,15.84358
623,7724.086000,15.89356
624,7724.087000,15.87813
625,7724.088000,15.8907
626,7724.089000,15.88907
627,7724.090000,15.88561
628,7724.091000,15.88064
629,7724.092000,15.86957
630,7724.093000,15.85365
631,7724.094000,15.83461
632,7724.095000,15.81207
633,7724.096000,15.81878
634,7724.097000,15.79073
635,7724.098000,15.77496
636,7724.099000,15.74898
637,7724.100000,15.72204
638,7724.101000,15.69254
639,7724.102000,15.6675
640,7724.103000,15.6483
641,7724.104000,15.6519
642,7724.105000,15.68273
643,7724.106000,15.61621
644,7724.107000,15.65342
645,7724.108000,15.67461
646,7724.109000,15.66406
647,7724.110000,15.69532
648,7724.111000,15.68956
649,7724.112000,15.69809
650,7724.113000,15.70117
651,7724.114000,15.70952
652,7724.115000,15.72376
653,7724.116000,15.73722
654,7724.117000,15.75167
655,7724.118000,15.7673
656,7724.119000,15.78329
657,7724.120000,15.77402
658,7724.121000,15.73652
659,7724.122000,15.82262
660,7724.123000,15.75829
661,7724.124000,15.77316
662,7724.125000,15.77707
663,7724.126000,15.75088
664,7724.127000,15.74472
665,7724.128000,15.77898
666,7724.129000,15.75333
667,7724.130000,15.76433
668,7724.131000,15.77273
669,7724.132000,15.75248
670,7724.133000,15.701
671,7724.134000,15.80005
672,7724.135000,15.77687
673,7724.136000,15.70603
674,7724.137000,15.76631
675,7724.138000,15.75262
676,7724.139000,15.75418
677,7724.140000,15.75666
678,7724.141000,15.76012
679,7724.142000,15.7623
680,7724.143000,15.76308
681,7724.144000,15.76359
682,7724.145000,15.76322
683,7724.146000,15.76415
684,7724.147000,15.76655
685,7724.148000,15.76389
686,7724.149000,15.75619
687,7724.150000,15.76954
688,7724.151000,15.79098
689,7724.152000,15.7394
690,7724.153000,15.77834
691,7724.154000,15.76784
692,7724.155000,15.76338
693,7724.156000,15.76989
694,7724.157000,15.78775
695,7724.158000,15.74879
696,7724.159000,15.78225
697,7724.160000,15.77006
698,7724.161000,15.75465
699,7724.162000,15.79081
700,7724.163000,15.76476
701,7724.164000,15.77316
702,7724.165000,15.7784
703,7724.166000,15.76867
704,7724.167000,15.77654
705,7724.168000,15.7754
706,7724.169000,15.77603
707,7724.170000,15.77655
708,7724.171000,15.77696
709,7724.172000,15.77885
710,7724.173000,15.78236
711,7724.174000,15.77867
712,7724.175000,15.7674
713,7724.176000,15.79443
714,7724.177000,15.79404
715,7724.178000,15.77435
716,7724.179000,15.75911
717,7724.180000,15.81677
718,7724.181000,15.77599
719,7724.182000,15.78763
720,7724.183000,15.7898
721,7724.184000,15.78934
722,7724.185000,15.78612
723,7724.186000,15.7968
724,7724.187000,15.78946
725,7724.188000,15.79194
726,7724.189000,15.79356
727,7724.190000,15.78837
728,7724.191000,15.8386
729,7724.192000,15.76424
730,7724.193000,15.77172
731,7724.194000,15.83953
732,7724.195000,15.8
733,7724.196000,15.79018
734,7724.197000,15.80798
735,7724.198000,15.8052
736,7724.199000,15.80643
737,7724.200000,15.80765
738,7724.201000,15.80887
739,7724.202000,15.8101
740,7724.203000,15.81134
741,7724.204000,15.81293
742,7724.205000,15.81488
743,7724.206000,15.81409
744,7724.207000,15.81035
745,7724.208000,15.81853
746,7724.209000,15.83915
747,7724.210000,15.79687
748,7724.211000,15.82756
749,7724.212000,15.82425
750,7724.213000,15.83234
751,7724.214000,15.8237
752,7724.215000,15.79754
753,7724.216000,15.85803
754,7724.217000,15.83257
755,7724.218000,15.81792
756,7724.219000,15.83441
757,7724.220000,15.83693
758,7724.221000,15.83499
759,7724.222000,15.83697
760,7724.223000,15.83744
761,7724.224000,15.84061
762,7724.225000,15.8466
763,7724.226000,15.83804
764,7724.227000,15.84373
765,7724.228000,15.84704
766,7724.229000,15.85783
767,7724.230000,15.83901
768,7724.231000,15.85492
769,7724.232000,15.85298
770,7724.233000,15.85451
771,7724.234000,15.85603
772,7724.235000,15.85755
773,7724.236000,15.85893
774,7724.237000,15.86016
775,7724.238000,15.86235
776,7724.239000,15.86556
777,7724.240000,15.86473
778,7724.241000,15.85969
779,7724.242000,15.87583
780,7724.243000,15.86703
781,7724.244000,15.87101
782,7724.245000,15.87247
783,7724.246000,15.87396
784,7724.247000,15.87547
785,7724.248000,15.87699
786,7724.249000,15.87851
787,7724.250000,15.88004
788,7724.251000,15.88157
789,7724.252000,15.88312
790,7724.253000,15.88467
791,7724.254000,15.8862
792,7724.255000,15.88772
793,7724.256000,15.88923
794,7724.257000,15.89073
795,7724.258000,15.89224
796,7724.259000,15.89374
797,7724.260000,15.89524
798,7724.261000,15.89674
799,7724.262000,15.89827
800,7724.263000,15.89985
801,7724.264000,15.90146
802,7724.265000,15.90311
803,7724.266000,15.90476
804,7724.267000,15.90642
805,7724.268000,15.90811
806,7724.269000,15.90983
807,7724.270000,15.91154
808,7724.271000,15.91327
809,7724.272000,15.9149
810,7724.273000,15.91641
811,7724.274000,15.91882
812,7724.275000,15.92219
813,7724.276000,15.92184
814,7724.277000,15.9176
815,7724.278000,15.93297
816,7724.279000,15.92525
817,7724.280000,15.92936
818,7724.281000,15.93115
819,7724.282000,15.93316
820,7724.283000,15.93544
821,7724.284000,15.93588
822,7724.285000,15.93436
823,7724.286000,15.94072
824,7724.287000,15.95531
825,7724.288000,15.9287
826,7724.289000,15.95057
827,7724.290000,15.94757
828,7724.291000,15.94943
829,7724.292000,15.95132
830,7724.293000,15.9532
831,7724.294000,15.95501
832,7724.295000,15.95671
833,7724.296000,15.95883
834,7724.297000,15.96139
835,7724.298000,15.95991
836,7724.299000,15.95408
837,7724.300000,15.9661
838,7724.301000,15.99681
839,7724.302000,15.93458
840,7724.303000,15.96987
841,7724.304000,15.98003
842,7724.305000,15.96786
843,7724.306000,15.97239
844,7724.307000,15.97356
845,7724.308000,15.97436
846,7724.309000,15.97475
847,7724.310000,15.97779
848,7724.311000,15.98366
849,7724.312000,15.97825
850,7724.313000,15.96108
851,7724.314000,16.00321
852,7724.315000,15.97593
853,7724.316000,15.98299
854,7724.317000,15.98157
855,7724.318000,15.986
856,7724.319000,15.99656
857,7724.320000,15.97597
858,7724.321000,15.99188
859,7724.322000,15.98902
860,7724.323000,15.98982
861,7724.324000,15.99058
862,7724.325000,15.9913
863,7724.326000,15.99164
864,7724.327000,15.99155
865,7724.328000,15.99533
866,7724.329000,16.0033
867,7724.330000,15.9922
868,7724.331000,15.96101
869,7724.332000,16.02681
870,7724.333000,16.02662
871,7724.334000,15.96125
872,7724.335000,15.98968
873,7724.336000,16.02337
874,7724.337000,15.99272
875,7724.338000,16.0012
876,7724.339000,16.00222
877,7724.340000,16.00183
878,7724.341000,15.99996
879,7724.342000,16.00457
880,7724.343000,16.01597
881,7724.344000,15.9939
882,7724.345000,15.9992
883,7724.346000,16.01619
884,7724.347000,16.00651
885,7724.348000,16.00591
886,7724.349000,15.99457
887,7724.350000,16.02114
888,7724.351000,16.00376
889,7724.352000,16.00618
890,7724.353000,16.00101
891,7724.354000,16.01175
892,7724.355000,16.03933
893,7724.356000,15.9861
894,7724.357000,15.95844
895,7724.358000,16.05842
896,7724.359000,16.04274
897,7724.360000,15.95477
898,7724.361000,16.02511
899,7724.362000,16.01324
900,7724.363000,16.01152
901,7724.364000,16.00971
902,7724.365000,16.00252
903,7724.366000,16.01091
904,7724.367000,16.03541
905,7724.368000,15.97413
906,7724.369000,16.07537
907,7724.370000,15.96121
908,7724.371000,15.99809
909,7724.372000,16.03141
910,7724.373000,16.07115
911,7724.374000,15.94754
912,7724.375000,16.02659
913,7724.376000,16.02605
914,7724.377000,16.01118
915,7724.378000,16.01661
916,7724.379000,16.02073
917,7724.380000,16.01579
918,7724.381000,16.0014
919,7724.382000,16.03494
920,7724.383000,16.01322
921,7724.384000,16.01588
922,7724.385000,16.00837
923,7724.386000,16.01961
924,7724.387000,16.05554
925,7724.388000,15.98127
926,7724.389000,16.0187
927,7724.390000,16.03398
928,7724.391000,16.01543
929,7724.392000,16.01983
930,7724.393000,16.0202
931,7724.394000,16.02022
932,7724.395000,16.0203
933,7724.396000,16.02034
934,7724.397000,16.02035
935,7724.398000,16.0202
936,7724.399000,16.01989
937,7724.400000,16.0211
938,7724.401000,16.02399
939,7724.402000,16.01633
940,7724.403000,16.00464
941,7724.404000,16.02269
942,7724.405000,16.06923
943,7724.406000,15.96213
944,7724.407000,16.03629
945,7724.408000,16.02024
946,7724.409000,16.02586
947,7724.410000,16.0164
948,7724.411000,15.99108
949,7724.412000,16.04162
950,7724.413000,16.03615
951,7724.414000,15.98884
952,7724.415000,16.02632
953,7724.416000,16.01759
954,7724.417000,16.01931
955,7724.418000,16.01617
956,7724.419000,16.00797
957,7724.420000,16.02468
958,7724.421000,16.01085
959,7724.422000,16.01669
960,7724.423000,16.02413
961,7724.424000,16.01275
962,7724.425000,15.9817
963,7724.426000,16.05129
964,7724.427000,16.01234
965,7724.428000,16.01122
966,7724.429000,15.97742
967,7724.430000,16.04971
968,7724.431000,16.02836
969,7724.432000,15.99221
970,7724.433000,15.98641
971,7724.434000,16.04544
972,7724.435000,16.01839
973,7724.436000,15.99485
974,7724.437000,16.01848
975,7724.438000,16.01262
976,7724.439000,16.01249
977,7724.440000,16.01236
978,7724.441000,16.0122
979,7724.442000,16.01204
980,7724.443000,16.0119
981,7724.444000,16.01173
982,7724.445000,16.01155
983,7724.446000,16.01168
984,7724.447000,16.01214
985,7724.448000,16.01182
986,7724.449000,16.0107
987,7724.450000,16.00688
988,7724.451000,15.99984
989,7724.452000,15.99751
990,7724.453000,16.11439
991,7724.454000,15.91004
992,7724.455000,16.0076
993,7724.456000,16.04971
994,7724.457000,15.99864
995,7724.458000,16.00985
996,7724.459000,16.00614
997,7724.460000,16.01379
998,7724.461000,16.00785
999,7724.462000,16.00957
1000,7724.463000,16.01072
1001,7724.464000,16.00806
1002,7724.465000,16.00138
1003,7724.466000,16.01601
1004,7724.467000,16.01832
1005,7724.468000,16.00357
1006,7724.469000,15.9751
1007,7724.470000,16.04259
1008,7724.471000,16.00661
1009,7724.472000,15.99474
1010,7724.473000,16.00848
1011,7724.474000,16.00908
1012,7724.475000,16.02008
1013,7724.476000,16.00457
1014,7724.477000,15.96136
1015,7724.478000,16.05734
1016,7724.479000,15.98966
1017,7724.480000,16.00569
1018,7724.481000,16.00496
1019,7724.482000,16.0064
1020,7724.483000,16.01016
1021,7724.484000,16.00597
1022,7724.485000,15.99355
1023,7724.486000,16.01778
1024,7724.487000,15.9716
1025,7724.488000,16.01115
1026,7724.489000,16.10403
1027,7724.490000,15.9115
1028,7724.491000,15.96659
1029,7724.492000,16.0836
1030,7724.493000,15.95391
1031,7724.494000,16.02382
1032,7724.495000,16.00035
1033,7724.496000,15.98913
1034,7724.497000,16.02452
1035,7724.498000,15.97761
1036,7724.499000,15.99814
1037,7724.500000,16.00017
1038,7724.501000,16.02563
1039,7724.502000,15.96792
1040,7724.503000,16.00017
1041,7724.504000,16.00242
1042,7724.505000,15.99394
1043,7724.506000,15.99497
1044,7724.507000,16.00193
1045,7724.508000,15.99057
1046,7724.509000,15.96289
1047,7724.510000,16.01305
1048,7724.511000,16.03167
1049,7724.512000,15.9396
1050,7724.513000,16.0013
1051,7724.514000,15.99451
1052,7724.515000,15.98674
1053,7724.516000,15.98714
1054,7724.517000,15.98491
1055,7724.518000,15.9868
1056,7724.519000,15.98461
1057,7724.520000,15.98459
1058,7724.521000,15.98412
1059,7724.522000,15.98667
