#HEADER
#TITLES
 , ,4-DHQ
#UNITS
 , ,kN
#DATATYPES
Huge,Double,Float
#DATA
195,7723.658000,0.08846569
196,7723.659000,0.08648491
197,7723.660000,0.08391857
198,7723.661000,0.08044338
199,7723.662000,0.08151722
200,7723.663000,0.08766651
201,7723.664000,0.096035
202,7723.665000,0.10814
203,7723.666000,0.09667492
204,7723.667000,0.05891609
205,7723.668000,0.05912495
206,7723.669000,0.09476852
207,7723.670000,0.0992384
208,7723.671000,0.08215237
209,7723.672000,0.08026314
210,7723.673000,0.08402348
211,7723.674000,0.0833559
212,7723.675000,0.08253956
213,7723.676000,0.08235264
214,7723.677000,0.08204556
215,7723.678000,0.08172703
216,7723.679000,0.08139229
217,7723.680000,0.08105278
218,7723.681000,0.08070278
219,7723.682000,0.08035088
220,7723.683000,0.08000469
221,7723.684000,0.07964897
222,7723.685000,0.07929134
223,7723.686000,0.07874298
224,7723.687000,0.07799053
225,7723.688000,0.07711697
226,7723.689000,0.07607174
227,7723.690000,0.07495213
228,7723.691000,0.0737648
229,7723.692000,0.07241344
230,7723.693000,0.07091045
231,7723.694000,0.0693922
232,7723.695000,0.06785202
233,7723.696000,0.06623745
234,7723.697000,0.06458187
235,7723.698000,0.06277752
236,7723.699000,0.0607996
237,7723.700000,0.05870914
238,7723.701000,0.05656338
239,7723.702000,0.05438709
240,7723.703000,0.05224419
241,7723.704000,0.05004883
242,7723.705000,0.0478363
243,7723.706000,0.04555511
244,7723.707000,0.04319191
245,7723.708000,0.04080963
246,7723.709000,0.03839493
247,7723.710000,0.03583145
248,7723.711000,0.03310966
249,7723.712000,0.03028107
250,7723.713000,0.02732277
251,7723.714000,0.02430916
252,7723.715000,0.02124977
253,7723.716000,0.01807594
254,7723.717000,0.01480484
255,7723.718000,0.01262665
256,7723.719000,0.01165962
257,7723.720000,0.01135635
258,7723.721000,0.01206398
259,7723.722000,0.01307678
260,7723.723000,0.01437378
261,7723.724000,0.01662636
262,7723.725000,0.019701
263,7723.726000,0.02277184
264,7723.727000,0.02586174
265,7723.728000,0.02930641
266,7723.729000,0.03291893
267,7723.730000,0.03738594
268,7723.731000,0.0427742
269,7723.732000,0.04859543
270,7723.733000,0.05500889
271,7723.734000,0.05930328
272,7723.735000,0.0612154
273,7723.736000,0.06207943
274,7723.737000,0.06114674
275,7723.738000,0.05985546
276,7723.739000,0.05828571
277,7723.740000,0.05500317
278,7723.741000,0.05027771
279,7723.742000,0.04488182
280,7723.743000,0.03865242
281,7723.744000,0.03134346
282,7723.745000,0.02306557
283,7723.746000,0.01292419
284,7723.747000,8.182526E-4
285,7723.748000,-0.01278305
286,7723.749000,-0.02812767
287,7723.750000,-0.03518295
288,7723.751000,-0.03292274
289,7723.752000,-0.02629662
290,7723.753000,-0.01241875
291,7723.754000,0.002981186
292,7723.755000,0.01961517
293,7723.756000,0.04293823
294,7723.757000,0.07187176
295,7723.758000,0.06805611
296,7723.759000,0.02844048
297,7723.760000,-0.03021431
298,7723.761000,-0.1187439
299,7723.762000,-0.1435966
300,7723.763000,-0.09675789
301,7723.764000,-0.05830193
302,7723.765000,-0.006139755
303,7723.766000,0.116415
304,7723.767000,0.03615189
305,7723.768000,0.0302372
306,7723.769000,-0.01169586
307,7723.770000,-0.03099823
308,7723.771000,-0.0193367
309,7723.772000,-0.01689339
310,7723.773000,-0.01166344
311,7723.774000,-0.00892067
312,7723.775000,-0.01325607
313,7723.776000,-0.02245712
314,7723.777000,-0.03983498
315,7723.778000,-0.01891136
316,7723.779000,0.04362488
317,7723.780000,-0.1012096
318,7723.781000,-0.003248215
319,7723.782000,-0.02933311
320,7723.783000,-0.03022194
321,7723.784000,-0.03095818
322,7723.785000,-0.03127861
323,7723.786000,-0.03281784
324,7723.787000,-0.03575706
325,7723.788000,-0.03614426
326,7723.789000,-0.03411674
327,7723.790000,-0.03427315
328,7723.791000,-0.03606224
329,7723.792000,-0.03697777
330,7723.793000,-0.03774834
331,7723.794000,-0.03858376
332,7723.795000,-0.03919792
333,7723.796000,-0.03986168
334,7723.797000,-0.04052925
335,7723.798000,-0.04118538
336,7723.799000,-0.0418644
337,7723.800000,-0.04250717
338,7723.801000,-0.04312325
339,7723.802000,-0.04378891
340,7723.803000,-0.04449844
341,7723.804000,-0.04522705
342,7723.805000,-0.04598427
343,7723.806000,-0.04665375
344,7723.807000,-0.04721451
345,7723.808000,-0.04774666
346,7723.809000,-0.04821396
347,7723.810000,-0.04868507
348,7723.811000,-0.04916382
349,7723.812000,-0.04959297
350,7723.813000,-0.04998207
351,7723.814000,-0.04958153
352,7723.815000,-0.04830742
353,7723.816000,-0.04651642
354,7723.817000,-0.04398727
355,7723.818000,-0.04871178
356,7723.819000,-0.06148148
357,7723.820000,-0.07502937
358,7723.821000,-0.09129143
359,7723.822000,-0.09022903
360,7723.823000,-0.06887054
361,7723.824000,0.03708649
362,7723.825000,0.08635139
363,7723.826000,0.01990318
364,7723.827000,-0.2307243
365,7723.828000,-0.2317314
366,7723.829000,-5.836487E-4
367,7723.830000,0.04583168
368,7723.831000,-0.02672195
369,7723.832000,-0.1279545
370,7723.833000,-0.03731918
371,7723.834000,-0.05539513
372,7723.835000,-0.05895805
373,7723.836000,-0.05828476
374,7723.837000,-0.05839729
375,7723.838000,-0.0585022
376,7723.839000,-0.05861473
377,7723.840000,-0.0587368
378,7723.841000,-0.05884743
379,7723.842000,-0.05891228
380,7723.843000,-0.05893898
381,7723.844000,-0.05895996
382,7723.845000,-0.05896568
383,7723.846000,-0.0590229
384,7723.847000,-0.05909348
385,7723.848000,-0.05920029
386,7723.849000,-0.0593338
387,7723.850000,-0.05947113
388,7723.851000,-0.05961227
389,7723.852000,-0.05977821
390,7723.853000,-0.05997276
391,7723.854000,-0.06015205
392,7723.855000,-0.06030083
393,7723.856000,-0.06045723
394,7723.857000,-0.06060028
395,7723.858000,-0.06076813
396,7723.859000,-0.06096458
397,7723.860000,-0.06116104
398,7723.861000,-0.06136894
399,7723.862000,-0.06155205
400,7723.863000,-0.06171036
401,7723.864000,-0.06186295
402,7723.865000,-0.06200027
403,7723.866000,-0.0621357
404,7723.867000,-0.06226921
405,7723.868000,-0.06238365
406,7723.869000,-0.06248665
407,7723.870000,-0.06261253
408,7723.871000,-0.0627594
409,7723.872000,-0.0629158
410,7723.873000,-0.06308556
411,7723.874000,-0.06333351
412,7723.875000,-0.06366539
413,7723.876000,-0.06406212
414,7723.877000,-0.06454086
415,7723.878000,-0.06426048
416,7723.879000,-0.06313133
417,7723.880000,-0.06157684
418,7723.881000,-0.05935669
419,7723.882000,-0.06030273
420,7723.883000,-0.06478882
421,7723.884000,-0.07078743
422,7723.885000,-0.07936668
423,7723.886000,-0.07149124
424,7723.887000,-0.04525566
425,7723.888000,-0.04553032
426,7723.889000,-0.07055473
427,7723.890000,-0.07377052
428,7723.891000,-0.06188011
429,7723.892000,-0.06058884
430,7723.893000,-0.06321526
431,7723.894000,-0.06276703
432,7723.895000,-0.06223869
433,7723.896000,-0.06214523
434,7723.897000,-0.06197548
435,7723.898000,-0.0617981
436,7723.899000,-0.06160927
437,7723.900000,-0.06142998
438,7723.901000,-0.0612545
439,7723.902000,-0.06105232
440,7723.903000,-0.06081772
441,7723.904000,-0.06006813
442,7723.905000,-0.05873871
443,7723.906000,-0.06147003
444,7723.907000,-0.06857109
445,7723.908000,-0.05813789
446,7723.909000,-0.0293808
447,7723.910000,-0.09261894
448,7723.911000,-0.0477581
449,7723.912000,-0.05839348
450,7723.913000,-0.05817604
451,7723.914000,-0.05795479
452,7723.915000,-0.05773354
453,7723.916000,-0.05752563
454,7723.917000,-0.05733109
455,7723.918000,-0.05713654
456,7723.919000,-0.05694008
457,7723.920000,-0.05674553
458,7723.921000,-0.05655098
459,7723.922000,-0.05637169
460,7723.923000,-0.05620956
461,7723.924000,-0.05605316
462,7723.925000,-0.0559063
463,7723.926000,-0.05574226
464,7723.927000,-0.05555344
465,7723.928000,-0.05525208
466,7723.929000,-0.05481148
467,7723.930000,-0.05525017
468,7723.931000,-0.05662918
469,7723.932000,-0.0542202
470,7723.933000,-0.0478611
471,7723.934000,-0.06132126
472,7723.935000,-0.05151558
473,7723.936000,-0.05366325
474,7723.937000,-0.05348206
475,7723.938000,-0.05329323
476,7723.939000,-0.05309296
477,7723.940000,-0.05290413
478,7723.941000,-0.0527153
479,7723.942000,-0.05251503
480,7723.943000,-0.05230141
481,7723.944000,-0.05207825
482,7723.945000,-0.05184364
483,7723.946000,-0.05161095
484,7723.947000,-0.05137825
485,7723.948000,-0.0511322
486,7723.949000,-0.05088234
487,7723.950000,-0.05064201
488,7723.951000,-0.05037498
489,7723.952000,-0.05012131
490,7723.953000,-0.04986
491,7723.954000,-0.04953384
492,7723.955000,-0.04912949
493,7723.956000,-0.04868126
494,7723.957000,-0.04816818
495,7723.958000,-0.04818535
496,7723.959000,-0.04879189
497,7723.960000,-0.04968643
498,7723.961000,-0.05104065
499,7723.962000,-0.05009842
500,7723.963000,-0.04659081
501,7723.964000,-0.04196739
502,7723.965000,-0.0354557
503,7723.966000,-0.04084396
504,7723.967000,-0.05950546
505,7723.968000,-0.05897713
506,7723.969000,-0.04052734
507,7723.970000,-0.0378418
508,7723.971000,-0.04606628
509,7723.972000,-0.04660606
510,7723.973000,-0.04429817
511,7723.974000,-0.04418755
512,7723.975000,-0.04410934
513,7723.976000,-0.04369926
514,7723.977000,-0.04331589
515,7723.978000,-0.04291916
516,7723.979000,-0.04251099
517,7723.980000,-0.04207039
518,7723.981000,-0.04160118
519,7723.982000,-0.04113197
520,7723.983000,-0.04066658
521,7723.984000,-0.04018593
522,7723.985000,-0.03969765
523,7723.986000,-0.03918457
524,7723.987000,-0.03864288
525,7723.988000,-0.03808594
526,7723.989000,-0.0375042
527,7723.990000,-0.03693008
528,7723.991000,-0.03635788
529,7723.992000,-0.03578186
530,7723.993000,-0.03520203
531,7723.994000,-0.03460884
532,7723.995000,-0.03400993
533,7723.996000,-0.0334053
534,7723.997000,-0.03279877
535,7723.998000,-0.03216362
536,7723.999000,-0.03149986
537,7724.000000,-0.03081894
538,7724.001000,-0.03011513
539,7724.002000,-0.02940369
540,7724.003000,-0.02868843
541,7724.004000,-0.02795029
542,7724.005000,-0.02719688
543,7724.006000,-0.02645874
544,7724.007000,-0.02573776
545,7724.008000,-0.02501678
546,7724.009000,-0.02431107
547,7724.010000,-0.02359962
548,7724.011000,-0.02287674
549,7724.012000,-0.02216339
550,7724.013000,-0.02145004
551,7724.014000,-0.02073097
552,7724.015000,-0.02000046
553,7724.016000,-0.01938629
554,7724.017000,-0.0188961
555,7724.018000,-0.01741982
556,7724.019000,-0.01487923
557,7724.020000,-0.01662445
558,7724.021000,-0.02285385
559,7724.022000,-0.006540298
560,7724.023000,-0.01667786
561,7724.024000,-0.0132122
562,7724.025000,-0.01238823
563,7724.026000,-0.01155663
564,7724.027000,-0.0107193
565,7724.028000,-0.009860992
566,7724.029000,-0.008981705
567,7724.030000,-0.008110046
568,7724.031000,-0.00724411
569,7724.032000,-0.006370544
570,7724.033000,-0.005496979
571,7724.034000,-0.004608154
572,7724.035000,-0.003702164
573,7724.036000,-0.003671646
574,7724.037000,-0.004594803
575,7724.038000,0.001525879
576,7724.039000,0.01521492
577,7724.040000,-0.001831055
578,7724.041000,-0.05100632
579,7724.042000,0.06109333
580,7724.043000,-0.0160675
581,7724.044000,0.004024506
582,7724.045000,0.005176544
583,7724.046000,0.004898071
584,7724.047000,0.003032684
585,7724.048000,3.490448E-4
586,7724.049000,-0.00358963
587,7724.050000,-0.00123024
588,7724.051000,0.008171082
589,7724.052000,0.02065086
590,7724.053000,0.03832245
591,7724.054000,0.02308846
592,7724.055000,-0.02885246
593,7724.056000,-0.02773476
594,7724.057000,0.02291298
595,7724.058000,0.02996826
596,7724.059000,0.006856918
597,7724.060000,0.004981995
598,7724.061000,0.01099014
599,7724.062000,0.01076126
600,7724.063000,0.0102787
601,7724.064000,0.01063347
602,7724.065000,0.01077461
603,7724.066000,0.0109024
604,7724.067000,0.01102257
605,7724.068000,0.0111084
606,7724.069000,0.01116371
607,7724.070000,0.01125145
608,7724.071000,0.01137733
609,7724.072000,0.01151276
610,7724.073000,0.01168251
611,7724.074000,0.0118351
612,7724.075000,0.01197243
613,7724.076000,0.01213074
614,7724.077000,0.01230621
615,7724.078000,0.01245689
616,7724.079000,0.0125885
617,7724.080000,0.01271057
618,7724.081000,0.01281929
619,7724.082000,0.01261902
620,7724.083000,0.01208496
621,7724.084000,0.01415443
622,7724.085000,0.01903915
623,7724.086000,0.01259995
624,7724.087000,-0.005678177
625,7724.088000,0.03520203
626,7724.089000,0.006465912
627,7724.090000,0.01341629
628,7724.091000,0.01335526
629,7724.092000,0.01325417
630,7724.093000,0.01311874
631,7724.094000,0.01299477
632,7724.095000,0.01288223
633,7724.096000,0.01275635
634,7724.097000,0.01263428
635,7724.098000,0.0124836
636,7724.099000,0.01229858
637,7724.100000,0.01210594
638,7724.101000,0.01189804
639,7724.102000,0.01176071
640,7724.103000,0.0117054
641,7724.104000,0.01168633
642,7724.105000,0.01172829
643,7724.106000,0.01179123
644,7724.107000,0.01186943
645,7724.108000,0.01201057
646,7724.109000,0.01220703
647,7724.110000,0.01238251
648,7724.111000,0.01254463
649,7724.112000,0.01272392
650,7724.113000,0.01289749
651,7724.114000,0.01470757
652,7724.115000,0.01832771
653,7724.116000,0.009098053
654,7724.117000,-0.01392746
655,7724.118000,0.01854515
656,7724.119000,0.1090031
657,7724.120000,-0.09196854
658,7724.121000,0.04968739
659,7724.122000,0.01552773
660,7724.123000,0.01584244
661,7724.124000,0.01614761
662,7724.125000,0.01644707
663,7724.126000,0.01679993
664,7724.127000,0.01720047
665,7724.128000,0.01763153
666,7724.129000,0.01810074
667,7724.130000,0.01857567
668,7724.131000,0.01905441
669,7724.132000,0.01956177
670,7724.133000,0.02009773
671,7724.134000,0.02058029
672,7724.135000,0.02100182
673,7724.136000,0.02139664
674,7724.137000,0.02174377
675,7724.138000,0.02209663
676,7724.139000,0.02245331
677,7724.140000,0.02276802
678,7724.141000,0.02305794
679,7724.142000,0.02336121
680,7724.143000,0.02367401
681,7724.144000,0.02398872
682,7724.145000,0.02430916
683,7724.146000,0.02459717
684,7724.147000,0.02484703
685,7724.148000,0.02509308
686,7724.149000,0.02532387
687,7724.150000,0.02559853
688,7724.151000,0.02592468
689,7724.152000,0.02626991
690,7724.153000,0.02665138
691,7724.154000,0.02703857
692,7724.155000,0.02742767
693,7724.156000,0.0278511
694,7724.157000,0.02830124
695,7724.158000,0.02872658
696,7724.159000,0.02912712
697,7724.160000,0.02952003
698,7724.161000,0.02989769
699,7724.162000,0.03029633
700,7724.163000,0.03072166
701,7724.164000,0.03114128
702,7724.165000,0.03156471
703,7724.166000,0.03181076
704,7724.167000,0.03185654
705,7724.168000,0.0317955
706,7724.169000,0.03157234
707,7724.170000,0.03128242
708,7724.171000,0.03093338
709,7724.172000,0.03042412
710,7724.173000,0.02977753
711,7724.174000,0.02912521
712,7724.175000,0.02847099
713,7724.176000,0.02775383
714,7724.177000,0.02700806
715,7724.178000,0.02611732
716,7724.179000,0.02507401
717,7724.180000,0.0239563
718,7724.181000,0.02274132
719,7724.182000,0.02153397
720,7724.183000,0.02035904
721,7724.184000,0.01914024
722,7724.185000,0.01791
723,7724.186000,0.01632309
724,7724.187000,0.01434517
725,7724.188000,0.01476097
726,7724.189000,0.01774216
727,7724.190000,0.01019287
728,7724.191000,-0.008356094
729,7724.192000,0.02755165
730,7724.193000,-7.972717E-4
731,7724.194000,0.003725052
732,7724.195000,0.001758575
733,7724.196000,-3.128052E-4
734,7724.197000,-0.002466202
735,7724.198000,-0.004133224
736,7724.199000,-0.00525856
737,7724.200000,-0.006103516
738,7724.201000,-0.006498337
739,7724.202000,-0.006793976
740,7724.203000,-0.006999969
741,7724.204000,-0.006793976
742,7724.205000,-0.006235123
743,7724.206000,-0.005716324
744,7724.207000,-0.005228043
745,7724.208000,-0.004606247
746,7724.209000,-0.003944397
747,7724.210000,-0.002916336
748,7724.211000,-0.001495361
749,7724.212000,8.773804E-5
750,7724.213000,0.001916885
751,7724.214000,0.003572464
752,7724.215000,0.004995346
753,7724.216000,0.006443024
754,7724.217000,0.007797241
755,7724.218000,0.009246826
756,7724.219000,0.01081276
757,7724.220000,0.01229477
758,7724.221000,0.01373291
759,7724.222000,0.01551247
760,7724.223000,0.0176506
761,7724.224000,0.01997757
762,7724.225000,0.02259064
763,7724.226000,0.02521324
764,7724.227000,0.0278244
765,7724.228000,0.03064919
766,7724.229000,0.0336237
767,7724.230000,0.03604984
768,7724.231000,0.0378828
769,7724.232000,0.03940582
770,7724.233000,0.04042244
771,7724.234000,0.04138947
772,7724.235000,0.0423193
773,7724.236000,0.04280567
774,7724.237000,0.04293728
775,7724.238000,0.04313564
776,7724.239000,0.04337788
777,7724.240000,0.04350758
778,7724.241000,0.04362202
779,7724.242000,0.04335022
780,7724.243000,0.04266357
781,7724.244000,0.04181671
782,7724.245000,0.04071903
783,7724.246000,0.03993034
784,7724.247000,0.03952885
785,7724.248000,0.03917885
786,7724.249000,0.03904438
787,7724.250000,0.03885078
788,7724.251000,0.03857708
789,7724.252000,0.03850269
790,7724.253000,0.03856945
791,7724.254000,0.03827667
792,7724.255000,0.03761578
793,7724.256000,0.03679562
794,7724.257000,0.03569603
795,7724.258000,0.03467655
796,7724.259000,0.03376579
797,7724.260000,0.0326767
798,7724.261000,0.03148937
799,7724.262000,0.03060341
800,7724.263000,0.03002644
801,7724.264000,0.02963161
802,7724.265000,0.02952385
803,7724.266000,0.02940464
804,7724.267000,0.02927208
805,7724.268000,0.02936554
806,7724.269000,0.02963066
807,7724.270000,0.0298872
808,7724.271000,0.03014851
809,7724.272000,0.03047276
810,7724.273000,0.03081989
811,7724.274000,0.03136635
812,7724.275000,0.0321331
813,7724.276000,0.03299427
814,7724.277000,0.03399944
815,7724.278000,0.0347662
816,7724.279000,0.03525257
817,7724.280000,0.03566742
818,7724.281000,0.03590775
819,7724.282000,0.03616047
820,7724.283000,0.03644657
821,7724.284000,0.03657055
822,7724.285000,0.03657436
823,7724.286000,0.03677273
824,7724.287000,0.03716564
825,7724.288000,0.03762817
826,7724.289000,0.03823376
827,7724.290000,0.03875065
828,7724.291000,0.03915691
829,7724.292000,0.03964043
830,7724.293000,0.04014683
831,7724.294000,0.04056454
832,7724.295000,0.04090786
833,7724.296000,0.04118156
834,7724.297000,0.04136562
835,7724.298000,0.04156303
836,7724.299000,0.04177189
837,7724.300000,0.04191971
838,7724.301000,0.04202938
839,7724.302000,0.04244328
840,7724.303000,0.04318523
841,7724.304000,0.04411221
842,7724.305000,0.04531956
843,7724.306000,0.04364109
844,7724.307000,0.038764
845,7724.308000,0.03226566
846,7724.309000,0.02325058
847,7724.310000,0.02683449
848,7724.311000,0.04448605
849,7724.312000,0.06828117
850,7724.313000,0.1024446
851,7724.314000,0.07176495
852,7724.315000,-0.03125381
853,7724.316000,-0.02971077
854,7724.317000,0.06940365
855,7724.318000,0.08259487
856,7724.319000,0.03629971
857,7724.320000,0.03176689
858,7724.321000,0.04265594
859,7724.322000,0.04182148
860,7724.323000,0.04108334
861,7724.324000,0.04226971
862,7724.325000,0.04347515
863,7724.326000,0.04282856
864,7724.327000,0.0401125
865,7724.328000,0.03649521
866,7724.329000,0.03135967
867,7724.330000,0.03471851
868,7724.331000,0.04756069
869,7724.332000,0.05362701
870,7724.333000,0.05459404
871,7724.334000,0.03085613
872,7724.335000,-0.02317047
873,7724.336000,0.1128817
874,7724.337000,0.0159111
875,7724.338000,0.03979683
876,7724.339000,0.04126549
877,7724.340000,0.03598499
878,7724.341000,0.02374935
879,7724.342000,0.04385471
880,7724.343000,0.0980444
881,7724.344000,-0.009002686
882,7724.345000,-0.0153389
883,7724.346000,0.1149006
884,7724.347000,0.01142693
885,7724.348000,0.03768635
886,7724.349000,0.04201794
887,7724.350000,0.03147221
888,7724.351000,0.03841305
889,7724.352000,0.03637314
890,7724.353000,0.03609085
891,7724.354000,0.03579235
892,7724.355000,0.03547001
893,7724.356000,0.03514194
894,7724.357000,0.03480244
895,7724.358000,0.03448391
896,7724.359000,0.03419018
897,7724.360000,0.03390217
898,7724.361000,0.03363132
899,7724.362000,0.03227043
900,7724.363000,0.02970791
901,7724.364000,0.03600788
902,7724.365000,0.05183315
903,7724.366000,0.02946854
904,7724.367000,-0.03280449
905,7724.368000,0.1053267
906,7724.369000,0.007839203
907,7724.370000,0.03126812
908,7724.371000,0.03101826
909,7724.372000,0.03076839
910,7724.373000,0.03052425
911,7724.374000,0.03026485
912,7724.375000,0.02999306
913,7724.376000,0.02971554
914,7724.377000,0.02943134
915,7724.378000,0.02914143
916,7724.379000,0.02885151
917,7724.380000,0.0285511
918,7724.381000,0.02824306
919,7724.382000,0.02794647
920,7724.383000,0.02765942
921,7724.384000,0.02737427
922,7724.385000,0.02709579
923,7724.386000,0.02681065
924,7724.387000,0.02652073
925,7724.388000,0.02623367
926,7724.389000,0.02594852
927,7724.390000,0.02564049
928,7724.391000,0.02530956
929,7724.392000,0.02496529
930,7724.393000,0.02459812
931,7724.394000,0.02422619
932,7724.395000,0.02385235
933,7724.396000,0.02326965
934,7724.397000,0.0224638
935,7724.398000,0.0231905
936,7724.399000,0.02556896
937,7724.400000,0.02130508
938,7724.401000,0.01010513
939,7724.402000,0.03371525
940,7724.403000,0.01635933
941,7724.404000,0.02001095
942,7724.405000,0.01953125
943,7724.406000,0.01905632
944,7724.407000,0.01859283
945,7724.408000,0.01812553
946,7724.409000,0.01766396
947,7724.410000,0.01719666
948,7724.411000,0.01672363
949,7724.412000,0.01625252
950,7724.413000,0.01578522
951,7724.414000,0.01529884
952,7724.415000,0.01480103
953,7724.416000,0.01429367
954,7724.417000,0.01377106
955,7724.418000,0.0133934
956,7724.419000,0.01317787
957,7724.420000,0.01304245
958,7724.421000,0.01303673
959,7724.422000,0.01181793
960,7724.423000,0.0092659
961,7724.424000,0.006040573
962,7724.425000,0.001758575
963,7724.426000,0.002830505
964,7724.427000,0.009880066
965,7724.428000,0.01954746
