#HEADER
#TITLES
 , ,4-DCQ
#UNITS
 , ,kN
#DATATYPES
Huge,Double,Float
#DATA
113,7723.576000,0.04000854
114,7723.577000,0.03998566
115,7723.578000,0.03992462
116,7723.579000,0.03982544
117,7723.580000,0.03964996
118,7723.581000,0.03941345
119,7723.582000,0.03918457
120,7723.583000,0.03899384
121,7723.584000,0.03878784
122,7723.585000,0.03858185
123,7723.586000,0.03831482
124,7723.587000,0.03798676
125,7723.588000,0.0376358
126,7723.589000,0.03726196
127,7723.590000,0.03692627
128,7723.591000,0.03665924
129,7723.592000,0.03640747
130,7723.593000,0.03619385
131,7723.594000,0.03598785
132,7723.595000,0.03578949
133,7723.596000,0.0356369
134,7723.597000,0.03552246
135,7723.598000,0.03536224
136,7723.599000,0.03514862
137,7723.600000,0.034935
138,7723.601000,0.03469849
139,7723.602000,0.03448486
140,7723.603000,0.03433228
141,7723.604000,0.0341568
142,7723.605000,0.03399658
143,7723.606000,0.03380585
144,7723.607000,0.03357697
145,7723.608000,0.03333282
146,7723.609000,0.03308105
147,7723.610000,0.03282166
148,7723.611000,0.032547
149,7723.612000,0.03225708
150,7723.613000,0.0319519
151,7723.614000,0.03166962
152,7723.615000,0.03139496
153,7723.616000,0.03114319
154,7723.617000,0.03091431
155,7723.618000,0.03066254
156,7723.619000,0.03040314
157,7723.620000,0.03014374
158,7723.621000,0.02990723
159,7723.622000,0.02957153
160,7723.623000,0.02914429
161,7723.624000,0.02866364
162,7723.625000,0.02810669
163,7723.626000,0.02752686
164,7723.627000,0.0269165
165,7723.628000,0.02623749
166,7723.629000,0.02549744
167,7723.630000,0.02475739
168,7723.631000,0.0240097
169,7723.632000,0.02323151
170,7723.633000,0.02243805
171,7723.634000,0.02157593
172,7723.635000,0.02065277
173,7723.636000,0.01969147
174,7723.637000,0.01869202
175,7723.638000,0.0177002
176,7723.639000,0.01675415
177,7723.640000,0.01579285
178,7723.641000,0.0148468
179,7723.642000,0.01387024
180,7723.643000,0.01288605
181,7723.644000,0.01189423
182,7723.645000,0.01093292
183,7723.646000,0.009895325
184,7723.647000,0.008796692
185,7723.648000,0.007667542
186,7723.649000,0.006492615
187,7723.650000,0.0052948
188,7723.651000,0.004112244
189,7723.652000,0.002891541
190,7723.653000,0.001647949
