#HEADER
#TITLES
 , ,hengxiang
#UNITS
 , ,kN
#DATATYPES
Huge,Double,Float
#DATA
206,7879.151000,-0.1612047
207,7879.152000,-0.1837896
208,7879.153000,-0.2094796
209,7879.154000,-0.2346932
210,7879.155000,-0.2643868
211,7879.156000,-0.2925932
212,7879.157000,-0.32009
213,7879.158000,-0.3467571
214,7879.159000,-0.3715792
215,7879.160000,-0.395586
216,7879.161000,-0.4183065
217,7879.162000,-0.4407668
218,7879.163000,-0.463046
219,7879.164000,-0.4840823
220,7879.165000,-0.5040778
221,7879.166000,-0.5248666
222,7879.167000,-0.5464583
223,7879.168000,-0.568092
224,7879.169000,-0.5902191
225,7879.170000,-0.6114752
226,7879.171000,-0.6317642
227,7879.172000,-0.6521332
228,7879.173000,-0.6722729
229,7879.174000,-0.6873924
230,7879.175000,-0.6971118
231,7879.176000,-0.7034467
232,7879.177000,-0.7050289
233,7879.178000,-0.7048441
234,7879.179000,-0.7029681
235,7879.180000,-0.6966568
236,7879.181000,-0.6864461
237,7879.182000,-0.6789155
238,7879.183000,-0.6742812
239,7879.184000,-0.6697075
240,7879.185000,-0.6668977
241,7879.186000,-0.6611958
242,7879.187000,-0.6523085
243,7879.188000,-0.6439959
244,7879.189000,-0.6352486
245,7879.190000,-0.6084421
246,7879.191000,-0.5622283
247,7879.192000,-0.5041678
248,7879.193000,-0.4292761
249,7879.194000,-0.3855486
250,7879.195000,-0.377144
251,7879.196000,-0.3767545
252,7879.197000,-0.3971862
253,7879.198000,-0.3853106
254,7879.199000,-0.3354881
255,7879.200000,-0.2840935
256,7879.201000,-0.2173288
257,7879.202000,-0.1625771
258,7879.203000,-0.1247394
259,7879.204000,-0.07933846
260,7879.205000,-0.03370257
261,7879.206000,0.01402351
262,7879.207000,0.06649735
263,7879.208000,0.1170171
264,7879.209000,0.1665921
265,7879.210000,0.2181383
266,7879.211000,0.2707722
267,7879.212000,0.3238378
268,7879.213000,0.3776287
269,7879.214000,0.4332327
270,7879.215000,0.4907039
271,7879.216000,0.5496121
272,7879.217000,0.6102626
273,7879.218000,0.671321
274,7879.219000,0.7327061
275,7879.220000,0.7953393
276,7879.221000,0.8589085
277,7879.222000,0.9259472
278,7879.223000,0.9967933
279,7879.224000,1.070021
280,7879.225000,1.146371
281,7879.226000,1.224596
282,7879.227000,1.304605
283,7879.228000,1.387691
284,7879.229000,1.47362
285,7879.230000,1.560247
286,7879.231000,1.647578
287,7879.232000,1.736512
288,7879.233000,1.82653
289,7879.234000,1.919254
290,7879.235000,2.014808
291,7879.236000,2.11197
292,7879.237000,2.211118
293,7879.238000,2.300784
294,7879.239000,2.379665
295,7879.240000,2.453402
296,7879.241000,2.51863
297,7879.242000,2.58164
298,7879.243000,2.642684
299,7879.244000,2.695535
300,7879.245000,2.741308
301,7879.246000,2.788698
302,7879.247000,2.8375
303,7879.248000,2.884092
304,7879.249000,2.930476
305,7879.250000,2.969657
306,7879.251000,3.001032
307,7879.252000,3.029604
308,7879.253000,3.053672
309,7879.254000,3.077495
310,7879.255000,3.101913
311,7879.256000,3.123592
312,7879.257000,3.143784
313,7879.258000,3.161026
314,7879.259000,3.174985
315,7879.260000,3.187463
316,7879.261000,3.198104
317,7879.262000,3.20173
318,7879.263000,3.198093
319,7879.264000,3.189398
320,7879.265000,3.17426
321,7879.266000,3.156044
322,7879.267000,3.134913
323,7879.268000,3.107982
324,7879.269000,3.075926
325,7879.270000,3.053441
326,7879.271000,3.041621
327,7879.272000,3.033998
328,7879.273000,3.034685
329,7879.274000,3.03445
330,7879.275000,3.032923
331,7879.276000,3.038409
332,7879.277000,3.049147
333,7879.278000,3.055499
334,7879.279000,3.057781
335,7879.280000,3.059593
336,7879.281000,3.058698
337,7879.282000,3.063151
338,7879.283000,3.073532
339,7879.284000,3.084091
340,7879.285000,3.096725
341,7879.286000,3.100466
342,7879.287000,3.093678
343,7879.288000,3.082952
344,7879.289000,3.065042
345,7879.290000,3.045007
346,7879.291000,3.023293
347,7879.292000,2.994453
348,7879.293000,2.959451
349,7879.294000,2.92836
350,7879.295000,2.901257
351,7879.296000,2.873852
352,7879.297000,2.848621
353,7879.298000,2.818174
354,7879.299000,2.78196
355,7879.300000,2.745668
356,7879.301000,2.707609
357,7879.302000,2.674146
358,7879.303000,2.646543
359,7879.304000,2.620595
360,7879.305000,2.598297
361,7879.306000,2.577322
362,7879.307000,2.557447
363,7879.308000,2.54168
364,7879.309000,2.529644
365,7879.310000,2.514604
366,7879.311000,2.496487
367,7879.312000,2.478387
368,7879.313000,2.458673
369,7879.314000,2.442187
370,7879.315000,2.429362
371,7879.316000,2.416495
372,7879.317000,2.404736
373,7879.318000,2.39168
374,7879.319000,2.376715
375,7879.320000,2.36184
376,7879.321000,2.346287
377,7879.322000,2.330654
378,7879.323000,2.315099
379,7879.324000,2.298635
380,7879.325000,2.281383
381,7879.326000,2.266633
382,7879.327000,2.254523
383,7879.328000,2.243545
384,7879.329000,2.23455
385,7879.330000,2.225384
386,7879.331000,2.215896
387,7879.332000,2.207877
388,7879.333000,2.20086
389,7879.334000,2.183977
390,7879.335000,2.156338
391,7879.336000,2.122713
392,7879.337000,2.080013
393,7879.338000,2.034913
394,7879.339000,1.987635
395,7879.340000,1.932043
396,7879.341000,1.869362
397,7879.342000,1.806732
398,7879.343000,1.743872
399,7879.344000,1.678027
400,7879.345000,1.610813
401,7879.346000,1.536205
402,7879.347000,1.453717
403,7879.348000,1.367572
404,7879.349000,1.27631
405,7879.350000,1.202875
406,7879.351000,1.149959
407,7879.352000,1.105677
408,7879.353000,1.076714
409,7879.354000,1.050768
410,7879.355000,1.027172
411,7879.356000,1.018136
412,7879.357000,1.021388
413,7879.358000,1.018747
414,7879.359000,1.010444
415,7879.360000,1.003979
416,7879.361000,0.9950474
417,7879.362000,0.9978582
418,7879.363000,1.013535
419,7879.364000,1.031624
420,7879.365000,1.05548
421,7879.366000,1.063594
422,7879.367000,1.052783
423,7879.368000,1.035668
424,7879.369000,1.005849
425,7879.370000,0.9734199
426,7879.371000,0.9391659
427,7879.372000,0.8922493
428,7879.373000,0.8345417
429,7879.374000,0.7858309
430,7879.375000,0.7462134
431,7879.376000,0.7072009
432,7879.377000,0.6736156
433,7879.378000,0.6308124
434,7879.379000,0.5776553
435,7879.380000,0.525315
436,7879.381000,0.4704039
437,7879.382000,0.4216057
438,7879.383000,0.3809655
439,7879.384000,0.3419192
440,7879.385000,0.3072388
441,7879.386000,0.2744595
442,7879.387000,0.2431604
443,7879.388000,0.2171157
444,7879.389000,0.1959085
445,7879.390000,0.1761056
446,7879.391000,0.1581565
447,7879.392000,0.1436425
448,7879.393000,0.1319997
449,7879.394000,0.1263708
450,7879.395000,0.1272219
451,7879.396000,0.1327476
452,7879.397000,0.1438843
453,7879.398000,0.1181701
454,7879.399000,0.05128247
455,7879.400000,-0.03603016
456,7879.401000,-0.1559748
457,7879.402000,-0.2097712
458,7879.403000,-0.1885881
459,7879.404000,-0.1504076
460,7879.405000,-0.06899172
461,7879.406000,-0.04001361
462,7879.407000,-0.07422863
463,7879.408000,-0.1034939
464,7879.409000,-0.1525814
465,7879.410000,-0.1872627
466,7879.411000,-0.1995078
467,7879.412000,-0.2260005
468,7879.413000,-0.257467
469,7879.414000,-0.2331738
470,7879.415000,-0.1515088
471,7879.416000,-0.1765994
472,7879.417000,-0.3069431
473,7879.418000,-0.3497279
474,7879.419000,-0.3302525
475,7879.420000,-0.3596679
476,7879.421000,-0.4096457
477,7879.422000,-0.4328466
478,7879.423000,-0.4406101
479,7879.424000,-0.4430963
480,7879.425000,-0.4332252
481,7879.426000,-0.4229226
482,7879.427000,-0.4127519
483,7879.428000,-0.392612
484,7879.429000,-0.3648072
485,7879.430000,-0.3495279
486,7879.431000,-0.3473569
487,7879.432000,-0.3501709
488,7879.433000,-0.36324
489,7879.434000,-0.3720792
490,7879.435000,-0.3759498
491,7879.436000,-0.386599
492,7879.437000,-0.4009913
493,7879.438000,-0.40776
494,7879.439000,-0.4072681
495,7879.440000,-0.4028774
496,7879.441000,-0.3918104
497,7879.442000,-0.3837523
498,7879.443000,-0.379077
499,7879.444000,-0.37063
500,7879.445000,-0.3604789
501,7879.446000,-0.3509287
502,7879.447000,-0.3414041
503,7879.448000,-0.3322509
504,7879.449000,-0.3239195
505,7879.450000,-0.3132102
506,7879.451000,-0.3001209
507,7879.452000,-0.2866011
508,7879.453000,-0.271973
509,7879.454000,-0.2566485
510,7879.455000,-0.2408309
511,7879.456000,-0.2238272
512,7879.457000,-0.2057671
513,7879.458000,-0.1869345
514,7879.459000,-0.1672478
515,7879.460000,-0.146662
516,7879.461000,-0.1252111
517,7879.462000,-0.102492
518,7879.463000,-0.0784667
519,7879.464000,-0.05334082
520,7879.465000,-0.02700271
521,7879.466000,3.738999E-4
522,7879.467000,0.02877879
523,7879.468000,0.0583999
524,7879.469000,0.08920656
525,7879.470000,0.1210819
526,7879.471000,0.1540488
527,7879.472000,0.1881517
528,7879.473000,0.2233742
529,7879.474000,0.2598452
530,7879.475000,0.2975816
531,7879.476000,0.336515
532,7879.477000,0.3766833
533,7879.478000,0.4176365
534,7879.479000,0.4593309
535,7879.480000,0.5020149
536,7879.481000,0.5455647
537,7879.482000,0.5902376
538,7879.483000,0.6360572
539,7879.484000,0.682789
540,7879.485000,0.7304887
541,7879.486000,0.784175
542,7879.487000,0.8443309
543,7879.488000,0.9086467
544,7879.489000,0.9785711
545,7879.490000,1.051173
546,7879.491000,1.126351
547,7879.492000,1.206894
548,7879.493000,1.292274
549,7879.494000,1.349421
550,7879.495000,1.375409
551,7879.496000,1.385467
552,7879.497000,1.370184
553,7879.498000,1.349379
554,7879.499000,1.323864
555,7879.500000,1.275241
556,7879.501000,1.207211
557,7879.502000,1.251258
558,7879.503000,1.4179
559,7879.504000,1.647467
560,7879.505000,1.9769
561,7879.506000,2.107634
562,7879.507000,2.013737
563,7879.508000,1.870463
564,7879.509000,1.598942
565,7879.510000,1.495084
566,7879.511000,1.592374
567,7879.512000,1.682342
568,7879.513000,1.842069
569,7879.514000,1.923702
570,7879.515000,1.898999
571,7879.516000,1.901942
572,7879.517000,1.892251
573,7879.518000,1.895516
574,7879.519000,1.927712
575,7879.520000,1.944491
576,7879.521000,1.955731
577,7879.522000,1.96691
578,7879.523000,1.97251
579,7879.524000,1.983762
580,7879.525000,2.000665
581,7879.526000,1.996577
582,7879.527000,1.971655
583,7879.528000,2.06948
584,7879.529000,2.027388
585,7879.530000,2.058339
586,7879.531000,2.074763
587,7879.532000,2.093482
588,7879.533000,2.113988
589,7879.534000,2.133512
590,7879.535000,2.152172
591,7879.536000,2.171013
592,7879.537000,2.18941
593,7879.538000,2.209724
594,7879.539000,2.232143
595,7879.540000,2.255016
596,7879.541000,2.278914
597,7879.542000,2.299448
598,7879.543000,2.316035
599,7879.544000,2.331183
600,7879.545000,2.343611
601,7879.546000,2.355507
602,7879.547000,2.367043
603,7879.548000,2.375983
604,7879.549000,2.382747
605,7879.550000,2.391154
606,7879.551000,2.401216
607,7879.552000,2.41135
608,7879.553000,2.422491
609,7879.554000,2.431794
610,7879.555000,2.439056
611,7879.556000,2.446454
612,7879.557000,2.45334
613,7879.558000,2.461182
614,7879.559000,2.470364
615,7879.560000,2.479729
616,7879.561000,2.489758
617,7879.562000,2.50012
618,7879.563000,2.510745
619,7879.564000,2.522249
620,7879.565000,2.534585
621,7879.566000,2.545887
622,7879.567000,2.556105
623,7879.568000,2.566133
624,7879.569000,2.575509
625,7879.570000,2.585505
626,7879.571000,2.596237
627,7879.572000,2.606699
628,7879.573000,2.61719
629,7879.574000,2.62751
630,7879.575000,2.63753
631,7879.576000,2.647567
632,7879.577000,2.657536
633,7879.578000,2.667333
634,7879.579000,2.676982
635,7879.580000,2.68646
636,7879.581000,2.695743
637,7879.582000,2.705988
638,7879.583000,2.717298
639,7879.584000,2.729106
640,7879.585000,2.741737
641,7879.586000,2.754521
642,7879.587000,2.767421
643,7879.588000,2.781058
644,7879.589000,2.795299
645,7879.590000,2.803031
646,7879.591000,2.803618
647,7879.592000,2.800319
648,7879.593000,2.791103
649,7879.594000,2.780221
650,7879.595000,2.767841
651,7879.596000,2.749998
652,7879.597000,2.727479
653,7879.598000,2.728279
654,7879.599000,2.754624
655,7879.600000,2.793801
656,7879.601000,2.853664
657,7879.602000,2.916953
658,7879.603000,2.982903
659,7879.604000,3.067173
660,7879.605000,3.166451
661,7879.606000,3.146419
662,7879.607000,2.995721
663,7879.608000,2.775424
664,7879.609000,2.447479
665,7879.610000,2.337316
666,7879.611000,2.473351
667,7879.612000,2.666549
668,7879.613000,3.003267
669,7879.614000,3.130838
670,7879.615000,3.010455
671,7879.616000,2.884182
672,7879.617000,2.659769
673,7879.618000,2.613203
674,7879.619000,2.78645
675,7879.620000,2.956098
676,7879.621000,3.19632
677,7879.622000,3.019261
678,7879.623000,2.356219
679,7879.624000,2.123677
680,7879.625000,2.990702
681,7879.626000,3.037081
682,7879.627000,2.700884
683,7879.628000,2.663207
684,7879.629000,2.735706
685,7879.630000,2.707589
686,7879.631000,2.661097
687,7879.632000,2.595321
688,7879.633000,2.489233
689,7879.634000,2.516174
690,7879.635000,2.685524
691,7879.636000,2.332198
692,7879.637000,2.30847
693,7879.638000,2.756449
694,7879.639000,2.362459
695,7879.640000,2.40988
696,7879.641000,2.36068
697,7879.642000,2.299073
698,7879.643000,2.22673
699,7879.644000,2.13575
700,7879.645000,2.025167
701,7879.646000,2.020395
702,7879.647000,2.131651
703,7879.648000,2.298415
704,7879.649000,2.555448
705,7879.650000,2.307252
706,7879.651000,1.495837
707,7879.652000,1.509824
708,7879.653000,2.293495
709,7879.654000,2.392693
710,7879.655000,2.013127
711,7879.656000,1.956693
712,7879.657000,2.012456
713,7879.658000,1.969682
714,7879.659000,1.920961
715,7879.660000,1.911888
716,7879.661000,1.855483
717,7879.662000,1.827528
718,7879.663000,1.803272
719,7879.664000,1.782615
720,7879.665000,1.768703
721,7879.666000,1.751081
722,7879.667000,1.7293
723,7879.668000,1.71121
724,7879.669000,1.694575
725,7879.670000,1.673381
726,7879.671000,1.647917
727,7879.672000,1.599073
728,7879.673000,1.523255
729,7879.674000,1.535738
730,7879.675000,1.640985
731,7879.676000,1.247396
732,7879.677000,1.070996
733,7879.678000,1.549653
734,7879.679000,1.115574
735,7879.680000,1.358599
736,7879.681000,1.452073
737,7879.682000,1.17535
738,7879.683000,0.4084547
739,7879.684000,0.8848159
740,7879.685000,0.6309563
741,7879.686000,0.8549358
742,7879.687000,0.8410477
743,7879.688000,0.7429968
744,7879.689000,0.6359816
745,7879.690000,0.5711238
746,7879.691000,0.6068016
747,7879.692000,0.5676916
748,7879.693000,0.4868532
749,7879.694000,0.448885
750,7879.695000,0.4348154
751,7879.696000,0.4174545
752,7879.697000,0.4084542
753,7879.698000,0.3962092
754,7879.699000,0.3776638
755,7879.700000,0.3641656
756,7879.701000,0.3524175
757,7879.702000,0.3368663
758,7879.703000,0.3181049
759,7879.704000,0.2959931
760,7879.705000,0.2691438
761,7879.706000,0.2421228
762,7879.707000,0.2145965
763,7879.708000,0.1708254
764,7879.709000,0.1102169
765,7879.710000,0.1564659
766,7879.711000,0.3175328
767,7879.712000,0.05872703
768,7879.713000,-0.6357505
769,7879.714000,0.9048632
770,7879.715000,-0.165849
771,7879.716000,0.167207
772,7879.717000,0.3022901
773,7879.718000,0.06845368
774,7879.719000,-0.2116614
775,7879.720000,-0.1145916
776,7879.721000,0.4655926
777,7879.722000,-1.295825
778,7879.723000,0.6722144
779,7879.724000,0.02616109
780,7879.725000,-1.212537
781,7879.726000,0.01330134
782,7879.727000,-0.3154995
783,7879.728000,-0.3200465
784,7879.729000,0.2266694
785,7879.730000,0.08585554
786,7879.731000,-0.3979393
787,7879.732000,0.1205635
788,7879.733000,1.639013
789,7879.734000,-2.318112
790,7879.735000,-0.7943849
791,7879.736000,-0.1164503
792,7879.737000,-0.3928292
793,7879.738000,-0.1012067
794,7879.739000,-0.4188992
795,7879.740000,-0.4854637
796,7879.741000,-0.5789815
797,7879.742000,-0.5655454
798,7879.743000,-0.4025711
799,7879.744000,-0.2473495
800,7879.745000,-0.06698298
801,7879.746000,-0.2316123
802,7879.747000,-0.8027729
803,7879.748000,-0.9001752
804,7879.749000,-0.5707035
805,7879.750000,-0.06377527
806,7879.751000,0.812494
807,7879.752000,-1.952242
808,7879.753000,-0.3996595
809,7879.754000,-0.4619575
810,7879.755000,-0.09059156
811,7879.756000,-1.364601
812,7879.757000,-0.7516416
813,7879.758000,-0.3546012
814,7879.759000,1.135252
815,7879.760000,-2.003404
816,7879.761000,-0.7870555
817,7879.762000,0.6121196
818,7879.763000,-0.7129981
819,7879.764000,-0.4060639
820,7879.765000,-0.4347342
821,7879.766000,-0.5443114
822,7879.767000,-0.7415454
823,7879.768000,-0.3158043
824,7879.769000,0.7831984
825,7879.770000,-1.196932
826,7879.771000,-1.938382
827,7879.772000,1.603301
828,7879.773000,-0.3261782
829,7879.774000,-0.8785346
830,7879.775000,0.112346
831,7879.776000,-0.4009955
832,7879.777000,-1.163641
833,7879.778000,0.3527735
834,7879.779000,0.4245391
835,7879.780000,-0.5840786
836,7879.781000,-0.1662362
837,7879.782000,-0.1364294
838,7879.783000,0.01346966
839,7879.784000,-0.1187022
840,7879.785000,-0.6786161
841,7879.786000,0.3408374
842,7879.787000,0.6673426
843,7879.788000,-1.068184
844,7879.789000,0.7789811
845,7879.790000,0.2968352
846,7879.791000,-0.3926584
847,7879.792000,-0.6578982
848,7879.793000,-0.6236977
849,7879.794000,-0.256427
850,7879.795000,0.6511139
851,7879.796000,0.7001907
852,7879.797000,-0.1312977
853,7879.798000,-0.3923514
854,7879.799000,-0.3293652
855,7879.800000,-0.2860703
856,7879.801000,-0.03204431
857,7879.802000,0.02084178
858,7879.803000,-0.1462213
859,7879.804000,-0.1723125
860,7879.805000,-0.1360365
861,7879.806000,-0.1489847
862,7879.807000,-0.1670164
863,7879.808000,-0.1804341
864,7879.809000,-0.1980076
865,7879.810000,-0.2154698
866,7879.811000,-0.2326296
867,7879.812000,-0.2518722
868,7879.813000,-0.2725395
869,7879.814000,-0.2861352
870,7879.815000,-0.2920704
871,7879.816000,-0.2938655
872,7879.817000,-0.2891317
873,7879.818000,-0.2847219
874,7879.819000,-0.2809404
875,7879.820000,-0.2600549
876,7879.821000,-0.2222278
877,7879.822000,-0.2336553
878,7879.823000,-0.2962808
879,7879.824000,-0.1010593
880,7879.825000,-0.2063718
881,7879.826000,-0.1561323
882,7879.827000,-0.1351885
883,7879.828000,-0.09589857
884,7879.829000,-0.0364293
885,7879.830000,-0.1308855
886,7879.831000,-0.3912717
887,7879.832000,0.2531264
888,7879.833000,1.856879
889,7879.834000,-1.082545
890,7879.835000,-1.177698
891,7879.836000,1.859267
892,7879.837000,-1.200111
893,7879.838000,0.02972609
894,7879.839000,2.044178
895,7879.840000,-0.3373782
896,7879.841000,-0.7281857
897,7879.842000,-0.5410553
898,7879.843000,2.105571
899,7879.844000,0.7227198
900,7879.845000,0.2199806
901,7879.846000,-0.1255251
902,7879.847000,0.433998
903,7879.848000,0.8383231
904,7879.849000,1.427716
905,7879.850000,0.07879052
906,7879.851000,0.6930656
907,7879.852000,0.4078555
908,7879.853000,0.5732077
909,7879.854000,1.306668
910,7879.855000,0.4835201
911,7879.856000,0.9823983
912,7879.857000,0.7994154
913,7879.858000,0.8843983
914,7879.859000,0.9026281
915,7879.860000,0.9160475
916,7879.861000,0.9146016
917,7879.862000,1.007209
918,7879.863000,1.201337
919,7879.864000,0.9983187
920,7879.865000,0.3811975
921,7879.866000,1.916616
922,7879.867000,1.345814
923,7879.868000,1.23138
924,7879.869000,0.1279442
925,7879.870000,3.038082
926,7879.871000,-0.8119069
927,7879.872000,3.101804
928,7879.873000,1.723382
929,7879.874000,0.5355713
930,7879.875000,2.985911
931,7879.876000,-0.7336193
932,7879.877000,-0.1657774
933,7879.878000,1.32669
934,7879.879000,3.029646
935,7879.880000,2.661509
936,7879.881000,0.8609575
937,7879.882000,2.446428
938,7879.883000,1.34937
939,7879.884000,2.134481
940,7879.885000,1.641647
941,7879.886000,0.5138758
942,7879.887000,1.956754
943,7879.888000,1.869776
944,7879.889000,1.694271
945,7879.890000,1.703191
946,7879.891000,1.742966
947,7879.892000,1.382906
948,7879.893000,0.6340213
949,7879.894000,1.559375
950,7879.895000,2.759291
951,7879.896000,1.613589
952,7879.897000,1.033541
953,7879.898000,1.60311
954,7879.899000,1.371226
955,7879.900000,1.534364
956,7879.901000,1.40078
957,7879.902000,1.398328
958,7879.903000,1.422665
959,7879.904000,1.302591
960,7879.905000,1.049267
961,7879.906000,1.423608
962,7879.907000,1.362449
963,7879.908000,0.8677343
964,7879.909000,1.165659
965,7879.910000,1.030675
966,7879.911000,0.9876127
967,7879.912000,0.9467359
968,7879.913000,0.9104863
969,7879.914000,0.8734878
970,7879.915000,0.8355297
971,7879.916000,0.801495
972,7879.917000,0.7703693
973,7879.918000,0.7363733
974,7879.919000,0.6996943
975,7879.920000,0.6625235
976,7879.921000,0.6235243
977,7879.922000,0.5757105
978,7879.923000,0.5182244
979,7879.924000,0.5564176
980,7879.925000,0.698623
981,7879.926000,0.3936944
982,7879.927000,-0.3808098
983,7879.928000,0.9938958
984,7879.929000,-0.2129806
985,7879.930000,-0.10046
986,7879.931000,-0.2309823
987,7879.932000,-0.3771598
988,7879.933000,-0.5291721
989,7879.934000,-0.56489
990,7879.935000,-0.4741785
991,7879.936000,-0.3171073
992,7879.937000,-0.05934218
993,7879.938000,-0.006435305
994,7879.939000,-0.1866538
995,7879.940000,-0.6523094
996,7879.941000,-1.009858
997,7879.942000,-1.317539
998,7879.943000,-1.372883
999,7879.944000,-1.098791
1000,7879.945000,-0.9087746
1001,7879.946000,-1.105963
1002,7879.947000,-1.040363
1003,7879.948000,-1.177881
1004,7879.949000,-1.299882
1005,7879.950000,-1.376741
1006,7879.951000,-1.381613
1007,7879.952000,-1.378879
1008,7879.953000,-1.341481
1009,7879.954000,-1.413802
1010,7879.955000,-1.61211
1011,7879.956000,-1.208539
