#HEADER
#TITLES
 , ,D-Z1Q
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
225,7642.184000,-9.931469
226,7642.185000,-10.0827
227,7642.186000,-9.987917
228,7642.187000,-9.857285
229,7642.188000,-10.12632
230,7642.189000,-9.988999
231,7642.190000,-9.9693
232,7642.191000,-10.05217
233,7642.192000,-10.04203
234,7642.193000,-10.01648
235,7642.194000,-10.16228
236,7642.195000,-10.23507
237,7642.196000,-10.14393
238,7642.197000,-10.16059
239,7642.198000,-10.45042
240,7642.199000,-10.30204
241,7642.200000,-10.34489
242,7642.201000,-10.60424
243,7642.202000,-10.21308
244,7642.203000,-10.46656
245,7642.204000,-10.37198
246,7642.205000,-10.39313
247,7642.206000,-10.44669
248,7642.207000,-10.33383
249,7642.208000,-10.47698
250,7642.209000,-10.80417
251,7642.210000,-10.16669
252,7642.211000,-10.40524
253,7642.212000,-10.75111
254,7642.213000,-10.46626
255,7642.214000,-10.55426
256,7642.215000,-10.50733
257,7642.216000,-10.61946
258,7642.217000,-10.55038
259,7642.218000,-10.57402
260,7642.219000,-10.58366
261,7642.220000,-10.5679
262,7642.221000,-10.63131
263,7642.222000,-10.54662
264,7642.223000,-10.6426
265,7642.224000,-10.56294
266,7642.225000,-10.39948
267,7642.226000,-10.69754
268,7642.227000,-10.64291
269,7642.228000,-10.35565
270,7642.229000,-10.54333
271,7642.230000,-10.48504
272,7642.231000,-10.39449
273,7642.232000,-10.45087
274,7642.233000,-10.60336
275,7642.234000,-10.19584
276,7642.235000,-10.44704
277,7642.236000,-10.3597
278,7642.237000,-10.33969
279,7642.238000,-10.30642
280,7642.239000,-10.2602
281,7642.240000,-10.25591
282,7642.241000,-10.29541
283,7642.242000,-10.11294
284,7642.243000,-10.06731
285,7642.244000,-10.2136
286,7642.245000,-9.994617
287,7642.246000,-10.06136
288,7642.247000,-9.980715
289,7642.248000,-10.00786
290,7642.249000,-9.977829
291,7642.250000,-9.98601
292,7642.251000,-9.999846
293,7642.252000,-9.978671
294,7642.253000,-9.979195
295,7642.254000,-10.0497
296,7642.255000,-10.02078
297,7642.256000,-10.03652
298,7642.257000,-10.0313
299,7642.258000,-10.1023
300,7642.259000,-10.25475
301,7642.260000,-10.08956
302,7642.261000,-9.80504
303,7642.262000,-10.6243
304,7642.263000,-10.21836
305,7642.264000,-10.08617
306,7642.265000,-10.17829
307,7642.266000,-10.24431
308,7642.267000,-10.469
309,7642.268000,-9.928839
310,7642.269000,-10.12885
311,7642.270000,-10.29536
312,7642.271000,-10.12474
313,7642.272000,-10.19164
314,7642.273000,-10.34223
315,7642.274000,-10.20077
316,7642.275000,-10.47139
317,7642.276000,-10.35963
318,7642.277000,-10.27208
319,7642.278000,-10.74759
320,7642.279000,-10.46469
321,7642.280000,-10.57028
322,7642.281000,-10.68247
323,7642.282000,-10.5303
324,7642.283000,-10.5886
325,7642.284000,-10.73302
326,7642.285000,-10.64799
327,7642.286000,-10.57748
328,7642.287000,-10.39509
329,7642.288000,-10.38024
330,7642.289000,-10.54356
331,7642.290000,-10.61097
332,7642.291000,-10.633
333,7642.292000,-10.46578
334,7642.293000,-10.64968
335,7642.294000,-10.59259
336,7642.295000,-10.35346
337,7642.296000,-10.34199
338,7642.297000,-10.49263
339,7642.298000,-10.56038
340,7642.299000,-10.60035
341,7642.300000,-10.56743
342,7642.301000,-10.41662
343,7642.302000,-10.42519
344,7642.303000,-10.50397
345,7642.304000,-10.39403
346,7642.305000,-10.44855
347,7642.306000,-10.40902
348,7642.307000,-10.3725
349,7642.308000,-10.37631
350,7642.309000,-10.32377
351,7642.310000,-10.31469
352,7642.311000,-10.31916
353,7642.312000,-10.30424
354,7642.313000,-10.27304
355,7642.314000,-10.36352
356,7642.315000,-10.41318
357,7642.316000,-10.29049
358,7642.317000,-10.43513
359,7642.318000,-10.41895
360,7642.319000,-10.40424
361,7642.320000,-10.40072
362,7642.321000,-10.40198
363,7642.322000,-10.39265
364,7642.323000,-10.37768
365,7642.324000,-10.3619
366,7642.325000,-10.34404
367,7642.326000,-10.33269
368,7642.327000,-10.3296
369,7642.328000,-10.33599
370,7642.329000,-10.3493
371,7642.330000,-10.35081
372,7642.331000,-10.36045
373,7642.332000,-10.36861
374,7642.333000,-10.38029
375,7642.334000,-10.39524
376,7642.335000,-10.41451
377,7642.336000,-10.42624
378,7642.337000,-10.42843
379,7642.338000,-10.47846
380,7642.339000,-10.43966
381,7642.340000,-10.52486
382,7642.341000,-10.65299
383,7642.342000,-10.4264
384,7642.343000,-10.57329
385,7642.344000,-10.51667
386,7642.345000,-10.46491
387,7642.346000,-10.46208
388,7642.347000,-10.50305
389,7642.348000,-10.56055
390,7642.349000,-10.65083
391,7642.350000,-10.69071
392,7642.351000,-10.67299
393,7642.352000,-10.77768
394,7642.353000,-10.77251
395,7642.354000,-10.74576
396,7642.355000,-10.8067
397,7642.356000,-10.78663
398,7642.357000,-10.73323
399,7642.358000,-10.85803
400,7642.359000,-11.0192
401,7642.360000,-10.81379
402,7642.361000,-10.56765
403,7642.362000,-10.86815
404,7642.363000,-10.69798
405,7642.364000,-10.45394
406,7642.365000,-10.47808
407,7642.366000,-10.44448
408,7642.367000,-10.40985
409,7642.368000,-10.43027
410,7642.369000,-10.50132
411,7642.370000,-10.56001
412,7642.371000,-10.61568
413,7642.372000,-10.70869
414,7642.373000,-10.83063
415,7642.374000,-10.88311
416,7642.375000,-10.86299
417,7642.376000,-11.01273
