#HEADER
#TITLES
 , ,Dniuzhuan1
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
225,7758.063000,-2.974407
226,7758.064000,-3.193812
227,7758.065000,-3.146461
228,7758.066000,-3.215544
229,7758.067000,-3.217971
230,7758.068000,-3.284894
231,7758.069000,-3.331283
232,7758.070000,-3.231888
233,7758.071000,-3.029395
234,7758.072000,-3.004408
235,7758.073000,-3.134246
236,7758.074000,-3.130857
237,7758.075000,-3.032392
238,7758.076000,-2.952757
239,7758.077000,-2.928503
240,7758.078000,-2.926724
241,7758.079000,-2.864617
242,7758.080000,-2.725866
243,7758.081000,-2.802199
244,7758.082000,-2.715188
245,7758.083000,-2.583872
246,7758.084000,-2.658958
247,7758.085000,-2.520269
248,7758.086000,-2.478017
249,7758.087000,-2.370445
250,7758.088000,-2.511152
251,7758.089000,-2.477443
252,7758.090000,-2.295694
253,7758.091000,-2.397688
254,7758.092000,-2.445407
255,7758.093000,-2.422202
256,7758.094000,-2.414744
257,7758.095000,-2.347425
258,7758.096000,-2.385292
259,7758.097000,-2.390529
260,7758.098000,-2.334846
261,7758.099000,-2.311707
262,7758.100000,-2.330281
263,7758.101000,-2.152185
264,7758.102000,-2.45981
265,7758.103000,-2.694297
266,7758.104000,-2.423014
267,7758.105000,-2.332281
268,7758.106000,-2.220244
269,7758.107000,-2.310393
270,7758.108000,-2.274011
271,7758.109000,-2.213828
272,7758.110000,-2.16343
273,7758.111000,-2.128129
274,7758.112000,-2.075889
275,7758.113000,-2.020595
276,7758.114000,-1.993124
277,7758.115000,-1.922479
278,7758.116000,-1.901715
279,7758.117000,-1.863758
280,7758.118000,-1.819146
281,7758.119000,-1.840585
282,7758.120000,-1.81469
283,7758.121000,-1.771128
284,7758.122000,-1.746349
285,7758.123000,-1.720745
286,7758.124000,-1.700591
287,7758.125000,-1.728528
288,7758.126000,-1.721013
289,7758.127000,-1.725158
290,7758.128000,-1.765159
291,7758.129000,-1.832716
292,7758.130000,-1.667364
293,7758.131000,-1.50098
294,7758.132000,-1.459336
295,7758.133000,-1.614122
296,7758.134000,-1.595154
297,7758.135000,-1.414158
298,7758.136000,-1.42617
299,7758.137000,-1.573798
300,7758.138000,-1.44136
301,7758.139000,-1.214183
302,7758.140000,-1.221291
303,7758.141000,-1.210869
304,7758.142000,-1.317307
305,7758.143000,-1.325521
306,7758.144000,-1.337489
307,7758.145000,-1.412273
308,7758.146000,-1.397009
309,7758.147000,-1.436255
310,7758.148000,-1.468998
311,7758.149000,-1.269655
312,7758.150000,-1.164986
313,7758.151000,-1.2298
314,7758.152000,-1.201717
315,7758.153000,-0.9279631
316,7758.154000,-0.7495838
317,7758.155000,-0.7650605
318,7758.156000,-0.951963
319,7758.157000,-1.170981
320,7758.158000,-1.099327
321,7758.159000,-0.7310339
322,7758.160000,-0.6511964
323,7758.161000,-0.7488133
324,7758.162000,-0.6182479
325,7758.163000,-0.5389728
326,7758.164000,-0.6995406
327,7758.165000,-0.9663355
328,7758.166000,-0.8792275
329,7758.167000,-0.6669571
330,7758.168000,-0.5812047
331,7758.169000,-0.8073606
332,7758.170000,-0.89964
333,7758.171000,-0.71131
334,7758.172000,-0.5130409
335,7758.173000,-0.7351143
336,7758.174000,-0.8785718
337,7758.175000,-0.7199953
338,7758.176000,-0.3954676
339,7758.177000,-0.3375143
340,7758.178000,-0.29669
341,7758.179000,-0.4749255
342,7758.180000,-0.6128944
343,7758.181000,-0.5649621
344,7758.182000,-0.3598695
345,7758.183000,-0.3616277
346,7758.184000,-0.3013693
347,7758.185000,-0.2014183
348,7758.186000,-0.2417708
349,7758.187000,-0.372744
350,7758.188000,-0.411321
351,7758.189000,-0.361886
352,7758.190000,-0.3171132
353,7758.191000,-0.1555717
354,7758.192000,-0.1526965
355,7758.193000,-0.4103604
356,7758.194000,-0.3579125
357,7758.195000,0.1360827
358,7758.196000,0.2114918
359,7758.197000,-0.05443566
360,7758.198000,-0.3250506
361,7758.199000,-0.298852
362,7758.200000,-0.08989355
363,7758.201000,0.04799998
364,7758.202000,0.05416727
365,7758.203000,-0.1378421
366,7758.204000,-0.04057742
367,7758.205000,-0.04162014
368,7758.206000,-0.07061933
369,7758.207000,-0.01035373
370,7758.208000,0.03315637
371,7758.209000,0.05995777
372,7758.210000,0.06173031
373,7758.211000,0.04948701
374,7758.212000,0.1134541
375,7758.213000,0.01681789
376,7758.214000,0.06879858
377,7758.215000,0.1678205
378,7758.216000,-0.02978741
379,7758.217000,0.04388598
380,7758.218000,0.1569383
381,7758.219000,0.1447397
382,7758.220000,0.1489698
383,7758.221000,0.2624901
384,7758.222000,0.2809165
385,7758.223000,0.2683754
386,7758.224000,0.2468724
387,7758.225000,0.2202166
388,7758.226000,0.2313803
389,7758.227000,0.2214999
390,7758.228000,0.2978358
391,7758.229000,0.3139389
392,7758.230000,0.1977082
393,7758.231000,0.1156718
394,7758.232000,0.1059368
395,7758.233000,0.121912
396,7758.234000,0.2233333
397,7758.235000,0.4417478
398,7758.236000,0.05790339
399,7758.237000,0.2257774
400,7758.238000,0.2061822
401,7758.239000,0.1757784
402,7758.240000,0.1858051
403,7758.241000,0.333242
404,7758.242000,0.4051608
405,7758.243000,0.140495
406,7758.244000,0.1256652
407,7758.245000,0.2168218
408,7758.246000,0.1727885
409,7758.247000,0.1527179
410,7758.248000,0.1140788
411,7758.249000,0.06894077
412,7758.250000,0.1502591
413,7758.251000,0.3261921
414,7758.252000,0.4116941
415,7758.253000,0.2323499
416,7758.254000,0.1832763
417,7758.255000,0.302914
418,7758.256000,-0.02143291
419,7758.257000,0.1025063
420,7758.258000,0.2294774
421,7758.259000,0.1656507
422,7758.260000,0.1912
423,7758.261000,0.08401952
424,7758.262000,0.07322347
425,7758.263000,0.1489129
426,7758.264000,0.2038373
427,7758.265000,0.2066811
428,7758.266000,0.1432617
429,7758.267000,-0.01938417
430,7758.268000,0.08044571
431,7758.269000,0.1501025
432,7758.270000,0.3580126
433,7758.271000,0.04418378
434,7758.272000,0.009037308
435,7758.273000,0.1239294
436,7758.274000,0.1949269
437,7758.275000,0.1235476
438,7758.276000,0.2148041
439,7758.277000,0.337541
440,7758.278000,0.005222112
441,7758.279000,0.04560357
442,7758.280000,0.1715099
443,7758.281000,0.1637387
444,7758.282000,0.1745009
445,7758.283000,0.2596957
446,7758.284000,0.344296
447,7758.285000,0.2705891
448,7758.286000,0.2479535
449,7758.287000,0.1920768
450,7758.288000,0.1517473
451,7758.289000,0.1330113
452,7758.290000,0.07702446
453,7758.291000,-0.009002179
454,7758.292000,0.1202513
455,7758.293000,0.3195761
456,7758.294000,0.3204553
457,7758.295000,0.2086646
458,7758.296000,0.2113718
459,7758.297000,0.2660702
460,7758.298000,-0.1668637
461,7758.299000,-0.1658034
462,7758.300000,0.07349217
463,7758.301000,0.04615039
464,7758.302000,-0.0484238
465,7758.303000,-0.0990282
466,7758.304000,-0.09313174
467,7758.305000,-0.2521544
468,7758.306000,-0.1637241
469,7758.307000,-0.1047123
470,7758.308000,-0.183945
471,7758.309000,-0.07701953
472,7758.310000,-0.1214668
473,7758.311000,-0.1499454
474,7758.312000,-0.1321395
475,7758.313000,-0.003470093
476,7758.314000,-0.1577745
477,7758.315000,-0.1761706
478,7758.316000,0.04903166
479,7758.317000,0.1235356
480,7758.318000,0.07839918
481,7758.319000,-0.1756711
482,7758.320000,-0.22743
483,7758.321000,-0.09489365
484,7758.322000,-0.1319137
485,7758.323000,-0.1764356
486,7758.324000,-0.1399577
487,7758.325000,-0.3226522
488,7758.326000,-0.4531726
489,7758.327000,-0.4121065
490,7758.328000,-0.4976953
491,7758.329000,-0.4578168
492,7758.330000,-0.3493845
493,7758.331000,-0.3424886
494,7758.332000,-0.547243
495,7758.333000,-0.5660762
496,7758.334000,-0.6346844
497,7758.335000,-0.505224
498,7758.336000,-0.4204719
499,7758.337000,-0.4401124
500,7758.338000,-0.3374628
501,7758.339000,-0.6567615
502,7758.340000,-0.5109903
503,7758.341000,-0.5362192
504,7758.342000,-0.7543578
505,7758.343000,-0.7904739
506,7758.344000,-0.7627723
507,7758.345000,-0.7144319
508,7758.346000,-0.7126606
509,7758.347000,-0.8049408
510,7758.348000,-0.816509
511,7758.349000,-0.7494333
512,7758.350000,-0.7696534
513,7758.351000,-0.8485509
514,7758.352000,-0.8038939
515,7758.353000,-0.8801122
516,7758.354000,-0.832242
517,7758.355000,-0.730905
518,7758.356000,-0.7755015
519,7758.357000,-0.9147126
520,7758.358000,-0.8674852
521,7758.359000,-0.884936
522,7758.360000,-0.8129489
523,7758.361000,-0.8352238
524,7758.362000,-0.8480434
525,7758.363000,-0.9137885
526,7758.364000,-0.9527761
527,7758.365000,-0.8449728
528,7758.366000,-0.9217061
529,7758.367000,-0.9632
530,7758.368000,-1.019101
531,7758.369000,-1.056668
532,7758.370000,-1.230347
533,7758.371000,-1.027467
534,7758.372000,-0.9228366
535,7758.373000,-1.193681
536,7758.374000,-1.16315
537,7758.375000,-1.029395
538,7758.376000,-1.087
539,7758.377000,-1.186242
540,7758.378000,-1.19855
541,7758.379000,-1.124067
542,7758.380000,-1.20088
543,7758.381000,-1.140891
544,7758.382000,-1.049804
545,7758.383000,-1.263052
546,7758.384000,-1.255173
547,7758.385000,-1.094198
548,7758.386000,-1.082301
549,7758.387000,-1.165045
550,7758.388000,-1.285276
551,7758.389000,-1.305864
552,7758.390000,-1.169199
553,7758.391000,-1.015981
554,7758.392000,-1.037992
555,7758.393000,-1.079896
556,7758.394000,-1.185241
557,7758.395000,-1.330227
558,7758.396000,-1.383604
559,7758.397000,-1.323371
560,7758.398000,-1.221133
561,7758.399000,-1.121201
562,7758.400000,-1.15034
563,7758.401000,-1.186178
564,7758.402000,-1.169432
565,7758.403000,-1.13017
566,7758.404000,-1.152313
567,7758.405000,-1.191576
568,7758.406000,-1.228413
569,7758.407000,-1.204646
570,7758.408000,-1.147894
571,7758.409000,-1.124078
572,7758.410000,-1.119185
573,7758.411000,-1.111306
574,7758.412000,-1.08578
575,7758.413000,-1.016271
576,7758.414000,-1.05749
577,7758.415000,-1.205219
578,7758.416000,-1.318857
579,7758.417000,-1.423749
580,7758.418000,-1.480412
581,7758.419000,-1.459571
582,7758.420000,-1.447
583,7758.421000,-1.33125
584,7758.422000,-1.247449
585,7758.423000,-1.302457
586,7758.424000,-1.312655
587,7758.425000,-1.340768
588,7758.426000,-1.342074
589,7758.427000,-1.30111
590,7758.428000,-1.286943
591,7758.429000,-1.288193
592,7758.430000,-1.246904
593,7758.431000,-1.169296
594,7758.432000,-1.298325
595,7758.433000,-1.146155
596,7758.434000,-1.214381
597,7758.435000,-1.321537
598,7758.436000,-1.399991
599,7758.437000,-1.377691
600,7758.438000,-1.372003
601,7758.439000,-1.39154
602,7758.440000,-1.404507
603,7758.441000,-1.442175
604,7758.442000,-1.669894
605,7758.443000,-1.689757
606,7758.444000,-1.553298
607,7758.445000,-1.516812
608,7758.446000,-1.550659
609,7758.447000,-1.581037
610,7758.448000,-1.551392
611,7758.449000,-1.551347
612,7758.450000,-1.522517
613,7758.451000,-1.490735
614,7758.452000,-1.4844
615,7758.453000,-1.570366
616,7758.454000,-1.558653
617,7758.455000,-1.561666
618,7758.456000,-1.247533
619,7758.457000,-1.317344
620,7758.458000,-1.67906
621,7758.459000,-1.490409
622,7758.460000,-1.562442
623,7758.461000,-1.49258
624,7758.462000,-1.50958
625,7758.463000,-1.559289
626,7758.464000,-1.572194
627,7758.465000,-1.555954
628,7758.466000,-1.597944
629,7758.467000,-1.576594
630,7758.468000,-1.558985
631,7758.469000,-1.50757
632,7758.470000,-1.514347
633,7758.471000,-1.580609
634,7758.472000,-1.543689
635,7758.473000,-1.591698
636,7758.474000,-1.642666
637,7758.475000,-1.527423
638,7758.476000,-1.504946
639,7758.477000,-1.674965
640,7758.478000,-1.709617
641,7758.479000,-1.59991
642,7758.480000,-1.550111
643,7758.481000,-1.599539
644,7758.482000,-1.571142
645,7758.483000,-1.526054
646,7758.484000,-1.691752
647,7758.485000,-1.649394
648,7758.486000,-1.693907
649,7758.487000,-1.693309
650,7758.488000,-1.665474
651,7758.489000,-1.600497
652,7758.490000,-1.7335
653,7758.491000,-1.69541
654,7758.492000,-1.628954
655,7758.493000,-1.70472
656,7758.494000,-1.69465
657,7758.495000,-1.695652
658,7758.496000,-1.695647
659,7758.497000,-1.692486
660,7758.498000,-1.723417
661,7758.499000,-1.781656
662,7758.500000,-1.758269
663,7758.501000,-1.756765
664,7758.502000,-1.699092
665,7758.503000,-1.714365
666,7758.504000,-1.712483
667,7758.505000,-1.714438
668,7758.506000,-1.7565
669,7758.507000,-1.774439
670,7758.508000,-1.533303
671,7758.509000,-1.756887
672,7758.510000,-1.695372
673,7758.511000,-1.615468
674,7758.512000,-1.698422
675,7758.513000,-1.658749
676,7758.514000,-1.731035
677,7758.515000,-1.839755
678,7758.516000,-1.877819
679,7758.517000,-1.843852
680,7758.518000,-1.875343
681,7758.519000,-1.934299
682,7758.520000,-1.896356
683,7758.521000,-1.896674
684,7758.522000,-1.872868
685,7758.523000,-1.858941
686,7758.524000,-1.836146
687,7758.525000,-1.810651
688,7758.526000,-1.768648
689,7758.527000,-1.763221
690,7758.528000,-1.784313
691,7758.529000,-1.843275
692,7758.530000,-1.768179
693,7758.531000,-1.875326
694,7758.532000,-1.879655
695,7758.533000,-1.885408
696,7758.534000,-1.893925
697,7758.535000,-1.860398
698,7758.536000,-1.858024
699,7758.537000,-1.873952
700,7758.538000,-1.930518
701,7758.539000,-1.903822
702,7758.540000,-1.837743
703,7758.541000,-1.918853
704,7758.542000,-1.89985
705,7758.543000,-1.868305
706,7758.544000,-1.882893
707,7758.545000,-1.938755
708,7758.546000,-1.954974
709,7758.547000,-1.940951
710,7758.548000,-1.934418
711,7758.549000,-1.985676
712,7758.550000,-1.931944
713,7758.551000,-1.920148
714,7758.552000,-2.001282
715,7758.553000,-1.97148
716,7758.554000,-1.938233
717,7758.555000,-1.817405
718,7758.556000,-2.048044
719,7758.557000,-1.911032
720,7758.558000,-1.861318
721,7758.559000,-1.825741
722,7758.560000,-1.956066
723,7758.561000,-1.909836
724,7758.562000,-1.82743
725,7758.563000,-1.961903
726,7758.564000,-1.82724
727,7758.565000,-1.999704
728,7758.566000,-1.845628
729,7758.567000,-1.953027
730,7758.568000,-1.96507
731,7758.569000,-1.976556
732,7758.570000,-2.011991
733,7758.571000,-2.054835
734,7758.572000,-2.075854
735,7758.573000,-2.073847
736,7758.574000,-2.217675
737,7758.575000,-2.124957
738,7758.576000,-2.074326
739,7758.577000,-2.171955
740,7758.578000,-1.967809
741,7758.579000,-2.008929
742,7758.580000,-1.903917
743,7758.581000,-1.775641
744,7758.582000,-1.808112
745,7758.583000,-2.021673
746,7758.584000,-1.879932
747,7758.585000,-2.13243
748,7758.586000,-2.336703
749,7758.587000,-1.846091
750,7758.588000,-1.985053
751,7758.589000,-1.884249
752,7758.590000,-1.894851
753,7758.591000,-1.899269
754,7758.592000,-1.939435
755,7758.593000,-2.076576
756,7758.594000,-2.119456
757,7758.595000,-2.089673
758,7758.596000,-2.058727
759,7758.597000,-1.995426
760,7758.598000,-1.974715
761,7758.599000,-2.007583
762,7758.600000,-1.928389
763,7758.601000,-2.02502
764,7758.602000,-1.923528
765,7758.603000,-2.156227
766,7758.604000,-1.942291
767,7758.605000,-1.916279
768,7758.606000,-2.331559
769,7758.607000,-2.042796
770,7758.608000,-2.14511
771,7758.609000,-2.130677
772,7758.610000,-2.099123
773,7758.611000,-2.052692
774,7758.612000,-1.96605
775,7758.613000,-2.007462
776,7758.614000,-2.077383
777,7758.615000,-1.912065
778,7758.616000,-1.928463
779,7758.617000,-1.998865
780,7758.618000,-1.999403
781,7758.619000,-1.943304
782,7758.620000,-1.958303
783,7758.621000,-2.024443
784,7758.622000,-1.985975
785,7758.623000,-1.955566
786,7758.624000,-1.931417
787,7758.625000,-1.932956
788,7758.626000,-2.084325
789,7758.627000,-1.966733
790,7758.628000,-2.009295
791,7758.629000,-2.053075
792,7758.630000,-2.00079
793,7758.631000,-1.989295
794,7758.632000,-1.93239
795,7758.633000,-1.806504
796,7758.634000,-1.830475
797,7758.635000,-1.87138
798,7758.636000,-1.95484
799,7758.637000,-2.000132
800,7758.638000,-1.994113
801,7758.639000,-2.139855
802,7758.640000,-2.007546
803,7758.641000,-2.004791
804,7758.642000,-2.132388
805,7758.643000,-2.021556
806,7758.644000,-1.981578
807,7758.645000,-1.957141
808,7758.646000,-1.950675
809,7758.647000,-1.974139
810,7758.648000,-1.9496
811,7758.649000,-1.881877
812,7758.650000,-1.994973
813,7758.651000,-2.230596
814,7758.652000,-2.300665
815,7758.653000,-2.094549
816,7758.654000,-2.000795
817,7758.655000,-1.953305
818,7758.656000,-1.965506
819,7758.657000,-2.105073
820,7758.658000,-2.065924
821,7758.659000,-2.098821
822,7758.660000,-2.27306
823,7758.661000,-2.085097
824,7758.662000,-2.0442
825,7758.663000,-2.10512
826,7758.664000,-2.092624
827,7758.665000,-2.305407
828,7758.666000,-2.184766
829,7758.667000,-2.129445
830,7758.668000,-2.239298
831,7758.669000,-2.096213
832,7758.670000,-2.117452
833,7758.671000,-2.193663
834,7758.672000,-2.227483
835,7758.673000,-2.244428
836,7758.674000,-2.22823
837,7758.675000,-2.159405
838,7758.676000,-2.253388
839,7758.677000,-2.311146
840,7758.678000,-2.316722
841,7758.679000,-2.214541
842,7758.680000,-2.028809
843,7758.681000,-2.207038
844,7758.682000,-2.215952
845,7758.683000,-2.181999
846,7758.684000,-2.152255
847,7758.685000,-2.145438
848,7758.686000,-2.137595
849,7758.687000,-2.155967
850,7758.688000,-2.176877
851,7758.689000,-2.124923
852,7758.690000,-2.098769
853,7758.691000,-2.069651
854,7758.692000,-2.193902
855,7758.693000,-2.207095
856,7758.694000,-2.241213
857,7758.695000,-2.230923
858,7758.696000,-2.22834
859,7758.697000,-2.226455
860,7758.698000,-2.179284
861,7758.699000,-2.214875
862,7758.700000,-2.119305
863,7758.701000,-2.132858
864,7758.702000,-2.10337
865,7758.703000,-2.098054
866,7758.704000,-2.252409
867,7758.705000,-2.245974
868,7758.706000,-2.256786
869,7758.707000,-2.261488
870,7758.708000,-2.232952
871,7758.709000,-2.190305
872,7758.710000,-2.146222
873,7758.711000,-2.187177
874,7758.712000,-2.20067
875,7758.713000,-2.235164
876,7758.714000,-2.246781
877,7758.715000,-2.23104
878,7758.716000,-2.225377
879,7758.717000,-2.221003
880,7758.718000,-2.234878
881,7758.719000,-2.215133
882,7758.720000,-2.216763
883,7758.721000,-2.220203
884,7758.722000,-2.229504
885,7758.723000,-2.305799
886,7758.724000,-2.304581
887,7758.725000,-2.241258
888,7758.726000,-2.206738
889,7758.727000,-2.239622
890,7758.728000,-2.275823
891,7758.729000,-2.246912
892,7758.730000,-2.25635
893,7758.731000,-2.259544
894,7758.732000,-2.238756
895,7758.733000,-2.240355
896,7758.734000,-2.244105
897,7758.735000,-2.267338
898,7758.736000,-2.267374
899,7758.737000,-2.267906
900,7758.738000,-2.328431
901,7758.739000,-2.244325
902,7758.740000,-2.284498
903,7758.741000,-2.364896
904,7758.742000,-2.289798
905,7758.743000,-2.275141
906,7758.744000,-2.325426
907,7758.745000,-2.258719
908,7758.746000,-2.17638
909,7758.747000,-2.035087
910,7758.748000,-2.044808
911,7758.749000,-2.14179
912,7758.750000,-2.029404
913,7758.751000,-2.120291
914,7758.752000,-2.195916
915,7758.753000,-2.382921
916,7758.754000,-2.419556
917,7758.755000,-2.313811
918,7758.756000,-2.229568
919,7758.757000,-2.064979
920,7758.758000,-1.91896
921,7758.759000,-1.994676
922,7758.760000,-2.055319
923,7758.761000,-2.13721
924,7758.762000,-2.184599
925,7758.763000,-2.155329
926,7758.764000,-2.215302
927,7758.765000,-2.205099
928,7758.766000,-2.205621
929,7758.767000,-2.17891
930,7758.768000,-2.242494
931,7758.769000,-2.260777
932,7758.770000,-2.096385
933,7758.771000,-2.185451
934,7758.772000,-2.084015
935,7758.773000,-1.950316
936,7758.774000,-2.077095
937,7758.775000,-1.985024
938,7758.776000,-2.067535
939,7758.777000,-2.181211
940,7758.778000,-2.098799
941,7758.779000,-2.053079
942,7758.780000,-1.953885
943,7758.781000,-1.837937
944,7758.782000,-1.824064
945,7758.783000,-1.950373
946,7758.784000,-2.011415
947,7758.785000,-2.042828
948,7758.786000,-2.084572
949,7758.787000,-1.99487
950,7758.788000,-1.906525
951,7758.789000,-1.859504
952,7758.790000,-1.777128
953,7758.791000,-1.681492
954,7758.792000,-1.767224
955,7758.793000,-1.946957
956,7758.794000,-1.769108
957,7758.795000,-1.983354
958,7758.796000,-1.955774
959,7758.797000,-1.992924
960,7758.798000,-1.955603
961,7758.799000,-1.932035
962,7758.800000,-2.017536
963,7758.801000,-1.851177
964,7758.802000,-1.892429
965,7758.803000,-1.885739
966,7758.804000,-1.872497
967,7758.805000,-1.886073
968,7758.806000,-1.884511
969,7758.807000,-1.689724
970,7758.808000,-1.455564
971,7758.809000,-1.677946
972,7758.810000,-1.725007
973,7758.811000,-1.794099
974,7758.812000,-1.783543
975,7758.813000,-1.55894
976,7758.814000,-1.514536
977,7758.815000,-1.754607
978,7758.816000,-1.808339
979,7758.817000,-1.718061
