#HEADER
#TITLES
 , ,LG1-1
#UNITS
 , ,kN
#DATATYPES
Huge,Double,Float
#DATA
210,7758.048000,8.456671
211,7758.049000,8.423925
212,7758.050000,8.430799
213,7758.051000,8.468375
214,7758.052000,8.490817
215,7758.053000,8.510994
216,7758.054000,8.525908
217,7758.055000,8.52931
218,7758.056000,8.569718
219,7758.057000,8.564464
220,7758.058000,8.582393
221,7758.059000,8.596778
222,7758.060000,8.609674
223,7758.061000,8.621574
224,7758.062000,8.635244
225,7758.063000,8.650596
226,7758.064000,8.670758
227,7758.065000,8.696801
228,7758.066000,8.702492
229,7758.067000,8.686616
230,7758.068000,8.771422
231,7758.069000,8.811994
232,7758.070000,8.714782
233,7758.071000,8.798662
234,7758.072000,8.782605
235,7758.073000,8.786619
236,7758.074000,8.7879
237,7758.075000,8.788316
238,7758.076000,8.972179
239,7758.077000,9.075193
240,7758.078000,8.897259
241,7758.079000,8.922999
242,7758.080000,8.861439
243,7758.081000,8.890695
244,7758.082000,9.005103
245,7758.083000,9.213265
246,7758.084000,9.274537
247,7758.085000,9.175654
248,7758.086000,9.19298
249,7758.087000,9.100167
250,7758.088000,9.056393
251,7758.089000,9.213911
252,7758.090000,9.236705
253,7758.091000,9.197432
254,7758.092000,9.229841
255,7758.093000,9.301808
256,7758.094000,9.330173
257,7758.095000,9.328947
258,7758.096000,9.334858
259,7758.097000,9.334853
260,7758.098000,9.320712
261,7758.099000,9.295097
262,7758.100000,9.374995
263,7758.101000,9.305896
264,7758.102000,9.345148
265,7758.103000,9.40705
266,7758.104000,9.290914
267,7758.105000,9.317181
268,7758.106000,9.423078
269,7758.107000,9.344842
270,7758.108000,9.37245
271,7758.109000,9.382431
272,7758.110000,9.381214
273,7758.111000,9.368315
274,7758.112000,9.394567
275,7758.113000,9.369511
276,7758.114000,9.369407
277,7758.115000,9.364759
278,7758.116000,9.357948
279,7758.117000,9.349647
280,7758.118000,9.345284
281,7758.119000,9.345112
282,7758.120000,9.34632
283,7758.121000,9.350317
284,7758.122000,9.358158
285,7758.123000,9.369979
286,7758.124000,9.356864
287,7758.125000,9.316278
288,7758.126000,9.41896
289,7758.127000,9.37772
290,7758.128000,9.368153
291,7758.129000,9.359596
292,7758.130000,9.346128
293,7758.131000,9.345737
294,7758.132000,9.338786
295,7758.133000,9.330441
296,7758.134000,9.329639
297,7758.135000,9.335562
298,7758.136000,9.419765
299,7758.137000,9.453356
300,7758.138000,9.463932
301,7758.139000,9.400871
302,7758.140000,9.448928
303,7758.141000,9.327605
304,7758.142000,9.313363
305,7758.143000,9.32422
306,7758.144000,9.334158
307,7758.145000,9.358453
308,7758.146000,9.365357
309,7758.147000,9.349237
310,7758.148000,9.337837
311,7758.149000,9.32259
312,7758.150000,9.318364
313,7758.151000,9.329336
314,7758.152000,9.341329
315,7758.153000,9.359044
316,7758.154000,9.34699
317,7758.155000,9.300405
318,7758.156000,9.305416
319,7758.157000,9.358421
320,7758.158000,9.387444
321,7758.159000,9.283544
322,7758.160000,9.420641
323,7758.161000,9.366105
324,7758.162000,9.349948
325,7758.163000,9.387812
326,7758.164000,9.389703
327,7758.165000,9.399953
328,7758.166000,9.407976
329,7758.167000,9.413423
330,7758.168000,9.428578
331,7758.169000,9.447899
332,7758.170000,9.433563
333,7758.171000,9.461246
334,7758.172000,9.467488
335,7758.173000,9.478044
336,7758.174000,9.490222
337,7758.175000,9.504099
338,7758.176000,9.518998
339,7758.177000,9.53532
340,7758.178000,9.54952
341,7758.179000,9.561276
342,7758.180000,9.572622
343,7758.181000,9.582609
344,7758.182000,9.602228
345,7758.183000,9.632623
346,7758.184000,9.6678
347,7758.185000,9.710835
348,7758.186000,9.696404
349,7758.187000,9.617908
350,7758.188000,9.628541
351,7758.189000,9.722109
352,7758.190000,9.749181
353,7758.191000,9.733546
354,7758.192000,9.745748
355,7758.193000,9.764378
356,7758.194000,9.802944
357,7758.195000,9.738222
358,7758.196000,9.760532
359,7758.197000,9.821992
360,7758.198000,9.810167
361,7758.199000,9.829919
362,7758.200000,9.85426
363,7758.201000,9.906454
364,7758.202000,9.860754
365,7758.203000,9.848768
366,7758.204000,9.914728
367,7758.205000,9.903357
368,7758.206000,9.851229
369,7758.207000,10.04394
370,7758.208000,10.04828
371,7758.209000,9.985658
372,7758.210000,9.94494
373,7758.211000,10.03643
374,7758.212000,10.07361
375,7758.213000,10.07494
376,7758.214000,10.09204
377,7758.215000,10.09344
378,7758.216000,10.08703
379,7758.217000,10.071
380,7758.218000,10.10167
381,7758.219000,10.18458
382,7758.220000,10.21422
383,7758.221000,10.1986
384,7758.222000,10.17719
385,7758.223000,10.12926
386,7758.224000,10.08134
387,7758.225000,10.05593
388,7758.226000,10.18378
389,7758.227000,10.32132
390,7758.228000,10.34884
391,7758.229000,10.20989
392,7758.230000,10.13761
393,7758.231000,10.08359
394,7758.232000,10.11587
395,7758.233000,10.27671
396,7758.234000,10.30649
397,7758.235000,10.21948
398,7758.236000,10.31611
399,7758.237000,10.33594
400,7758.238000,10.29988
401,7758.239000,10.25556
402,7758.240000,10.23908
403,7758.241000,10.27523
404,7758.242000,10.00135
405,7758.243000,10.12169
406,7758.244000,10.29999
407,7758.245000,10.27482
408,7758.246000,10.33334
409,7758.247000,10.29401
410,7758.248000,10.25003
411,7758.249000,10.17604
412,7758.250000,10.139
413,7758.251000,10.14915
414,7758.252000,10.10501
415,7758.253000,10.01958
416,7758.254000,9.995236
417,7758.255000,10.02191
418,7758.256000,10.10931
419,7758.257000,10.16943
420,7758.258000,10.09193
421,7758.259000,9.823632
422,7758.260000,9.765285
423,7758.261000,9.892787
424,7758.262000,9.919006
425,7758.263000,9.910699
426,7758.264000,9.873552
427,7758.265000,9.764505
428,7758.266000,9.808141
429,7758.267000,9.827192
430,7758.268000,9.873872
431,7758.269000,9.91352
432,7758.270000,9.870752
433,7758.271000,9.724545
434,7758.272000,9.689066
435,7758.273000,9.75161
436,7758.274000,9.818601
437,7758.275000,9.932319
438,7758.276000,9.900354
439,7758.277000,9.780852
440,7758.278000,9.792305
441,7758.279000,9.835295
442,7758.280000,9.835722
443,7758.281000,9.816171
444,7758.282000,9.800299
445,7758.283000,9.778047
446,7758.284000,9.756303
447,7758.285000,9.73772
448,7758.286000,9.698637
449,7758.287000,9.639603
450,7758.288000,9.786501
451,7758.289000,9.663363
452,7758.290000,9.556226
453,7758.291000,9.547135
454,7758.292000,9.66775
455,7758.293000,9.598692
456,7758.294000,9.502176
457,7758.295000,9.497818
458,7758.296000,9.392828
459,7758.297000,9.26643
460,7758.298000,9.399038
461,7758.299000,9.677165
462,7758.300000,9.687252
463,7758.301000,9.404368
464,7758.302000,9.298971
465,7758.303000,9.303536
466,7758.304000,9.279237
467,7758.305000,9.304197
468,7758.306000,9.373029
469,7758.307000,9.487656
470,7758.308000,9.365695
471,7758.309000,9.245505
472,7758.310000,9.25883
473,7758.311000,9.274315
474,7758.312000,9.252843
475,7758.313000,9.244164
476,7758.314000,9.221932
477,7758.315000,9.194787
478,7758.316000,9.183389
479,7758.317000,9.189682
480,7758.318000,9.099029
481,7758.319000,9.119169
482,7758.320000,9.079212
483,7758.321000,9.047954
484,7758.322000,9.021706
485,7758.323000,9.000906
486,7758.324000,8.981101
487,7758.325000,8.964211
488,7758.326000,8.93989
489,7758.327000,8.915195
490,7758.328000,8.887105
491,7758.329000,8.85652
492,7758.330000,8.833068
493,7758.331000,8.817731
494,7758.332000,8.779323
495,7758.333000,8.722175
496,7758.334000,8.770724
497,7758.335000,8.694085
498,7758.336000,8.682544
499,7758.337000,8.659136
500,7758.338000,8.626561
501,7758.339000,8.584001
502,7758.340000,8.555478
503,7758.341000,8.540215
504,7758.342000,8.5155
505,7758.343000,8.485255
506,7758.344000,8.463628
507,7758.345000,8.4479
508,7758.346000,8.426228
509,7758.347000,8.399995
510,7758.348000,8.4014
511,7758.349000,8.375171
512,7758.350000,8.361839
513,7758.351000,8.343158
514,7758.352000,8.32272
515,7758.353000,8.299325
516,7758.354000,8.281792
517,7758.355000,8.270511
518,7758.356000,8.233888
519,7758.357000,8.22543
520,7758.358000,8.213941
521,7758.359000,8.217876
522,7758.360000,8.229176
523,7758.361000,8.251237
524,7758.362000,8.251088
525,7758.363000,8.22586
526,7758.364000,8.194283
527,7758.365000,8.147548
528,7758.366000,8.12388
529,7758.367000,8.127317
530,7758.368000,8.132044
531,7758.369000,8.14803
532,7758.370000,8.147044
533,7758.371000,8.124803
534,7758.372000,8.101819
535,7758.373000,8.070298
536,7758.374000,8.065238
537,7758.375000,8.091356
538,7758.376000,8.094299
539,7758.377000,8.123423
540,7758.378000,8.164244
541,7758.379000,8.118713
542,7758.380000,8.097694
543,7758.381000,8.054882
544,7758.382000,8.033439
545,7758.383000,8.038011
546,7758.384000,8.041538
547,7758.385000,8.053877
548,7758.386000,8.057417
549,7758.387000,8.048582
550,7758.388000,8.044813
551,7758.389000,8.041375
552,7758.390000,8.028236
553,7758.391000,8.006392
554,7758.392000,8.018705
555,7758.393000,8.067119
556,7758.394000,7.950385
557,7758.395000,8.03281
558,7758.396000,8.121104
559,7758.397000,8.05598
560,7758.398000,8.057397
561,7758.399000,8.019643
562,7758.400000,7.980984
563,7758.401000,7.939492
564,7758.402000,8.038836
565,7758.403000,8.181899
566,7758.404000,8.121524
567,7758.405000,8.092699
568,7758.406000,8.045379
569,7758.407000,8.034579
570,7758.408000,8.046182
571,7758.409000,8.10687
572,7758.410000,8.116752
573,7758.411000,8.079333
574,7758.412000,8.096465
575,7758.413000,8.121663
576,7758.414000,8.0764
577,7758.415000,8.070306
578,7758.416000,8.144406
579,7758.417000,8.181408
580,7758.418000,8.052582
581,7758.419000,8.127453
582,7758.420000,8.108031
583,7758.421000,8.132862
584,7758.422000,8.140048
585,7758.423000,8.135576
586,7758.424000,8.134435
587,7758.425000,8.130574
588,7758.426000,8.153317
589,7758.427000,8.206713
590,7758.428000,8.11202
591,7758.429000,8.129009
592,7758.430000,8.219878
593,7758.431000,8.190648
594,7758.432000,8.150419
595,7758.433000,8.199939
596,7758.434000,8.196055
597,7758.435000,8.203202
598,7758.436000,8.210616
599,7758.437000,8.218386
600,7758.438000,8.224411
601,7758.439000,8.228469
602,7758.440000,8.231616
603,7758.441000,8.233247
604,7758.442000,8.23408
605,7758.443000,8.234129
606,7758.444000,8.236722
607,7758.445000,8.242383
608,7758.446000,8.239842
609,7758.447000,8.22917
610,7758.448000,8.318215
611,7758.449000,8.328099
612,7758.450000,8.315786
613,7758.451000,8.318585
614,7758.452000,8.3357
615,7758.453000,8.396089
616,7758.454000,8.22455
617,7758.455000,8.332727
618,7758.456000,8.320694
619,7758.457000,8.305852
620,7758.458000,8.341284
621,7758.459000,8.410674
622,7758.460000,8.414456
623,7758.461000,8.353376
624,7758.462000,8.35154
625,7758.463000,8.393442
626,7758.464000,8.407737
627,7758.465000,8.413112
628,7758.466000,8.418476
629,7758.467000,8.41466
630,7758.468000,8.397659
631,7758.469000,8.365189
632,7758.470000,8.420757
633,7758.471000,8.486047
634,7758.472000,8.518558
635,7758.473000,8.498201
636,7758.474000,8.468373
637,7758.475000,8.40655
638,7758.476000,8.374228
639,7758.477000,8.376148
640,7758.478000,8.436564
641,7758.479000,8.576907
642,7758.480000,8.573282
643,7758.481000,8.421892
644,7758.482000,8.414209
645,7758.483000,8.516203
646,7758.484000,8.532986
647,7758.485000,8.506742
648,7758.486000,8.502446
649,7758.487000,8.498449
650,7758.488000,8.480517
651,7758.489000,8.455021
652,7758.490000,8.427699
653,7758.491000,8.397783
654,7758.492000,8.505495
655,7758.493000,8.517651
656,7758.494000,8.469981
657,7758.495000,8.515462
658,7758.496000,8.488489
659,7758.497000,8.458569
660,7758.498000,8.473329
661,7758.499000,8.457271
662,7758.500000,8.459868
663,7758.501000,8.45972
664,7758.502000,8.458567
665,7758.503000,8.454796
666,7758.504000,8.4673
667,7758.505000,8.468006
668,7758.506000,8.474105
669,7758.507000,8.476584
670,7758.508000,8.479661
671,7758.509000,8.482162
672,7758.510000,8.498861
673,7758.511000,8.53138
674,7758.512000,8.54151
675,7758.513000,8.530335
676,7758.514000,8.53995
677,7758.515000,8.564653
678,7758.516000,8.580947
679,7758.517000,8.595027
680,7758.518000,8.608799
681,7758.519000,8.619134
682,7758.520000,8.627193
683,7758.521000,8.632133
684,7758.522000,8.640388
685,7758.523000,8.65232
686,7758.524000,8.631807
687,7758.525000,8.577104
688,7758.526000,8.680212
689,7758.527000,8.683816
690,7758.528000,8.608384
691,7758.529000,8.657234
692,7758.530000,8.64147
693,7758.531000,8.651515
694,7758.532000,8.646458
695,7758.533000,8.629977
696,7758.534000,8.657998
697,7758.535000,8.643274
698,7758.536000,8.653596
699,7758.537000,8.66205
700,7758.538000,8.669949
701,7758.539000,8.677094
702,7758.540000,8.693621
703,7758.541000,8.704195
704,7758.542000,8.717505
705,7758.543000,8.728533
706,7758.544000,8.739679
707,7758.545000,8.750063
708,7758.546000,8.762689
709,7758.547000,8.777802
710,7758.548000,8.793884
711,7758.549000,8.81172
712,7758.550000,8.824026
713,7758.551000,8.830085
714,7758.552000,8.849113
715,7758.553000,8.849481
716,7758.554000,8.868197
717,7758.555000,8.896395
718,7758.556000,8.907554
719,7758.557000,8.902821
720,7758.558000,8.915854
721,7758.559000,8.94292
722,7758.560000,8.937561
723,7758.561000,8.902368
724,7758.562000,9.011632
725,7758.563000,8.975677
726,7758.564000,9.025157
727,7758.565000,9.067653
728,7758.566000,9.05685
729,7758.567000,8.986702
730,7758.568000,9.001872
731,7758.569000,9.096546
732,7758.570000,9.121268
733,7758.571000,9.097673
734,7758.572000,9.10817
735,7758.573000,9.131355
736,7758.574000,9.143464
737,7758.575000,9.15397
738,7758.576000,9.175996
739,7758.577000,9.208638
740,7758.578000,9.194764
741,7758.579000,9.132096
742,7758.580000,9.308182
743,7758.581000,9.2638
744,7758.582000,9.205539
745,7758.583000,9.271668
746,7758.584000,9.293518
747,7758.585000,9.287159
748,7758.586000,9.303431
749,7758.587000,9.31574
750,7758.588000,9.324455
751,7758.589000,9.329459
752,7758.590000,9.351555
753,7758.591000,9.391699
754,7758.592000,9.358333
755,7758.593000,9.394613
756,7758.594000,9.451331
757,7758.595000,9.470129
758,7758.596000,9.524635
759,7758.597000,9.581918
760,7758.598000,9.572876
761,7758.599000,9.489595
762,7758.600000,9.416696
763,7758.601000,9.457756
764,7758.602000,9.44531
765,7758.603000,9.444582
766,7758.604000,9.486107
767,7758.605000,9.567977
768,7758.606000,9.595106
769,7758.607000,9.56819
770,7758.608000,9.542205
771,7758.609000,9.496424
772,7758.610000,9.454782
773,7758.611000,9.423385
774,7758.612000,9.437566
775,7758.613000,9.387969
776,7758.614000,9.381687
777,7758.615000,9.377573
778,7758.616000,9.470388
779,7758.617000,9.556243
780,7758.618000,9.485888
781,7758.619000,9.508291
782,7758.620000,9.434067
783,7758.621000,9.339037
784,7758.622000,9.304944
785,7758.623000,9.341731
786,7758.624000,9.315156
787,7758.625000,9.337491
788,7758.626000,9.329358
789,7758.627000,9.309394
790,7758.628000,9.288021
791,7758.629000,9.259819
792,7758.630000,9.241098
793,7758.631000,9.234227
794,7758.632000,9.226105
795,7758.633000,9.221064
796,7758.634000,9.209947
797,7758.635000,9.190713
798,7758.636000,9.206844
799,7758.637000,9.259282
800,7758.638000,9.143843
801,7758.639000,9.156039
802,7758.640000,9.222192
803,7758.641000,9.137771
804,7758.642000,9.137669
805,7758.643000,9.122322
806,7758.644000,9.103967
807,7758.645000,9.083612
808,7758.646000,9.085915
809,7758.647000,9.112839
810,7758.648000,9.151282
811,7758.649000,9.207983
812,7758.650000,9.229631
813,7758.651000,9.187993
814,7758.652000,9.138008
815,7758.653000,9.054574
816,7758.654000,9.024873
817,7758.655000,9.056164
818,7758.656000,9.068263
819,7758.657000,9.088843
820,7758.658000,9.174106
821,7758.659000,9.134463
822,7758.660000,9.078968
823,7758.661000,9.086408
824,7758.662000,9.065099
825,7758.663000,9.072433
826,7758.664000,9.07694
827,7758.665000,9.085997
828,7758.666000,9.086538
829,7758.667000,9.075233
830,7758.668000,9.088315
831,7758.669000,9.075004
832,7758.670000,9.076001
833,7758.671000,9.076554
834,7758.672000,9.076408
835,7758.673000,9.076212
836,7758.674000,9.076808
837,7758.675000,9.077906
838,7758.676000,9.073282
839,7758.677000,9.062397
840,7758.678000,9.079972
841,7758.679000,9.127513
842,7758.680000,9.035291
843,7758.681000,9.074821
844,7758.682000,9.120719
845,7758.683000,9.086166
846,7758.684000,9.101647
847,7758.685000,9.108366
848,7758.686000,9.115178
849,7758.687000,9.122103
850,7758.688000,9.130017
851,7758.689000,9.138805
852,7758.690000,9.142969
853,7758.691000,9.142127
854,7758.692000,9.168512
855,7758.693000,9.223674
856,7758.694000,9.142664
857,7758.695000,9.152758
858,7758.696000,9.250883
859,7758.697000,9.180554
860,7758.698000,9.200691
861,7758.699000,9.201254
862,7758.700000,9.19946
863,7758.701000,9.19521
864,7758.702000,9.196642
865,7758.703000,9.204307
866,7758.704000,9.213421
867,7758.705000,9.226084
868,7758.706000,9.217093
869,7758.707000,9.183731
870,7758.708000,9.165572
871,7758.709000,9.158159
872,7758.710000,9.255959
873,7758.711000,9.170761
874,7758.712000,9.185996
875,7758.713000,9.192774
876,7758.714000,9.188207
877,7758.715000,9.176207
878,7758.716000,9.176177
879,7758.717000,9.186525
880,7758.718000,9.182799
881,7758.719000,9.167201
882,7758.720000,9.1762
883,7758.721000,9.207868
884,7758.722000,9.130177
885,7758.723000,9.143115
886,7758.724000,9.185323
887,7758.725000,9.161308
888,7758.726000,9.128503
889,7758.727000,9.153566
890,7758.728000,9.142963
891,7758.729000,9.136814
892,7758.730000,9.143585
893,7758.731000,9.163836
894,7758.732000,9.116704
895,7758.733000,9.148381
896,7758.734000,9.143539
897,7758.735000,9.151009
898,7758.736000,9.132755
899,7758.737000,9.135252
900,7758.738000,9.142635
901,7758.739000,9.171346
902,7758.740000,9.108649
903,7758.741000,9.153415
904,7758.742000,9.144796
905,7758.743000,9.148767
906,7758.744000,9.153744
907,7758.745000,9.160152
908,7758.746000,9.165051
909,7758.747000,9.168161
910,7758.748000,9.164527
911,7758.749000,9.152669
912,7758.750000,9.179938
913,7758.751000,9.176859
914,7758.752000,9.169737
915,7758.753000,9.134877
916,7758.754000,9.094557
917,7758.755000,9.111326
918,7758.756000,9.176037
919,7758.757000,9.166286
920,7758.758000,9.186757
921,7758.759000,9.17872
922,7758.760000,9.169559
923,7758.761000,9.152352
924,7758.762000,9.141727
925,7758.763000,9.140229
926,7758.764000,9.134617
927,7758.765000,9.128769
928,7758.766000,9.12936
929,7758.767000,9.135687
930,7758.768000,9.147669
931,7758.769000,9.166948
932,7758.770000,9.170291
933,7758.771000,9.156185
934,7758.772000,9.1377
935,7758.773000,9.108872
936,7758.774000,9.09797
937,7758.775000,9.108101
938,7758.776000,9.119224
939,7758.777000,9.138708
940,7758.778000,9.07741
941,7758.779000,9.120587
942,7758.780000,9.106799
943,7758.781000,9.1004
944,7758.782000,9.095688
945,7758.783000,9.091979
946,7758.784000,9.086358
947,7758.785000,9.079493
948,7758.786000,9.072126
949,7758.787000,9.063866
950,7758.788000,9.058792
951,7758.789000,9.05734
952,7758.790000,9.042947
953,7758.791000,9.015287
954,7758.792000,9.078164
955,7758.793000,9.040837
956,7758.794000,9.059918
957,7758.795000,9.071868
958,7758.796000,9.072787
959,7758.797000,9.061227
960,7758.798000,9.089801
961,7758.799000,9.159082
962,7758.800000,8.930443
963,7758.801000,9.004364
964,7758.802000,8.988696
965,7758.803000,8.981232
966,7758.804000,9.018483
967,7758.805000,9.077515
968,7758.806000,9.100331
969,7758.807000,9.082631
970,7758.808000,9.066609
971,7758.809000,9.036817
972,7758.810000,9.018596
973,7758.811000,9.017389
974,7758.812000,9.010804
975,7758.813000,9.006041
976,7758.814000,9.006767
977,7758.815000,9.01143
978,7758.816000,9.068273
979,7758.817000,9.09201
980,7758.818000,9.112546
981,7758.819000,9.09779
982,7758.820000,9.075932
983,7758.821000,9.03604
984,7758.822000,9.01981
985,7758.823000,9.031733
986,7758.824000,9.042585
987,7758.825000,9.063123
988,7758.826000,9.073435
989,7758.827000,9.06961
990,7758.828000,9.065158
991,7758.829000,9.054144
992,7758.830000,9.068661
993,7758.831000,9.089485
994,7758.832000,9.047647
995,7758.833000,9.018337
996,7758.834000,9.119363
997,7758.835000,9.052771
998,7758.836000,9.077673
999,7758.837000,9.087339
1000,7758.838000,9.085679
1001,7758.839000,9.071256
1002,7758.840000,9.039661
1003,7758.841000,8.98581
1004,7758.842000,9.129266
1005,7758.843000,9.16088
1006,7758.844000,9.020979
1007,7758.845000,9.107737
1008,7758.846000,9.073264
1009,7758.847000,9.077869
1010,7758.848000,9.081625
1011,7758.849000,9.092502
1012,7758.850000,9.096428
1013,7758.851000,9.092669
1014,7758.852000,9.095284
1015,7758.853000,9.101717
1016,7758.854000,9.09756
1017,7758.855000,9.083786
1018,7758.856000,9.111977
1019,7758.857000,9.135779
1020,7758.858000,9.062757
1021,7758.859000,9.108647
1022,7758.860000,9.088195
1023,7758.861000,9.077291
1024,7758.862000,9.080973
1025,7758.863000,9.100961
1026,7758.864000,9.101175
1027,7758.865000,9.083784
1028,7758.866000,9.055072
1029,7758.867000,9.072969
1030,7758.868000,9.071765
1031,7758.869000,9.056307
1032,7758.870000,9.059098
1033,7758.871000,9.070467
1034,7758.872000,9.041046
1035,7758.873000,8.969584
1036,7758.874000,9.10635
1037,7758.875000,9.014328
1038,7758.876000,9.003694
1039,7758.877000,9.015663
1040,7758.878000,9.003475
1041,7758.879000,8.995764
1042,7758.880000,8.987819
1043,7758.881000,8.979652
1044,7758.882000,8.971288
1045,7758.883000,8.962725
1046,7758.884000,8.953976
1047,7758.885000,8.945048
1048,7758.886000,8.936377
1049,7758.887000,8.92801
1050,7758.888000,8.919928
1051,7758.889000,8.912276
1052,7758.890000,8.902562
1053,7758.891000,8.890606
1054,7758.892000,8.891148
1055,7758.893000,8.904908
1056,7758.894000,8.858666
1057,7758.895000,8.816991
1058,7758.896000,8.909022
