DATE,DEXKOUS
2007-02-05,935.50
2007-02-06,932.50
2007-02-07,933.20
2007-02-08,934.50
2007-02-09,934.30
2007-02-12,937.40
2007-02-13,939.40
2007-02-14,938.20
2007-02-15,934.20
2007-02-16,936.00
2007-02-19,.
2007-02-20,938.20
2007-02-21,938.20
2007-02-22,938.70
2007-02-23,937.50
2007-02-26,938.50
2007-02-27,938.50
2007-02-28,942.30
2007-03-01,941.40
2007-03-02,947.40
2007-03-05,949.10
2007-03-06,947.60
2007-03-07,947.10
2007-03-08,945.60
2007-03-09,945.10
2007-03-12,943.80
2007-03-13,944.30
2007-03-14,946.20
2007-03-15,944.10
2007-03-16,944.60
2007-03-19,943.60
2007-03-20,941.30
2007-03-21,937.70
2007-03-22,937.90
2007-03-23,937.20
2007-03-26,937.65
2007-03-27,940.70
2007-03-28,939.60
2007-03-29,940.40
2007-03-30,941.10
2007-04-02,937.00
2007-04-03,936.40
2007-04-04,936.10
2007-04-05,932.10
2007-04-06,931.60
2007-04-09,932.60
2007-04-10,933.60
2007-04-11,932.20
2007-04-12,931.60
2007-04-13,929.00
2007-04-16,931.40
2007-04-17,928.60
2007-04-18,927.90
2007-04-19,928.50
2007-04-20,927.40
2007-04-23,926.10
2007-04-24,927.25
2007-04-25,926.60
2007-04-26,928.55
2007-04-27,929.00
2007-04-30,931.00
2007-05-01,930.70
2007-05-02,929.80
2007-05-03,926.70
2007-05-04,927.30
2007-05-07,922.30
2007-05-08,922.70
2007-05-09,923.20
2007-05-10,925.65
2007-05-11,926.10
2007-05-14,923.15
2007-05-15,924.20
2007-05-16,923.60
2007-05-17,927.80
2007-05-18,934.00
2007-05-21,929.90
2007-05-22,931.70
2007-05-23,931.20
2007-05-24,932.70
2007-05-25,928.00
2007-05-28,.
2007-05-29,927.50
2007-05-30,930.80
2007-05-31,927.40
2007-06-01,928.10
2007-06-04,927.30
2007-06-05,926.50
2007-06-06,926.80
2007-06-07,926.50
2007-06-08,932.30
2007-06-11,931.70
2007-06-12,930.20
2007-06-13,931.50
2007-06-14,929.70
2007-06-15,927.60
2007-06-18,928.40
2007-06-19,927.60
2007-06-20,927.60
2007-06-21,926.60
2007-06-22,927.90
2007-06-25,926.20
2007-06-26,926.10
2007-06-27,927.40
2007-06-28,926.60
2007-06-29,922.60
2007-07-02,921.30
2007-07-03,917.70
2007-07-04,.
2007-07-05,921.70
2007-07-06,919.40
2007-07-09,920.90
2007-07-10,919.60
2007-07-11,919.10
2007-07-12,918.40
2007-07-13,916.40
2007-07-16,917.90
2007-07-17,917.90
2007-07-18,916.20
2007-07-19,915.70
2007-07-20,914.70
2007-07-23,914.90
2007-07-24,913.80
2007-07-25,913.60
2007-07-26,917.90
2007-07-27,921.40
2007-07-30,923.00
2007-07-31,919.00
2007-08-01,924.90
2007-08-02,922.60
2007-08-03,922.50
2007-08-06,923.10
2007-08-07,922.60
2007-08-08,923.80
2007-08-09,922.70
2007-08-10,931.50
2007-08-13,929.10
2007-08-14,932.20
2007-08-15,932.00
2007-08-16,945.90
2007-08-17,950.20
2007-08-20,942.60
2007-08-21,943.20
2007-08-22,943.80
2007-08-23,941.40
2007-08-24,941.45
2007-08-27,938.30
2007-08-28,939.40
2007-08-29,941.70
2007-08-30,940.10
2007-08-31,938.10
2007-09-03,938.10
2007-09-04,938.80
2007-09-05,937.80
2007-09-06,938.70
2007-09-07,937.70
2007-09-10,939.90
2007-09-11,936.50
2007-09-12,931.60
2007-09-13,927.40
2007-09-14,927.90
2007-09-17,929.40
2007-09-18,929.80
2007-09-19,924.80
2007-09-20,918.70
2007-09-21,920.70
2007-09-24,919.10
2007-09-25,920.70
2007-09-26,920.80
2007-09-27,919.90
2007-09-28,913.60
2007-10-01,914.50
2007-10-02,915.70
2007-10-03,915.50
2007-10-04,916.30
2007-10-05,915.90
2007-10-08,915.90
2007-10-09,918.20
2007-10-10,919.30
2007-10-11,915.50
2007-10-12,917.60
2007-10-15,916.70
2007-10-16,917.50
2007-10-17,917.30
2007-10-18,916.00
2007-10-19,915.50
2007-10-22,916.80
2007-10-23,918.00
2007-10-24,917.50
2007-10-25,915.00
2007-10-26,908.90
2007-10-29,910.20
2007-10-30,906.70
2007-10-31,903.20
2007-11-01,907.00
2007-11-02,908.00
2007-11-05,907.50
2007-11-06,906.20
2007-11-07,905.20
2007-11-08,907.00
2007-11-09,910.40
2007-11-12,.
2007-11-13,914.60
2007-11-14,913.10
2007-11-15,919.10
2007-11-16,917.30
2007-11-19,920.50
2007-11-20,921.80
2007-11-21,932.80
2007-11-22,932.80
2007-11-23,930.50
2007-11-26,929.00
2007-11-27,931.80
2007-11-28,931.20
2007-11-29,928.30
2007-11-30,920.90
2007-12-03,923.80
2007-12-04,922.30
2007-12-05,923.00
2007-12-06,921.80
2007-12-07,918.90
2007-12-10,923.30
2007-12-11,923.70
2007-12-12,926.10
2007-12-13,925.25
2007-12-14,929.80
2007-12-17,933.40
2007-12-18,938.35
2007-12-19,939.20
2007-12-20,943.40
2007-12-21,940.30
2007-12-24,939.20
2007-12-25,.
2007-12-26,938.70
2007-12-27,940.00
2007-12-28,935.60
2007-12-31,935.80
2008-01-01,.
2008-01-02,936.60
2008-01-03,936.20
2008-01-04,938.10
2008-01-07,940.00
2008-01-08,939.00
2008-01-09,937.10
2008-01-10,937.20
2008-01-11,937.20
2008-01-14,937.00
2008-01-15,935.20
2008-01-16,942.50
2008-01-17,945.70
2008-01-18,945.90
2008-01-21,.
2008-01-22,946.90
2008-01-23,953.20
2008-01-24,948.60
2008-01-25,948.20
2008-01-28,948.70
2008-01-29,941.50
2008-01-30,945.00
2008-01-31,943.40
2008-02-01,944.50
2008-02-04,941.30
2008-02-05,943.10
2008-02-06,941.4000
2008-02-07,941.3000
2008-02-08,944.6000
2008-02-11,945.0000
2008-02-12,943.9000
2008-02-13,945.3000
2008-02-14,944.3000
2008-02-15,944.6000
2008-02-18,.
2008-02-19,944.1000
2008-02-20,947.5000
2008-02-21,948.2000
2008-02-22,948.2000
2008-02-25,948.2000
2008-02-26,946.5000
2008-02-27,938.1000
2008-02-28,937.2000
2008-02-29,942.8000
2008-03-03,947.1000
2008-03-04,947.4500
2008-03-05,948.1500
2008-03-06,952.7000
2008-03-07,956.8000
2008-03-10,966.1000
2008-03-11,966.4000
2008-03-12,969.3000
2008-03-13,982.1000
2008-03-14,997.1000
2008-03-17,1021.4500
2008-03-18,1008.4000
2008-03-19,1008.5500
2008-03-20,1009.1500
2008-03-21,1002.0000
2008-03-24,993.7000
2008-03-25,975.8000
2008-03-26,993.1000
2008-03-27,990.0800
2008-03-28,992.4000
2008-03-31,988.6000
2008-04-01,979.0000
2008-04-02,975.7000
2008-04-03,977.2000
2008-04-04,973.5000
2008-04-07,974.6000
2008-04-08,975.7000
2008-04-09,975.7000
2008-04-10,975.0000
2008-04-11,975.8000
2008-04-14,979.3000
2008-04-15,991.3000
2008-04-16,989.1000
2008-04-17,991.6000
2008-04-18,1000.0000
2008-04-21,997.5000
2008-04-22,996.8000
2008-04-23,990.7000
2008-04-24,995.6500
2008-04-25,994.0000
2008-04-28,996.3000
2008-04-29,1001.5500
2008-04-30,1005.0000
2008-05-01,1004.0000
2008-05-02,1009.0000
2008-05-05,1007.8000
2008-05-06,1015.0000
2008-05-07,1030.0000
2008-05-08,1040.5000
2008-05-09,1044.0000
2008-05-12,1043.0000
2008-05-13,1047.0000
2008-05-14,1047.0000
2008-05-15,1043.0000
2008-05-16,1037.0000
2008-05-19,1041.0000
2008-05-20,1047.0000
2008-05-21,1039.0000
2008-05-22,1044.0000
2008-05-23,1045.5000
2008-05-26,.
2008-05-27,1041.0000
2008-05-28,1033.5000
2008-05-29,1030.0000
2008-05-30,1028.5000
2008-06-02,1022.3000
2008-06-03,1016.8000
2008-06-04,1019.0000
2008-06-05,1023.0000
2008-06-06,1030.5000
2008-06-09,1032.0000
2008-06-10,1027.5000
2008-06-11,1030.3000
2008-06-12,1033.3000
2008-06-13,1044.0000
2008-06-16,1038.5000
2008-06-17,1021.8000
2008-06-18,1029.2500
2008-06-19,1028.0000
2008-06-20,1031.5000
2008-06-23,1036.8000
2008-06-24,1032.5000
2008-06-25,1034.3000
2008-06-26,1041.3000
2008-06-27,1041.7500
2008-06-30,1046.8000
2008-07-01,1050.5000
2008-07-02,1036.5000
2008-07-03,1044.5000
2008-07-04,.
2008-07-07,1044.5000
2008-07-08,1026.2500
2008-07-09,1000.0000
2008-07-10,998.2000
2008-07-11,1000.3000
2008-07-14,1003.8000
2008-07-15,1006.3000
2008-07-16,1006.7500
2008-07-17,1011.0000
2008-07-18,1013.0000
2008-07-21,1017.0000
2008-07-22,1014.0000
2008-07-23,1009.0000
2008-07-24,1006.8000
2008-07-25,1007.0000
2008-07-28,1006.0000
2008-07-29,1006.0000
2008-07-30,1012.3000
2008-07-31,1011.5000
2008-08-01,1015.7500
2008-08-04,1016.7500
2008-08-05,1017.0000
2008-08-06,1015.5000
2008-08-07,1016.0000
2008-08-08,1028.0000
2008-08-11,1030.0000
2008-08-12,1034.2000
2008-08-13,1039.5000
2008-08-14,1039.5000
2008-08-15,1039.3000
2008-08-18,1042.8000
2008-08-19,1051.3000
2008-08-20,1047.3000
2008-08-21,1053.6000
2008-08-22,1062.3000
2008-08-25,1077.8000
2008-08-26,1087.5000
2008-08-27,1084.0000
2008-08-28,1081.3000
2008-08-29,1089.0000
2008-09-01,.
2008-09-02,1134.4500
2008-09-03,1147.9000
2008-09-04,1130.3000
2008-09-05,1117.8000
2008-09-08,1081.2000
2008-09-09,1099.5000
2008-09-10,1091.3000
2008-09-11,1110.0000
2008-09-12,1106.5000
2008-09-15,1117.8500
2008-09-16,1159.7500
2008-09-17,1115.5000
2008-09-18,1152.4000
2008-09-19,1139.5000
2008-09-22,1127.3000
2008-09-23,1146.5000
2008-09-24,1153.5000
2008-09-25,1148.8000
2008-09-26,1160.1000
2008-09-29,1185.7500
2008-09-30,1206.3000
2008-10-01,1194.8500
2008-10-02,1222.9000
2008-10-03,1220.9000
2008-10-06,1267.4000
2008-10-07,1328.4000
2008-10-08,1415.2500
2008-10-09,1381.4000
2008-10-10,1306.4000
2008-10-13,.
2008-10-14,1207.2500
2008-10-15,1237.5000
2008-10-16,1369.5000
2008-10-17,1333.3000
2008-10-20,1315.0000
2008-10-21,1320.1000
2008-10-22,1418.5000
2008-10-23,1408.7000
2008-10-24,1430.8000
2008-10-27,1441.7000
2008-10-28,1467.7000
2008-10-29,1426.9000
2008-10-30,1250.1800
2008-10-31,1277.5000
2008-11-03,1262.0000
2008-11-04,1287.9000
2008-11-05,1266.3000
2008-11-06,1330.8000
2008-11-07,1310.0000
2008-11-10,1326.1800
2008-11-11,.
2008-11-12,1354.5000
2008-11-13,1392.5000
2008-11-14,1399.3000
2008-11-17,1410.0000
2008-11-18,1447.4000
2008-11-19,1445.9000
2008-11-20,1496.0000
2008-11-21,1493.3000
2008-11-24,1507.9000
2008-11-25,1501.4000
2008-11-26,1477.3000
2008-11-27,.
2008-11-28,1468.0000
2008-12-01,1439.4000
2008-12-02,1463.5000
2008-12-03,1467.8000
2008-12-04,1479.0000
2008-12-05,1475.6000
2008-12-08,1445.0000
2008-12-09,1439.0000
2008-12-10,1393.0000
2008-12-11,1354.5000
2008-12-12,1369.0000
2008-12-15,1360.9000
2008-12-16,1347.4000
2008-12-17,1324.0000
2008-12-18,1285.0000
2008-12-19,1287.9000
2008-12-22,1308.0000
2008-12-23,1331.0000
2008-12-24,1304.3000
2008-12-25,.
2008-12-26,1298.9000
2008-12-29,1262.0000
2008-12-30,1257.4000
2008-12-31,1262.0000
2009-01-01,.
2009-01-02,1318.3000
2009-01-05,1313.5000
2009-01-06,1307.0000
2009-01-07,1292.3000
2009-01-08,1328.2500
2009-01-09,1347.5000
2009-01-12,1349.0000
2009-01-13,1353.0000
2009-01-14,1353.0000
2009-01-15,1391.5000
2009-01-16,1351.5000
2009-01-19,.
2009-01-20,1351.5000
2009-01-21,1368.0000
2009-01-22,1374.0000
2009-01-23,1390.8000
2009-01-26,1390.8000
2009-01-27,1390.0000
2009-01-28,1369.0000
2009-01-29,1369.0000
2009-01-30,1380.0000
2009-02-02,1390.0000
2009-02-03,1394.5000
2009-02-04,1378.4000
2009-02-05,1384.2000
2009-02-06,1368.7000
2009-02-09,1374.0000
2009-02-10,1388.0000
2009-02-11,1390.0000
2009-02-12,1394.0000
2009-02-13,1403.5000
2009-02-16,.
2009-02-17,1454.8000
2009-02-18,1459.0000
2009-02-19,1480.7000
2009-02-20,1519.5000
2009-02-23,1495.5000
2009-02-24,1516.0000
2009-02-25,1515.7000
2009-02-26,1512.8000
2009-02-27,1532.8000
2009-03-02,1570.1000
2009-03-03,1551.2000
2009-03-04,1550.9500
2009-03-05,1567.1000
2009-03-06,1549.6000
2009-03-09,1541.0000
2009-03-10,1501.0000
2009-03-11,1466.0000
2009-03-12,1494.7500
2009-03-13,1481.2000
2009-03-16,1435.0000
2009-03-17,1415.7500
2009-03-18,1409.0000
2009-03-19,1388.5000
2009-03-20,1396.5000
2009-03-23,1382.9000
2009-03-24,1378.9000
2009-03-25,1362.2000
2009-03-26,1334.8000
2009-03-27,1350.9000
2009-03-30,1391.9000
2009-03-31,1372.3000
2009-04-01,1378.2500
2009-04-02,1329.5000
2009-04-03,1335.5000
2009-04-06,1304.5000
2009-04-07,1317.5000
2009-04-08,1349.5000
2009-04-09,1316.0000
2009-04-10,1328.0000
2009-04-13,1328.9000
2009-04-14,1319.5000
2009-04-15,1333.0000
2009-04-16,1331.0000
2009-04-17,1327.0000
2009-04-20,1330.0000
2009-04-21,1349.0000
2009-04-22,1345.5000
2009-04-23,1343.0000
2009-04-24,1338.2000
2009-04-27,1338.4000
2009-04-28,1351.8000
2009-04-29,1335.7000
2009-04-30,1277.0000
2009-05-01,1277.0000
2009-05-04,1267.5000
2009-05-05,1267.5000
2009-05-06,1272.0000
2009-05-07,1257.3000
2009-05-08,1242.2500
2009-05-11,1232.9000
2009-05-12,1238.0000
2009-05-13,1239.0000
2009-05-14,1264.0000
2009-05-15,1252.0000
2009-05-18,1260.5000
2009-05-19,1244.5000
2009-05-20,1246.0000
2009-05-21,1245.0000
2009-05-22,1242.0000
