DATE,DEXSIUS
2017-01-04,1.4409
2017-01-05,1.4292
2017-01-06,1.4372
2017-01-09,1.4345
2017-01-10,1.4348
2017-01-11,1.4364
2017-01-12,1.4221
2017-01-13,1.4313
2017-01-16,.
2017-01-17,1.4171
2017-01-18,1.4235
2017-01-19,1.4289
2017-01-20,.
2017-01-23,1.4186
2017-01-24,1.4178
2017-01-25,1.4168
2017-01-26,1.4250
2017-01-27,1.4281
2017-01-30,1.4220
2017-01-31,1.4095
2017-02-01,1.4151
2017-02-02,1.4086
2017-02-03,1.4070
