DATE,DEXINUS
2011-09-06,46.0000
2011-09-07,46.0700
2011-09-08,46.2000
2011-09-09,46.6400
2011-09-12,47.2200
2011-09-13,47.4900
2011-09-14,47.5800
2011-09-15,47.5400
2011-09-16,47.2700
2011-09-19,47.7200
2011-09-20,47.9300
2011-09-21,48.3200
2011-09-22,49.4700
2011-09-23,49.3400
2011-09-26,49.4700
2011-09-27,48.9200
2011-09-28,48.9400
2011-09-29,48.9300
2011-09-30,49.0500
2011-10-03,49.0900
2011-10-04,49.3000
2011-10-05,49.2400
2011-10-06,49.1800
2011-10-07,48.8900
2011-10-10,.
2011-10-11,49.2400
2011-10-12,48.9500
2011-10-13,49.2200
2011-10-14,48.8900
2011-10-17,49.0300
2011-10-18,49.3300
2011-10-19,49.1700
2011-10-20,49.8600
2011-10-21,49.8200
2011-10-24,49.7200
2011-10-25,49.4100
2011-10-26,49.4000
2011-10-27,49.0000
2011-10-28,48.6300
2011-10-31,48.6700
2011-11-01,49.2600
2011-11-02,49.1000
2011-11-03,49.0400
2011-11-04,48.9900
2011-11-07,48.9400
2011-11-08,49.3900
2011-11-09,50.0500
2011-11-10,49.9800
2011-11-11,.
2011-11-14,50.3700
2011-11-15,50.6200
2011-11-16,50.6600
2011-11-17,50.9500
2011-11-18,51.2300
2011-11-21,52.0600
2011-11-22,52.4800
2011-11-23,52.2600
2011-11-24,.
2011-11-25,52.2300
2011-11-28,51.9400
2011-11-29,51.9000
2011-11-30,52.1200
2011-12-01,51.3600
2011-12-02,50.5000
2011-12-05,51.3100
2011-12-06,51.2300
2011-12-07,51.6200
2011-12-08,51.7000
2011-12-09,51.8700
2011-12-12,52.6000
2011-12-13,53.0900
2011-12-14,53.7100
2011-12-15,53.5500
2011-12-16,52.4900
2011-12-19,52.6900
2011-12-20,52.7600
2011-12-21,52.3900
2011-12-22,52.5600
2011-12-23,52.7800
2011-12-26,.
2011-12-27,52.9300
2011-12-28,52.8800
2011-12-29,53.0000
2011-12-30,53.0100
2012-01-02,.
2012-01-03,53.1100
2012-01-04,52.8500
2012-01-05,52.8900
2012-01-06,52.6700
2012-01-09,52.3900
2012-01-10,51.5900
2012-01-11,51.7800
2012-01-12,51.5100
2012-01-13,51.4300
2012-01-16,.
2012-01-17,50.6900
2012-01-18,50.4000
2012-01-19,50.3000
2012-01-20,50.2200
2012-01-23,49.9900
2012-01-24,50.0200
2012-01-25,50.1800
2012-01-26,49.4200
2012-01-27,49.3900
2012-01-30,49.6600
2012-01-31,49.5400
2012-02-01,49.2738
2012-02-02,49.0300
2012-02-03,48.6500
2012-02-06,49.0500
2012-02-07,49.2000
2012-02-08,49.2200
2012-02-09,49.3500
2012-02-10,49.4800
2012-02-13,49.1400
2012-02-14,49.4000
2012-02-15,49.3500
2012-02-16,49.4300
2012-02-17,49.3100
2012-02-20,.
2012-02-21,49.2100
2012-02-22,49.2400
2012-02-23,49.1900
2012-02-24,48.9800
2012-02-27,49.1200
2012-02-28,49.0100
2012-02-29,48.9900
2012-03-01,49.1400
2012-03-02,49.5500
2012-03-05,49.8200
2012-03-06,50.3763
2012-03-07,50.2700
2012-03-08,50.1700
2012-03-09,49.7500
2012-03-12,49.9800
2012-03-13,49.9200
2012-03-14,50.0000
2012-03-15,50.2800
2012-03-16,50.1100
2012-03-19,50.1600
2012-03-20,50.4800
2012-03-21,50.6000
2012-03-22,51.2800
2012-03-23,51.1800
2012-03-26,51.0300
2012-03-27,50.6600
2012-03-28,50.9700
2012-03-29,51.3800
2012-03-30,50.8900
2012-04-02,50.7900
2012-04-03,50.6400
2012-04-04,51.1800
2012-04-05,51.1100
2012-04-06,51.1400
2012-04-09,51.1000
2012-04-10,51.4700
2012-04-11,51.5000
2012-04-12,51.2200
2012-04-13,51.4500
2012-04-16,51.6000
2012-04-17,51.4100
2012-04-18,51.7900
2012-04-19,52.0700
2012-04-20,52.0200
2012-04-23,52.3800
2012-04-24,52.6300
2012-04-25,52.4500
2012-04-26,52.4400
2012-04-27,52.4500
2012-04-30,52.6500
2012-05-01,52.5000
2012-05-02,52.9700
2012-05-03,53.3300
2012-05-04,53.4100
2012-05-07,52.9100
2012-05-08,53.1400
2012-05-09,53.7500
2012-05-10,53.2500
2012-05-11,53.6300
2012-05-14,53.9200
2012-05-15,53.9100
2012-05-16,54.3400
2012-05-17,54.3700
2012-05-18,54.4800
2012-05-21,54.9700
2012-05-22,55.3400
2012-05-23,55.9500
2012-05-24,55.5500
2012-05-25,55.3500
2012-05-28,.
2012-05-29,55.7100
2012-05-30,56.1300
2012-05-31,56.3800
2012-06-01,55.4400
2012-06-04,55.6500
2012-06-05,55.5400
2012-06-06,55.2600
2012-06-07,54.9100
2012-06-08,55.3900
2012-06-11,55.6900
2012-06-12,55.6000
2012-06-13,55.5600
2012-06-14,55.7000
2012-06-15,55.3400
2012-06-18,55.8500
2012-06-19,55.8700
2012-06-20,56.2400
2012-06-21,56.2500
2012-06-22,57.1100
2012-06-25,57.1300
2012-06-26,56.9500
2012-06-27,56.9300
2012-06-28,56.8100
2012-06-29,55.5700
2012-07-02,55.4500
2012-07-03,54.3100
2012-07-04,.
2012-07-05,54.9500
2012-07-06,55.4700
2012-07-09,55.8700
2012-07-10,55.3900
2012-07-11,55.5200
2012-07-12,55.8300
2012-07-13,55.1000
2012-07-16,55.0500
2012-07-17,55.0300
2012-07-18,55.3300
2012-07-19,55.1600
2012-07-20,55.2700
2012-07-23,55.9200
2012-07-24,56.2200
2012-07-25,56.1000
2012-07-26,55.5900
2012-07-27,55.3900
2012-07-30,55.4200
2012-07-31,55.5500
2012-08-01,55.4700
2012-08-02,55.8400
2012-08-03,55.7500
2012-08-06,55.5200
2012-08-07,55.0600
2012-08-08,55.2800
2012-08-09,55.1700
2012-08-10,55.1800
2012-08-13,55.3400
2012-08-14,55.6600
2012-08-15,55.6600
2012-08-16,55.6200
2012-08-17,55.6200
2012-08-20,55.5000
2012-08-21,55.4600
2012-08-22,55.5000
2012-08-23,55.1400
2012-08-24,55.4100
2012-08-27,55.6800
2012-08-28,55.6500
2012-08-29,55.6900
2012-08-30,55.6300
2012-08-31,55.5200
2012-09-03,.
2012-09-04,55.6100
2012-09-05,55.8800
2012-09-06,55.6400
2012-09-07,55.2700
2012-09-10,55.4400
2012-09-11,55.2500
2012-09-12,55.2100
2012-09-13,55.3400
2012-09-14,53.3000
2012-09-17,53.8800
2012-09-18,53.9000
2012-09-19,53.9900
2012-09-20,54.2600
2012-09-21,53.4600
2012-09-24,53.4300
2012-09-25,53.3600
2012-09-26,53.5200
2012-09-27,52.9900
2012-09-28,52.9200
2012-10-01,52.4600
2012-10-02,52.4200
2012-10-03,52.2500
2012-10-04,51.7400
2012-10-05,51.7700
2012-10-08,.
2012-10-09,52.7300
2012-10-10,53.0500
2012-10-11,52.6600
2012-10-12,52.8100
2012-10-15,53.0900
2012-10-16,52.8900
2012-10-17,52.8600
2012-10-18,53.4600
2012-10-19,54.0800
2012-10-22,53.5100
2012-10-23,53.7200
2012-10-24,53.7300
2012-10-25,53.5500
2012-10-26,53.5500
2012-10-29,54.1000
2012-10-30,53.9600
2012-10-31,53.8000
2012-11-01,53.7600
2012-11-02,53.7500
2012-11-05,54.6000
2012-11-06,54.4200
2012-11-07,54.3700
2012-11-08,54.3000
2012-11-09,54.6100
2012-11-12,.
2012-11-13,54.8200
2012-11-14,54.8700
2012-11-15,54.6500
2012-11-16,55.1600
2012-11-19,55.0500
2012-11-20,55.1000
2012-11-21,55.1400
2012-11-22,.
2012-11-23,55.4400
2012-11-26,55.6300
2012-11-27,55.3500
2012-11-28,55.7000
2012-11-29,54.7100
2012-11-30,54.2600
2012-12-03,54.6600
2012-12-04,54.7300
2012-12-05,54.4600
2012-12-06,54.3100
2012-12-07,54.3500
2012-12-10,54.4200
2012-12-11,54.3100
2012-12-12,54.2300
2012-12-13,54.3600
2012-12-14,54.4900
2012-12-17,54.6800
2012-12-18,54.9100
2012-12-19,54.6700
2012-12-20,54.9200
2012-12-21,55.0600
2012-12-24,54.9500
2012-12-25,.
2012-12-26,54.8600
2012-12-27,54.9400
2012-12-28,54.7700
2012-12-31,54.8600
2013-01-01,.
2013-01-02,54.2300
2013-01-03,54.4600
2013-01-04,54.9300
2013-01-07,55.2000
2013-01-08,55.0200
2013-01-09,54.7900
2013-01-10,54.4900
2013-01-11,54.8100
2013-01-14,54.5000
2013-01-15,54.5800
2013-01-16,54.6600
2013-01-17,54.3500
2013-01-18,53.8200
2013-01-21,.
2013-01-22,53.7200
2013-01-23,53.6600
2013-01-24,53.6700
2013-01-25,53.7800
2013-01-28,53.9700
2013-01-29,53.6400
2013-01-30,53.2100
2013-01-31,53.3200
2013-02-01,53.1600
2013-02-04,53.2400
2013-02-05,52.9900
2013-02-06,53.0700
2013-02-07,53.2200
2013-02-08,53.5800
2013-02-11,53.9500
2013-02-12,53.7500
2013-02-13,53.7900
2013-02-14,53.9400
2013-02-15,54.2800
2013-02-18,.
2013-02-19,54.2600
2013-02-20,54.1800
2013-02-21,54.4700
2013-02-22,54.2800
2013-02-25,53.9600
2013-02-26,54.1400
2013-02-27,53.7200
2013-02-28,54.3700
2013-03-01,54.9000
2013-03-04,54.9200
2013-03-05,54.8700
2013-03-06,54.8300
2013-03-07,54.4500
2013-03-08,54.3200
2013-03-11,54.3800
2013-03-12,54.1900
2013-03-13,54.3000
2013-03-14,54.2200
2013-03-15,54.0600
2013-03-18,54.1000
2013-03-19,54.4000
2013-03-20,54.3200
2013-03-21,54.2700
2013-03-22,54.3000
2013-03-25,54.2200
2013-03-26,54.4200
2013-03-27,54.4500
2013-03-28,54.4400
2013-03-29,54.5200
2013-04-01,54.2800
2013-04-02,54.4300
2013-04-03,54.4600
2013-04-04,54.9100
2013-04-05,54.7500
2013-04-08,54.5800
2013-04-09,54.4700
2013-04-10,54.4100
2013-04-11,54.3600
2013-04-12,54.6200
2013-04-15,54.4800
2013-04-16,54.0800
2013-04-17,54.1600
2013-04-18,53.9500
2013-04-19,53.9800
2013-04-22,54.1900
2013-04-23,54.3900
2013-04-24,54.2200
2013-04-25,54.1100
2013-04-26,54.4100
2013-04-29,54.2000
2013-04-30,53.6800
2013-05-01,53.6500
2013-05-02,53.7900
2013-05-03,53.8000
2013-05-06,54.1300
2013-05-07,54.0600
2013-05-08,54.0800
2013-05-09,54.3400
2013-05-10,54.9400
2013-05-13,54.8500
2013-05-14,54.5000
2013-05-15,54.7800
2013-05-16,54.6800
2013-05-17,55.1700
2013-05-20,55.0200
2013-05-21,55.4200
2013-05-22,55.6200
2013-05-23,55.7000
2013-05-24,55.7800
2013-05-27,.
2013-05-28,56.0700
2013-05-29,56.2800
2013-05-30,56.5000
2013-05-31,56.5000
2013-06-03,56.6600
2013-06-04,56.4300
2013-06-05,56.8400
2013-06-06,56.9200
2013-06-07,56.5700
2013-06-10,58.1300
2013-06-11,58.3400
2013-06-12,57.8200
2013-06-13,58.0700
2013-06-14,57.5600
2013-06-17,57.9700
2013-06-18,58.7900
2013-06-19,58.7000
2013-06-20,59.5700
2013-06-21,59.4300
2013-06-24,59.8000
2013-06-25,59.6600
2013-06-26,60.7000
2013-06-27,60.1900
2013-06-28,59.5200
2013-07-01,59.3800
2013-07-02,59.5400
2013-07-03,60.2100
2013-07-04,.
2013-07-05,60.2300
2013-07-08,60.7500
2013-07-09,60.0900
2013-07-10,59.8800
2013-07-11,59.8200
2013-07-12,59.8800
2013-07-15,59.8900
2013-07-16,59.2900
2013-07-17,59.3400
2013-07-18,59.5900
2013-07-19,59.3700
2013-07-22,59.7100
2013-07-23,59.6400
2013-07-24,59.1400
2013-07-25,59.0100
2013-07-26,59.0800
2013-07-29,59.3300
2013-07-30,60.8000
2013-07-31,60.7700
2013-08-01,60.4500
2013-08-02,60.8800
2013-08-05,60.8800
2013-08-06,60.7800
2013-08-07,61.2000
2013-08-08,60.7200
2013-08-09,60.3400
2013-08-12,61.1500
2013-08-13,61.3300
2013-08-14,61.2700
2013-08-15,61.4100
2013-08-16,61.6500
2013-08-19,63.1300
2013-08-20,63.2100
2013-08-21,64.1100
2013-08-22,64.5500
2013-08-23,63.2200
2013-08-26,64.2600
2013-08-27,66.2400
2013-08-28,68.8000
2013-08-29,66.5500
2013-08-30,65.7100
2013-09-02,.
2013-09-03,67.7100
2013-09-04,67.0800
2013-09-05,66.0100
2013-09-06,65.2300
2013-09-09,65.2400
2013-09-10,63.8300
2013-09-11,63.2600
2013-09-12,63.4200
2013-09-13,63.3600
2013-09-16,62.8300
2013-09-17,63.3600
2013-09-18,63.3700
2013-09-19,61.7600
2013-09-20,62.2700
2013-09-23,62.5700
2013-09-24,62.7200
2013-09-25,62.2000
2013-09-26,61.6800
2013-09-27,62.4800
2013-09-30,62.5800
2013-10-01,62.4600
2013-10-02,62.4600
2013-10-03,61.9700
2013-10-04,61.4200
2013-10-07,61.7900
2013-10-08,61.7900
2013-10-09,61.9200
2013-10-10,61.3000
2013-10-11,61.0700
2013-10-14,.
2013-10-15,61.8400
2013-10-16,61.7200
2013-10-17,61.1300
2013-10-18,61.2600
2013-10-21,61.5600
2013-10-22,61.6400
2013-10-23,61.5400
2013-10-24,61.4800
2013-10-25,61.4000
2013-10-28,61.5400
2013-10-29,61.3400
2013-10-30,61.0900
2013-10-31,61.6100
2013-11-01,61.8400
2013-11-04,61.7400
2013-11-05,61.7600
2013-11-06,62.4800
2013-11-07,62.4100
2013-11-08,62.4800
2013-11-11,.
2013-11-12,63.7300
2013-11-13,63.2800
2013-11-14,63.1200
2013-11-15,62.9700
2013-11-18,62.0700
2013-11-19,62.2600
2013-11-20,62.3400
2013-11-21,62.9400
2013-11-22,62.7200
2013-11-25,62.3700
2013-11-26,62.4700
2013-11-27,62.4700
2013-11-28,.
2013-11-29,62.3900
2013-12-02,62.3000
2013-12-03,62.3800
2013-12-04,61.9000
2013-12-05,61.6000
2013-12-06,61.4300
2013-12-09,60.8700
2013-12-10,61.0400
2013-12-11,61.3800
2013-12-12,61.8500
2013-12-13,62.1600
2013-12-16,61.6800
2013-12-17,61.9200
2013-12-18,62.0600
2013-12-19,62.1400
2013-12-20,61.9800
2013-12-23,61.8300
2013-12-24,61.7500
2013-12-25,.
2013-12-26,62.1500
2013-12-27,61.9200
2013-12-30,61.7700
2013-12-31,61.9200
2014-01-01,.
2014-01-02,62.3100
2014-01-03,62.1700
2014-01-06,62.3100
2014-01-07,62.3000
2014-01-08,62.0700
2014-01-09,62.0700
2014-01-10,61.4500
2014-01-13,61.5200
2014-01-14,61.5100
2014-01-15,61.5400
2014-01-16,61.5400
2014-01-17,61.5400
2014-01-20,.
2014-01-21,61.9400
2014-01-22,61.8600
2014-01-23,62.1100
2014-01-24,62.6800
2014-01-27,63.0900
2014-01-28,62.5600
2014-01-29,62.4600
2014-01-30,62.5600
2014-01-31,62.6300
2014-02-03,62.6300
2014-02-04,62.2700
2014-02-05,62.5700
2014-02-06,62.1400
2014-02-07,62.0900
2014-02-10,62.4400
2014-02-11,62.1500
2014-02-12,61.8400
2014-02-13,62.2300
2014-02-14,61.8700
2014-02-17,.
2014-02-18,62.2000
2014-02-19,62.3200
2014-02-20,62.2100
2014-02-21,62.1300
2014-02-24,62.0700
2014-02-25,61.9600
2014-02-26,62.1100
2014-02-27,62.1100
2014-02-28,61.7800
2014-03-03,62.1700
2014-03-04,61.9100
2014-03-05,61.7500
2014-03-06,60.8900
2014-03-07,61.2400
2014-03-10,60.8400
2014-03-11,61.0100
2014-03-12,61.0100
2014-03-13,61.2000
2014-03-14,61.1900
2014-03-17,61.0800
2014-03-18,61.1000
2014-03-19,60.9500
2014-03-20,61.3300
2014-03-21,60.9000
2014-03-24,60.7800
2014-03-25,60.2700
2014-03-26,60.1300
2014-03-27,60.2600
2014-03-28,59.8900
2014-03-31,60.0000
2014-04-01,59.8600
2014-04-02,59.9000
2014-04-03,60.3500
2014-04-04,60.0800
2014-04-07,60.1100
2014-04-08,60.0800
2014-04-09,60.0900
2014-04-10,60.0700
2014-04-11,60.1800
2014-04-14,60.3200
2014-04-15,60.3400
2014-04-16,60.2200
2014-04-17,60.2900
2014-04-18,60.2900
2014-04-21,60.5900
2014-04-22,60.8000
2014-04-23,61.1700
2014-04-24,61.1100
2014-04-25,60.6400
2014-04-28,60.6900
2014-04-29,60.2300
2014-04-30,60.2100
2014-05-01,60.1100
2014-05-02,60.0200
2014-05-05,60.2100
2014-05-06,59.9700
2014-05-07,60.0100
2014-05-08,60.0600
2014-05-09,60.0000
2014-05-12,59.4800
2014-05-13,59.4400
2014-05-14,59.4900
2014-05-15,59.3800
2014-05-16,58.6200
2014-05-19,58.3800
2014-05-20,58.5800
2014-05-21,58.6600
2014-05-22,58.3000
2014-05-23,58.3600
2014-05-26,.
2014-05-27,58.9000
2014-05-28,58.9400
2014-05-29,58.9000
2014-05-30,59.1600
2014-06-02,59.1500
2014-06-03,59.3200
2014-06-04,59.3400
2014-06-05,59.2400
2014-06-06,59.1700
2014-06-09,59.1800
2014-06-10,59.1800
2014-06-11,59.3200
2014-06-12,59.1900
2014-06-13,59.6400
2014-06-16,60.1600
2014-06-17,60.3200
2014-06-18,60.2800
2014-06-19,60.0900
2014-06-20,60.2300
2014-06-23,60.1400
2014-06-24,60.1400
2014-06-25,60.1100
2014-06-26,60.1700
2014-06-27,60.0400
2014-06-30,60.0600
2014-07-01,60.0500
2014-07-02,59.6900
2014-07-03,59.7400
2014-07-04,.
2014-07-07,60.0130
2014-07-08,59.7800
2014-07-09,59.7500
2014-07-10,60.1900
2014-07-11,60.0800
2014-07-14,60.1100
2014-07-15,60.1500
2014-07-16,60.1200
2014-07-17,60.3500
2014-07-18,60.3300
2014-07-21,60.2400
2014-07-22,60.1600
2014-07-23,60.0000
2014-07-24,60.1100
2014-07-25,60.0400
2014-07-28,60.1300
2014-07-29,60.1200
2014-07-30,60.4000
2014-07-31,60.5500
2014-08-01,61.2000
2014-08-04,60.9400
2014-08-05,61.0500
2014-08-06,61.2500
2014-08-07,61.2000
2014-08-08,61.1800
2014-08-11,61.1700
2014-08-12,61.0900
2014-08-13,61.2200
2014-08-14,60.7700
2014-08-15,60.7700
2014-08-18,60.7700
2014-08-19,60.6700
2014-08-20,60.5800
2014-08-21,60.5600
2014-08-22,60.4700
2014-08-25,60.5600
2014-08-26,60.4300
2014-08-27,60.4500
2014-08-28,60.5100
2014-08-29,61.5100
2014-09-01,.
2014-09-02,60.6900
2014-09-03,60.4100
2014-09-04,60.3800
2014-09-05,60.2600
2014-09-08,60.2900
2014-09-09,60.6000
2014-09-10,60.9500
2014-09-11,60.9300
2014-09-12,60.9500
2014-09-15,61.0300
2014-09-16,61.0600
2014-09-17,60.9000
2014-09-18,60.7800
2014-09-19,60.8000
2014-09-22,60.9300
2014-09-23,61.0400
2014-09-24,60.9300
2014-09-25,61.3300
2014-09-26,61.1400
2014-09-29,61.5300
2014-09-30,61.9200
2014-10-01,61.7100
2014-10-02,61.6100
2014-10-03,61.8100
2014-10-06,61.6800
2014-10-07,61.2800
2014-10-08,61.3800
2014-10-09,60.9200
2014-10-10,61.2700
2014-10-13,.
2014-10-14,61.3800
2014-10-15,61.4200
2014-10-16,61.8000
2014-10-17,61.4600
2014-10-20,61.2000
2014-10-21,61.1400
2014-10-22,61.1800
2014-10-23,61.1600
2014-10-24,61.1600
2014-10-27,61.2800
2014-10-28,61.1700
2014-10-29,61.2000
2014-10-30,61.4200
2014-10-31,61.4400
2014-11-03,61.3800
2014-11-04,61.3800
2014-11-05,61.4900
2014-11-06,61.4500
2014-11-07,61.5000
2014-11-10,61.5200
2014-11-11,.
2014-11-12,61.4000
2014-11-13,61.5500
2014-11-14,61.7000
2014-11-17,61.8200
2014-11-18,61.7200
2014-11-19,61.9800
2014-11-20,61.9200
2014-11-21,61.7600
2014-11-24,61.8500
2014-11-25,61.8900
2014-11-26,61.7800
2014-11-27,.
2014-11-28,62.2000
2014-12-01,61.9400
2014-12-02,61.8000
2014-12-03,61.8500
2014-12-04,61.7800
2014-12-05,61.9000
2014-12-08,61.8200
2014-12-09,61.8700
2014-12-10,62.1000
2014-12-11,62.4600
2014-12-12,62.5200
2014-12-15,63.1600
2014-12-16,63.6500
2014-12-17,63.5200
2014-12-18,62.9800
2014-12-19,63.2400
2014-12-22,63.2200
2014-12-23,63.4000
2014-12-24,63.5500
2014-12-25,.
2014-12-26,.
2014-12-29,63.6700
2014-12-30,63.3800
2014-12-31,63.0400
2015-01-01,.
2015-01-02,63.2700
2015-01-05,63.3400
2015-01-06,63.5700
2015-01-07,63.2700
2015-01-08,62.6700
2015-01-09,62.3400
2015-01-12,62.0900
2015-01-13,61.9700
2015-01-14,62.0900
2015-01-15,62.0600
2015-01-16,61.8700
2015-01-19,.
2015-01-20,61.6400
2015-01-21,61.5500
2015-01-22,61.3200
2015-01-23,61.4600
2015-01-26,61.4600
2015-01-27,61.3400
2015-01-28,61.3400
2015-01-29,61.9400
2015-01-30,62.0100
2015-02-02,61.6800
2015-02-03,61.6700
2015-02-04,61.7300
2015-02-05,61.7300
2015-02-06,61.7000
2015-02-09,62.1000
2015-02-10,62.3300
2015-02-11,62.4100
2015-02-12,62.3000
2015-02-13,62.0400
2015-02-16,.
2015-02-17,62.1400
2015-02-18,62.2500
2015-02-19,62.0800
2015-02-20,62.1900
2015-02-23,62.1500
2015-02-24,62.0700
2015-02-25,61.8400
2015-02-26,61.7400
2015-02-27,61.6700
2015-03-02,61.8700
2015-03-03,61.7600
2015-03-04,62.3000
2015-03-05,62.2600
2015-03-06,62.4500
2015-03-09,62.6700
2015-03-10,62.7100
2015-03-11,62.7600
2015-03-12,62.4400
2015-03-13,63.0600
2015-03-16,62.8000
2015-03-17,62.6400
2015-03-18,62.6900
2015-03-19,62.5600
2015-03-20,62.4700
2015-03-23,62.2200
2015-03-24,62.4000
2015-03-25,62.3500
2015-03-26,62.8300
2015-03-27,62.5000
2015-03-30,62.5200
2015-03-31,62.3100
2015-04-01,62.1400
2015-04-02,62.1300
2015-04-03,61.9900
2015-04-06,62.1600
2015-04-07,62.2300
2015-04-08,62.2200
2015-04-09,62.1800
2015-04-10,62.2100
2015-04-13,62.3800
2015-04-14,62.2500
2015-04-15,62.3400
2015-04-16,62.2800
2015-04-17,62.4800
2015-04-20,63.0700
2015-04-21,62.9200
2015-04-22,62.9600
2015-04-23,63.2700
2015-04-24,63.5500
2015-04-27,63.3400
2015-04-28,63.0500
2015-04-29,63.3800
2015-04-30,63.5800
2015-05-01,63.6300
2015-05-04,63.6400
2015-05-05,63.3100
2015-05-06,63.5700
2015-05-07,64.0800
2015-05-08,63.7300
2015-05-11,63.9600
2015-05-12,64.1900
2015-05-13,63.8800
2015-05-14,63.4700
2015-05-15,63.3600
2015-05-18,63.6600
2015-05-19,63.8000
2015-05-20,63.7500
2015-05-21,63.5100
2015-05-22,63.4300
2015-05-25,.
2015-05-26,63.8700
2015-05-27,63.9200
2015-05-28,63.8300
2015-05-29,63.7100
2015-06-01,63.5900
2015-06-02,63.7200
2015-06-03,63.9900
2015-06-04,63.9600
2015-06-05,63.7600
2015-06-08,64.0300
2015-06-09,63.9600
2015-06-10,63.8100
2015-06-11,63.9300
2015-06-12,64.0200
2015-06-15,64.0300
2015-06-16,64.2100
2015-06-17,64.1400
2015-06-18,63.6200
2015-06-19,63.4300
2015-06-22,63.5100
2015-06-23,63.5700
2015-06-24,63.5400
2015-06-25,63.5000
2015-06-26,63.5400
2015-06-29,63.7300
2015-06-30,63.5900
2015-07-01,63.5500
2015-07-02,63.3600
2015-07-03,.
2015-07-06,63.2400
2015-07-07,63.5100
2015-07-08,63.4700
2015-07-09,63.3100
2015-07-10,63.3300
2015-07-13,63.4300
2015-07-14,63.2700
2015-07-15,63.4800
2015-07-16,63.4300
2015-07-17,63.4500
2015-07-20,63.6100
2015-07-21,63.5700
2015-07-22,63.6000
2015-07-23,63.8600
2015-07-24,64.0400
2015-07-27,64.2400
2015-07-28,63.7600
2015-07-29,63.8300
2015-07-30,64.0900
2015-07-31,63.8700
2015-08-03,63.9900
2015-08-04,63.7100
2015-08-05,63.7300
2015-08-06,63.6700
2015-08-07,63.7400
2015-08-10,63.7700
2015-08-11,64.3300
2015-08-12,64.8000
2015-08-13,65.2700
2015-08-14,65.0200
2015-08-17,65.3900
2015-08-18,65.4400
2015-08-19,65.1700
2015-08-20,65.4900
2015-08-21,66.0200
2015-08-24,66.8000
2015-08-25,66.0700
2015-08-26,66.1100
2015-08-27,65.9900
2015-08-28,66.1400
2015-08-31,66.3900
2015-09-01,66.3400
2015-09-02,66.1600
2015-09-03,66.0700
2015-09-04,66.7000
2015-09-07,.
2015-09-08,66.3600
2015-09-09,66.4700
2015-09-10,66.4600
2015-09-11,66.3900
2015-09-14,66.3200
2015-09-15,66.3600
2015-09-16,66.4500
2015-09-17,66.1200
2015-09-18,65.7000
2015-09-21,65.6600
2015-09-22,65.8500
2015-09-23,66.0500
2015-09-24,66.3200
2015-09-25,66.1200
2015-09-28,66.2000
2015-09-29,65.9000
2015-09-30,65.5000
2015-10-01,65.5700
2015-10-02,65.3500
2015-10-05,65.1200
2015-10-06,65.1800
2015-10-07,64.8600
2015-10-08,64.9700
2015-10-09,64.7600
2015-10-12,.
2015-10-13,65.0600
2015-10-14,64.8700
2015-10-15,64.7700
2015-10-16,64.7000
2015-10-19,64.9000
2015-10-20,64.9700
2015-10-21,65.1900
2015-10-22,64.9100
2015-10-23,64.8700
2015-10-26,64.8300
2015-10-27,65.0300
2015-10-28,64.8900
2015-10-29,65.3500
2015-10-30,65.4000
2015-11-02,65.5800
2015-11-03,65.5700
2015-11-04,65.4600
2015-11-05,65.8500
2015-11-06,66.1300
2015-11-09,66.3800
2015-11-10,66.1900
2015-11-11,.
2015-11-12,66.0400
2015-11-13,66.1200
2015-11-16,66.0100
2015-11-17,65.9600
2015-11-18,66.1600
2015-11-19,66.0500
2015-11-20,66.0600
2015-11-23,66.3700
2015-11-24,66.3200
2015-11-25,66.3600
2015-11-26,.
2015-11-27,66.8600
2015-11-30,66.4300
2015-12-01,66.4600
2015-12-02,66.5300
2015-12-03,66.8200
2015-12-04,66.6500
2015-12-07,66.7400
2015-12-08,66.7700
2015-12-09,66.8300
2015-12-10,66.7000
2015-12-11,67.1000
2015-12-14,67.0900
2015-12-15,66.7900
2015-12-16,66.6000
2015-12-17,66.3200
2015-12-18,66.2300
2015-12-21,66.1900
2015-12-22,66.1900
2015-12-23,66.0400
2015-12-24,66.0000
2015-12-25,.
2015-12-28,66.0900
2015-12-29,66.2800
2015-12-30,66.4400
2015-12-31,66.1900
2016-01-01,.
2016-01-04,66.5600
2016-01-05,66.4900
2016-01-06,66.7100
2016-01-07,66.7300
2016-01-08,66.8200
2016-01-11,66.7800
2016-01-12,66.8500
2016-01-13,66.7400
2016-01-14,67.3700
2016-01-15,67.7400
2016-01-18,.
2016-01-19,67.6800
2016-01-20,68.0500
2016-01-21,67.8700
2016-01-22,67.5500
2016-01-25,67.7100
2016-01-26,67.7500
2016-01-27,67.9800
2016-01-28,68.0800
2016-01-29,67.8700
2016-02-01,67.9200
2016-02-02,67.9200
2016-02-03,67.9200
2016-02-04,67.5700
2016-02-05,67.7800
2016-02-08,67.9800
2016-02-09,67.9200
2016-02-10,67.8500
2016-02-11,68.4400
2016-02-12,68.1200
2016-02-15,.
2016-02-16,68.4800
2016-02-17,68.3300
2016-02-18,68.5400
2016-02-19,68.5400
2016-02-22,68.5300
2016-02-23,68.5500
2016-02-24,68.5300
2016-02-25,68.8400
2016-02-26,68.8200
2016-02-29,68.2100
2016-03-01,67.7500
2016-03-02,67.4000
2016-03-03,67.1500
2016-03-04,66.9000
2016-03-07,66.9700
2016-03-08,67.3000
2016-03-09,67.0700
