DATE,DEXUSUK
2016-12-29,1.2237
2016-12-30,1.2337
2017-01-02,.
2017-01-03,1.2256
2017-01-04,1.2299
2017-01-05,1.2415
2017-01-06,1.2314
2017-01-09,1.2167
2017-01-10,1.2165
2017-01-11,1.2118
2017-01-12,1.2211
2017-01-13,1.2198
2017-01-16,.
2017-01-17,1.2388
2017-01-18,1.2309
2017-01-19,1.2319
2017-01-20,.
2017-01-23,1.2485
2017-01-24,1.2531
2017-01-25,1.2620
2017-01-26,1.2579
2017-01-27,1.2531
2017-01-30,1.2478
2017-01-31,1.2585
2017-02-01,1.2643
2017-02-02,1.2541
2017-02-03,1.2504
