#HEADER
#TITLES
 , ,D-Z1Q
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
319,7506.728000,-9.479954
320,7506.729000,-9.519324
321,7506.730000,-9.48149
322,7506.731000,-9.505338
323,7506.732000,-9.512811
324,7506.733000,-9.542338
325,7506.734000,-9.494187
326,7506.735000,-9.527348
327,7506.736000,-9.522352
328,7506.737000,-9.531355
329,7506.738000,-9.507431
330,7506.739000,-9.561058
331,7506.740000,-9.511464
332,7506.741000,-9.392273
333,7506.742000,-9.651526
334,7506.743000,-9.445577
335,7506.744000,-9.538019
336,7506.745000,-9.543845
337,7506.746000,-9.509533
338,7506.747000,-9.532575
339,7506.748000,-9.564089
340,7506.749000,-9.553526
341,7506.750000,-9.570956
342,7506.751000,-9.585524
343,7506.752000,-9.574758
344,7506.753000,-9.536088
345,7506.754000,-9.612482
346,7506.755000,-9.809466
347,7506.756000,-9.422251
348,7506.757000,-9.624152
349,7506.758000,-9.733604
350,7506.759000,-9.584103
351,7506.760000,-9.70095
352,7506.761000,-9.688458
353,7506.762000,-9.668365
354,7506.763000,-9.56734
355,7506.764000,-9.812379
356,7506.765000,-9.648355
357,7506.766000,-9.694506
358,7506.767000,-9.700393
359,7506.768000,-9.706261
360,7506.769000,-9.712524
361,7506.770000,-9.722361
362,7506.771000,-9.736115
363,7506.772000,-9.713758
364,7506.773000,-9.652275
365,7506.774000,-9.747105
366,7506.775000,-10.00542
367,7506.776000,-9.459022
368,7506.777000,-9.872704
369,7506.778000,-9.770179
370,7506.779000,-9.600661
371,7506.780000,-9.915111
372,7506.781000,-9.985364
373,7506.782000,-9.593503
374,7506.783000,-9.671136
375,7506.784000,-10.04145
376,7506.785000,-9.763162
377,7506.786000,-9.818036
378,7506.787000,-9.809134
379,7506.788000,-9.855373
380,7506.789000,-9.974916
381,7506.790000,-9.74292
382,7506.791000,-9.877635
383,7506.792000,-9.931757
384,7506.793000,-9.917277
385,7506.794000,-9.907546
386,7506.795000,-9.824419
387,7506.796000,-10.03362
388,7506.797000,-9.888175
389,7506.798000,-9.940259
390,7506.799000,-10.21122
391,7506.800000,-9.800608
392,7506.801000,-9.821424
393,7506.802000,-10.27891
394,7506.803000,-9.951151
395,7506.804000,-10.04508
396,7506.805000,-10.11427
397,7506.806000,-10.08041
398,7506.807000,-9.899891
399,7506.808000,-10.29703
400,7506.809000,-10.12515
401,7506.810000,-10.01962
402,7506.811000,-10.41778
403,7506.812000,-9.94701
404,7506.813000,-10.2356
405,7506.814000,-10.2564
406,7506.815000,-10.2107
407,7506.816000,-10.28674
408,7506.817000,-10.22167
409,7506.818000,-10.36377
410,7506.819000,-10.15346
411,7506.820000,-10.4094
412,7506.821000,-10.51905
413,7506.822000,-10.15332
414,7506.823000,-10.45134
415,7506.824000,-10.39818
416,7506.825000,-10.43653
417,7506.826000,-10.41865
418,7506.827000,-10.34932
419,7506.828000,-10.54688
420,7506.829000,-10.39553
421,7506.830000,-10.49434
422,7506.831000,-10.55712
423,7506.832000,-10.41303
424,7506.833000,-10.21195
425,7506.834000,-10.73446
426,7506.835000,-10.44648
427,7506.836000,-10.5333
428,7506.837000,-10.46803
429,7506.838000,-10.45048
430,7506.839000,-10.56282
431,7506.840000,-10.43548
432,7506.841000,-10.53988
433,7506.842000,-10.49976
434,7506.843000,-10.44529
435,7506.844000,-10.5756
436,7506.845000,-10.48392
437,7506.846000,-10.51353
438,7506.847000,-10.50756
439,7506.848000,-10.50652
440,7506.849000,-10.50277
441,7506.850000,-10.49905
442,7506.851000,-10.49545
443,7506.852000,-10.49079
444,7506.853000,-10.48924
445,7506.854000,-10.48045
446,7506.855000,-10.4654
447,7506.856000,-10.48173
448,7506.857000,-10.46154
449,7506.858000,-10.4495
450,7506.859000,-10.57725
451,7506.860000,-10.35243
452,7506.861000,-10.49755
453,7506.862000,-10.46673
454,7506.863000,-10.48369
455,7506.864000,-10.43042
456,7506.865000,-10.39861
457,7506.866000,-10.47915
458,7506.867000,-10.56676
459,7506.868000,-10.3638
460,7506.869000,-10.39797
461,7506.870000,-10.60491
462,7506.871000,-10.32466
463,7506.872000,-10.44594
464,7506.873000,-10.38594
465,7506.874000,-10.4819
466,7506.875000,-10.46585
467,7506.876000,-10.36104
468,7506.877000,-10.28476
469,7506.878000,-10.48158
470,7506.879000,-10.61883
471,7506.880000,-10.06777
472,7506.881000,-10.40128
473,7506.882000,-10.43254
474,7506.883000,-10.35663
475,7506.884000,-10.30402
476,7506.885000,-10.30954
477,7506.886000,-10.33158
478,7506.887000,-10.37482
479,7506.888000,-10.23564
480,7506.889000,-10.30385
481,7506.890000,-10.31763
482,7506.891000,-10.28524
483,7506.892000,-10.29079
484,7506.893000,-10.29209
485,7506.894000,-10.28382
486,7506.895000,-10.26536
487,7506.896000,-10.28981
488,7506.897000,-10.33418
489,7506.898000,-10.22718
490,7506.899000,-10.27748
491,7506.900000,-10.31758
492,7506.901000,-10.22941
493,7506.902000,-10.32999
494,7506.903000,-10.2535
495,7506.904000,-10.2788
496,7506.905000,-10.30951
497,7506.906000,-10.2257
498,7506.907000,-10.27354
499,7506.908000,-10.2553
500,7506.909000,-10.25196
501,7506.910000,-10.22888
502,7506.911000,-10.26189
503,7506.912000,-10.19306
504,7506.913000,-10.24332
505,7506.914000,-10.18766
506,7506.915000,-10.31241
507,7506.916000,-10.12506
508,7506.917000,-10.13781
509,7506.918000,-10.28071
510,7506.919000,-10.14356
511,7506.920000,-10.18431
512,7506.921000,-10.22004
513,7506.922000,-10.13931
514,7506.923000,-10.15173
515,7506.924000,-10.20682
516,7506.925000,-10.15649
517,7506.926000,-10.17251
518,7506.927000,-10.12981
519,7506.928000,-10.24531
520,7506.929000,-10.30855
521,7506.930000,-10.13369
522,7506.931000,-10.17401
523,7506.932000,-10.10064
524,7506.933000,-10.03687
525,7506.934000,-10.1191
526,7506.935000,-10.36022
527,7506.936000,-10.33722
528,7506.937000,-10.1181
529,7506.938000,-10.03238
530,7506.939000,-10.11611
531,7506.940000,-10.18577
532,7506.941000,-10.08285
