#HEADER
#TITLES
 , ,D-LX1Q
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
223,7968.885000,-1.394897
224,7968.886000,-1.401911
225,7968.887000,-1.410978
226,7968.888000,-1.44795
227,7968.889000,-1.455462
228,7968.890000,-1.465979
229,7968.891000,-1.452301
230,7968.892000,-1.4652
231,7968.893000,-1.440169
232,7968.894000,-1.42456
233,7968.895000,-1.417293
234,7968.896000,-1.424944
235,7968.897000,-1.457899
236,7968.898000,-1.367309
237,7968.899000,-1.425812
238,7968.900000,-1.39247
239,7968.901000,-1.356667
240,7968.902000,-1.42331
241,7968.903000,-1.421423
242,7968.904000,-1.452357
243,7968.905000,-1.51666
244,7968.906000,-1.548582
245,7968.907000,-1.480873
246,7968.908000,-1.551476
247,7968.909000,-1.536931
248,7968.910000,-1.402025
249,7968.911000,-1.504311
250,7968.912000,-1.49809
251,7968.913000,-1.491949
252,7968.914000,-1.493096
253,7968.915000,-1.500404
254,7968.916000,-1.525011
255,7968.917000,-1.574294
256,7968.918000,-1.537808
257,7968.919000,-1.589978
258,7968.920000,-1.630693
259,7968.921000,-1.626323
260,7968.922000,-1.541055
261,7968.923000,-1.535929
262,7968.924000,-1.561484
263,7968.925000,-1.544739
264,7968.926000,-1.551629
265,7968.927000,-1.54084
266,7968.928000,-1.548612
267,7968.929000,-1.570265
268,7968.930000,-1.585968
269,7968.931000,-1.599284
270,7968.932000,-1.621833
271,7968.933000,-1.657729
272,7968.934000,-1.67833
273,7968.935000,-1.724285
274,7968.936000,-1.743122
275,7968.937000,-1.724713
276,7968.938000,-1.73462
277,7968.939000,-1.746194
278,7968.940000,-1.804445
279,7968.941000,-1.795127
280,7968.942000,-1.810488
281,7968.943000,-1.806275
282,7968.944000,-1.821245
283,7968.945000,-1.809433
284,7968.946000,-1.836876
285,7968.947000,-1.871699
286,7968.948000,-1.916152
287,7968.949000,-1.984063
288,7968.950000,-2.021335
289,7968.951000,-2.029453
290,7968.952000,-2.037085
291,7968.953000,-2.033479
292,7968.954000,-2.034645
293,7968.955000,-2.080258
294,7968.956000,-2.115284
295,7968.957000,-2.160686
296,7968.958000,-2.201715
297,7968.959000,-2.235184
298,7968.960000,-2.262341
299,7968.961000,-2.272258
300,7968.962000,-2.340562
301,7968.963000,-2.318955
302,7968.964000,-2.346442
303,7968.965000,-2.423419
304,7968.966000,-2.455452
305,7968.967000,-2.465246
306,7968.968000,-2.487074
307,7968.969000,-2.51092
308,7968.970000,-2.525964
309,7968.971000,-2.536044
310,7968.972000,-2.562658
311,7968.973000,-2.554677
312,7968.974000,-2.580535
313,7968.975000,-2.586149
314,7968.976000,-2.596368
315,7968.977000,-2.599761
316,7968.978000,-2.610001
317,7968.979000,-2.603827
318,7968.980000,-2.622182
319,7968.981000,-2.608124
320,7968.982000,-2.607063
321,7968.983000,-2.608668
322,7968.984000,-2.598764
323,7968.985000,-2.600223
324,7968.986000,-2.593042
325,7968.987000,-2.595546
326,7968.988000,-2.645659
327,7968.989000,-2.753173
328,7968.990000,-2.562703
329,7968.991000,-2.531026
330,7968.992000,-2.549004
331,7968.993000,-2.603131
332,7968.994000,-2.61147
333,7968.995000,-2.533582
334,7968.996000,-2.60037
335,7968.997000,-2.476869
336,7968.998000,-2.602785
337,7968.999000,-2.554242
338,7969.000000,-2.378862
339,7969.001000,-2.624493
340,7969.002000,-2.519663
341,7969.003000,-2.380276
342,7969.004000,-2.524547
343,7969.005000,-2.411259
344,7969.006000,-2.358677
345,7969.007000,-2.533389
346,7969.008000,-2.645296
347,7969.009000,-2.339962
348,7969.010000,-2.397942
349,7969.011000,-2.412715
350,7969.012000,-2.429479
351,7969.013000,-2.396665
352,7969.014000,-2.380769
353,7969.015000,-2.347503
354,7969.016000,-2.460261
355,7969.017000,-2.43099
356,7969.018000,-2.375791
357,7969.019000,-2.236523
358,7969.020000,-2.212334
359,7969.021000,-2.309905
360,7969.022000,-2.307314
361,7969.023000,-2.258125
362,7969.024000,-2.219867
363,7969.025000,-2.167016
364,7969.026000,-2.198829
365,7969.027000,-2.209763
366,7969.028000,-2.075228
367,7969.029000,-2.072159
368,7969.030000,-2.12539
369,7969.031000,-2.08357
370,7969.032000,-2.007451
371,7969.033000,-2.050149
372,7969.034000,-1.99867
373,7969.035000,-2.010722
374,7969.036000,-1.906886
375,7969.037000,-1.986562
376,7969.038000,-1.933734
377,7969.039000,-1.884679
378,7969.040000,-1.912808
379,7969.041000,-1.893751
380,7969.042000,-1.811581
381,7969.043000,-1.837895
382,7969.044000,-1.815162
383,7969.045000,-1.796099
384,7969.046000,-1.76948
385,7969.047000,-1.715904
386,7969.048000,-1.725873
387,7969.049000,-1.708197
388,7969.050000,-1.660992
389,7969.051000,-1.660314
390,7969.052000,-1.646634
391,7969.053000,-1.652476
392,7969.054000,-1.592815
393,7969.055000,-1.536948
394,7969.056000,-1.537043
395,7969.057000,-1.516557
396,7969.058000,-1.544247
397,7969.059000,-1.522049
398,7969.060000,-1.441582
399,7969.061000,-1.41904
400,7969.062000,-1.484192
401,7969.063000,-1.387576
402,7969.064000,-1.369522
403,7969.065000,-1.310254
404,7969.066000,-1.301742
405,7969.067000,-1.379641
406,7969.068000,-1.101564
407,7969.069000,-1.158235
408,7969.070000,-1.187056
409,7969.071000,-1.177764
410,7969.072000,-1.053702
411,7969.073000,-1.148301
412,7969.074000,-1.103651
413,7969.075000,-1.034467
414,7969.076000,-0.9908212
415,7969.077000,-0.9647971
416,7969.078000,-0.8779286
417,7969.079000,-0.800792
418,7969.080000,-0.7763611
419,7969.081000,-0.6510651
420,7969.082000,-0.7293253
421,7969.083000,-0.8776482
422,7969.084000,-0.687131
423,7969.085000,-0.5382227
424,7969.086000,-0.5851859
425,7969.087000,-0.5455022
426,7969.088000,-0.4910896
427,7969.089000,-0.4736113
428,7969.090000,-0.4125707
429,7969.091000,-0.3363419
430,7969.092000,-0.3510252
431,7969.093000,-0.2741928
432,7969.094000,-0.2195245
433,7969.095000,-0.1692709
434,7969.096000,-0.2314998
435,7969.097000,-0.1294532
436,7969.098000,0.002209535
437,7969.099000,-0.149823
438,7969.100000,-0.06869885
439,7969.101000,0.01771128
440,7969.102000,0.01430954
441,7969.103000,0.01601194
442,7969.104000,0.07558382
443,7969.105000,0.06349212
444,7969.106000,0.1121696
445,7969.107000,0.18055
446,7969.108000,0.1433817
447,7969.109000,0.1304288
448,7969.110000,0.294396
449,7969.111000,0.1740296
450,7969.112000,0.1253952
451,7969.113000,0.18549
452,7969.114000,0.2532983
453,7969.115000,0.326011
454,7969.116000,0.1850497
455,7969.117000,0.1686911
456,7969.118000,0.4854176
457,7969.119000,0.1584086
458,7969.120000,0.2789617
459,7969.121000,0.2420014
460,7969.122000,0.3389369
461,7969.123000,0.4073227
462,7969.124000,0.2713776
463,7969.125000,0.392572
464,7969.126000,0.3516925
465,7969.127000,0.3609332
466,7969.128000,0.3476267
467,7969.129000,0.3133321
468,7969.130000,0.3480168
469,7969.131000,0.396414
470,7969.132000,0.5504118
471,7969.133000,0.3233118
472,7969.134000,0.3408626
473,7969.135000,0.4154765
474,7969.136000,0.4340887
475,7969.137000,0.4313552
476,7969.138000,0.4185997
477,7969.139000,0.4145461
478,7969.140000,0.445573
479,7969.141000,0.3966186
480,7969.142000,0.5090954
481,7969.143000,0.4299837
482,7969.144000,0.4587673
483,7969.145000,0.4775579
484,7969.146000,0.4834822
485,7969.147000,0.4768456
486,7969.148000,0.3323356
487,7969.149000,0.3856117
488,7969.150000,0.5571988
489,7969.151000,0.4051763
490,7969.152000,0.3896145
491,7969.153000,0.4262117
492,7969.154000,0.4114904
493,7969.155000,0.3955487
494,7969.156000,0.4013113
495,7969.157000,0.3814367
496,7969.158000,0.3740026
497,7969.159000,0.4138878
498,7969.160000,0.3205146
499,7969.161000,0.4091474
500,7969.162000,0.3832987
501,7969.163000,0.2425867
502,7969.164000,0.4816945
503,7969.165000,0.3804358
504,7969.166000,0.3595674
505,7969.167000,0.4814901
506,7969.168000,0.3679157
507,7969.169000,0.4322007
508,7969.170000,0.4238328
509,7969.171000,0.4494488
510,7969.172000,0.5136776
511,7969.173000,0.5146337
512,7969.174000,0.5574229
513,7969.175000,0.468637
514,7969.176000,0.4702504
515,7969.177000,0.492276
516,7969.178000,0.5582314
517,7969.179000,0.580883
518,7969.180000,0.5777323
519,7969.181000,0.5458184
520,7969.182000,0.5661529
521,7969.183000,0.6462858
522,7969.184000,0.708064
523,7969.185000,0.6491269
524,7969.186000,0.7051858
525,7969.187000,0.7106072
526,7969.188000,0.7518562
527,7969.189000,0.7389977
528,7969.190000,0.7671273
529,7969.191000,0.8212062
530,7969.192000,0.7894326
531,7969.193000,0.7927132
532,7969.194000,0.8542802
533,7969.195000,0.8992606
534,7969.196000,0.8989797
535,7969.197000,0.8733468
536,7969.198000,0.9590467
537,7969.199000,0.8154222
538,7969.200000,0.9971371
539,7969.201000,0.95003
540,7969.202000,0.9538375
541,7969.203000,1.039383
542,7969.204000,1.002053
543,7969.205000,1.074636
544,7969.206000,1.012401
545,7969.207000,1.043813
546,7969.208000,1.08638
547,7969.209000,1.060959
548,7969.210000,1.119495
549,7969.211000,1.06224
550,7969.212000,1.022107
551,7969.213000,1.118178
552,7969.214000,1.086235
553,7969.215000,1.168241
554,7969.216000,1.240447
555,7969.217000,1.327516
556,7969.218000,1.415699
557,7969.219000,1.299598
558,7969.220000,1.435031
559,7969.221000,1.313822
560,7969.222000,1.230833
561,7969.223000,1.286524
562,7969.224000,1.369448
563,7969.225000,1.505299
564,7969.226000,1.368942
565,7969.227000,1.496542
566,7969.228000,1.473129
567,7969.229000,1.471687
568,7969.230000,1.506172
569,7969.231000,1.560925
570,7969.232000,1.574778
571,7969.233000,1.682845
572,7969.234000,1.630815
573,7969.235000,1.600065
574,7969.236000,1.598561
575,7969.237000,1.707837
576,7969.238000,1.726441
577,7969.239000,1.786348
578,7969.240000,1.854838
579,7969.241000,1.798227
580,7969.242000,1.834754
581,7969.243000,1.823473
582,7969.244000,1.737915
583,7969.245000,1.779199
584,7969.246000,1.883558
585,7969.247000,1.856855
586,7969.248000,2.153257
587,7969.249000,2.099416
588,7969.250000,1.856794
589,7969.251000,2.120136
590,7969.252000,2.121065
591,7969.253000,2.059257
592,7969.254000,2.144711
593,7969.255000,2.25777
594,7969.256000,2.266506
595,7969.257000,2.134218
596,7969.258000,2.297033
597,7969.259000,2.103459
598,7969.260000,2.088311
599,7969.261000,2.308754
600,7969.262000,2.358302
601,7969.263000,2.34789
602,7969.264000,2.465184
603,7969.265000,2.576433
604,7969.266000,2.57317
605,7969.267000,2.621607
606,7969.268000,2.67088
607,7969.269000,2.814185
608,7969.270000,2.743781
609,7969.271000,2.592402
610,7969.272000,2.580423
611,7969.273000,2.634349
612,7969.274000,2.869957
613,7969.275000,2.744347
614,7969.276000,2.702243
615,7969.277000,2.800658
616,7969.278000,2.9528
617,7969.279000,3.092561
618,7969.280000,3.007257
619,7969.281000,3.118119
620,7969.282000,3.291252
621,7969.283000,3.223459
622,7969.284000,3.246266
623,7969.285000,3.211383
624,7969.286000,3.146964
625,7969.287000,3.323523
626,7969.288000,3.345748
627,7969.289000,3.304224
628,7969.290000,3.501411
629,7969.291000,3.458853
630,7969.292000,3.455395
631,7969.293000,3.437217
632,7969.294000,3.488412
633,7969.295000,3.647559
634,7969.296000,3.575693
635,7969.297000,3.617516
636,7969.298000,3.602121
637,7969.299000,3.634347
638,7969.300000,3.693682
639,7969.301000,3.601573
640,7969.302000,3.633905
641,7969.303000,3.867067
642,7969.304000,3.770833
643,7969.305000,3.714172
644,7969.306000,3.699609
645,7969.307000,3.792501
646,7969.308000,3.835436
647,7969.309000,3.867167
648,7969.310000,3.87548
649,7969.311000,3.819101
650,7969.312000,3.830329
651,7969.313000,3.897597
652,7969.314000,3.96411
653,7969.315000,3.937133
654,7969.316000,3.904787
655,7969.317000,3.942281
656,7969.318000,3.95473
657,7969.319000,3.9658
658,7969.320000,3.949519
659,7969.321000,3.893534
660,7969.322000,4.04722
661,7969.323000,4.023062
662,7969.324000,4.053331
663,7969.325000,4.010364
664,7969.326000,4.025915
665,7969.327000,4.088117
666,7969.328000,4.028886
667,7969.329000,4.108194
668,7969.330000,4.118803
669,7969.331000,4.097146
670,7969.332000,4.053642
671,7969.333000,4.056465
672,7969.334000,4.19496
673,7969.335000,4.196787
674,7969.336000,4.12443
675,7969.337000,4.164445
676,7969.338000,4.293404
677,7969.339000,4.117145
678,7969.340000,4.103729
679,7969.341000,4.210263
680,7969.342000,4.294825
681,7969.343000,4.165218
682,7969.344000,4.21866
683,7969.345000,4.195644
684,7969.346000,4.148302
685,7969.347000,4.120307
686,7969.348000,4.044558
687,7969.349000,4.063615
688,7969.350000,3.93227
689,7969.351000,4.108865
690,7969.352000,4.269361
691,7969.353000,4.246337
692,7969.354000,4.315198
693,7969.355000,4.111673
694,7969.356000,3.972487
695,7969.357000,4.340214
696,7969.358000,4.313765
697,7969.359000,4.263533
698,7969.360000,4.250814
699,7969.361000,4.267735
700,7969.362000,4.347911
701,7969.363000,4.378479
702,7969.364000,4.190012
703,7969.365000,4.183846
704,7969.366000,4.450314
705,7969.367000,4.213007
706,7969.368000,4.175799
707,7969.369000,4.206274
708,7969.370000,4.167639
709,7969.371000,4.120154
710,7969.372000,4.063411
711,7969.373000,3.969932
712,7969.374000,3.893862
713,7969.375000,3.972153
714,7969.376000,4.008176
715,7969.377000,3.970563
716,7969.378000,3.924828
717,7969.379000,3.909852
718,7969.380000,4.044089
719,7969.381000,4.022926
720,7969.382000,4.089334
721,7969.383000,4.129633
722,7969.384000,4.072361
723,7969.385000,4.137246
724,7969.386000,4.126207
725,7969.387000,4.118884
726,7969.388000,4.05887
727,7969.389000,3.983644
728,7969.390000,3.844304
729,7969.391000,3.806158
730,7969.392000,3.76169
731,7969.393000,3.717098
732,7969.394000,3.672231
733,7969.395000,3.58715
734,7969.396000,3.489948
735,7969.397000,3.698612
736,7969.398000,3.695146
737,7969.399000,3.653133
738,7969.400000,3.618325
739,7969.401000,3.49155
740,7969.402000,3.304812
741,7969.403000,3.544921
742,7969.404000,3.495303
743,7969.405000,3.426112
744,7969.406000,3.310398
745,7969.407000,3.258988
746,7969.408000,3.269002
747,7969.409000,3.250843
748,7969.410000,3.272594
749,7969.411000,3.224082
750,7969.412000,3.167485
751,7969.413000,3.186856
752,7969.414000,3.149157
753,7969.415000,3.101018
754,7969.416000,3.003527
755,7969.417000,2.914216
756,7969.418000,2.933573
757,7969.419000,2.976161
758,7969.420000,2.990838
759,7969.421000,2.865825
760,7969.422000,2.785373
761,7969.423000,2.852693
762,7969.424000,2.798601
763,7969.425000,2.794936
764,7969.426000,2.752127
765,7969.427000,2.691637
766,7969.428000,2.615586
767,7969.429000,2.519193
768,7969.430000,2.404593
769,7969.431000,2.349708
770,7969.432000,2.304213
771,7969.433000,2.219343
772,7969.434000,2.166925
773,7969.435000,2.115996
774,7969.436000,2.08313
775,7969.437000,2.070293
776,7969.438000,2.063673
777,7969.439000,2.066196
778,7969.440000,2.052463
779,7969.441000,2.017739
780,7969.442000,1.983821
781,7969.443000,1.943256
782,7969.444000,1.918277
783,7969.445000,1.851439
784,7969.446000,1.728027
785,7969.447000,1.584933
786,7969.448000,1.470725
787,7969.449000,1.335077
788,7969.450000,1.303513
789,7969.451000,1.280386
790,7969.452000,1.299402
791,7969.453000,1.300626
792,7969.454000,1.285239
793,7969.455000,1.224241
794,7969.456000,1.155385
795,7969.457000,1.063592
796,7969.458000,0.9311075
797,7969.459000,0.8347924
798,7969.460000,0.8090609
799,7969.461000,0.7460593
800,7969.462000,0.705034
801,7969.463000,0.6437672
802,7969.464000,0.5729122
803,7969.465000,0.4811585
804,7969.466000,0.3993276
805,7969.467000,0.351384
806,7969.468000,0.3035497
807,7969.469000,0.1926769
808,7969.470000,0.1803895
809,7969.471000,0.03619827
810,7969.472000,-0.02545527
811,7969.473000,-0.0714848
812,7969.474000,-0.1450858
813,7969.475000,-0.2435896
814,7969.476000,-0.3023529
815,7969.477000,-0.3658015
816,7969.478000,-0.4755053
817,7969.479000,-0.5216392
818,7969.480000,-0.5806164
819,7969.481000,-0.6621052
820,7969.482000,-0.6973166
821,7969.483000,-0.7676274
822,7969.484000,-0.8173666
823,7969.485000,-0.8649727
824,7969.486000,-0.9150985
825,7969.487000,-1.000904
826,7969.488000,-1.011219
827,7969.489000,-1.086492
828,7969.490000,-1.123419
829,7969.491000,-1.172996
830,7969.492000,-1.217965
831,7969.493000,-1.263092
832,7969.494000,-1.295057
833,7969.495000,-1.32462
834,7969.496000,-1.369243
835,7969.497000,-1.417109
836,7969.498000,-1.385644
837,7969.499000,-1.500212
838,7969.500000,-1.418845
839,7969.501000,-1.503644
840,7969.502000,-1.555964
841,7969.503000,-1.46365
842,7969.504000,-1.717234
843,7969.505000,-1.658433
844,7969.506000,-1.752536
845,7969.507000,-1.804545
846,7969.508000,-1.789573
847,7969.509000,-1.766464
848,7969.510000,-1.818226
849,7969.511000,-1.77415
850,7969.512000,-1.810622
851,7969.513000,-1.874446
852,7969.514000,-1.913169
853,7969.515000,-1.932716
854,7969.516000,-1.992423
855,7969.517000,-2.054534
856,7969.518000,-2.101809
857,7969.519000,-2.131995
858,7969.520000,-2.16947
859,7969.521000,-2.228268
860,7969.522000,-2.162388
861,7969.523000,-2.168017
862,7969.524000,-2.20024
863,7969.525000,-2.285692
864,7969.526000,-2.33013
865,7969.527000,-2.335458
866,7969.528000,-2.4396
867,7969.529000,-2.570748
868,7969.530000,-2.66289
869,7969.531000,-2.727151
870,7969.532000,-2.538214
871,7969.533000,-2.545441
872,7969.534000,-2.599853
873,7969.535000,-2.593592
874,7969.536000,-2.618369
875,7969.537000,-2.689043
876,7969.538000,-2.762179
877,7969.539000,-2.825825
878,7969.540000,-2.850358
879,7969.541000,-2.786927
880,7969.542000,-2.815855
881,7969.543000,-2.912208
882,7969.544000,-2.958775
883,7969.545000,-2.946979
884,7969.546000,-2.967816
885,7969.547000,-2.991709
886,7969.548000,-3.002116
887,7969.549000,-3.010901
888,7969.550000,-3.063706
889,7969.551000,-3.166158
890,7969.552000,-3.147691
891,7969.553000,-3.178286
892,7969.554000,-3.204214
893,7969.555000,-3.197146
894,7969.556000,-3.113643
895,7969.557000,-3.292258
896,7969.558000,-3.308209
897,7969.559000,-3.297363
898,7969.560000,-3.31026
899,7969.561000,-3.325913
900,7969.562000,-3.375671
901,7969.563000,-3.393826
902,7969.564000,-3.383171
903,7969.565000,-3.452544
904,7969.566000,-3.426652
905,7969.567000,-3.426857
906,7969.568000,-3.512287
907,7969.569000,-3.513275
908,7969.570000,-3.4774
909,7969.571000,-3.534851
910,7969.572000,-3.544892
911,7969.573000,-3.555001
912,7969.574000,-3.572691
913,7969.575000,-3.592293
914,7969.576000,-3.582065
915,7969.577000,-3.539798
916,7969.578000,-3.657822
917,7969.579000,-3.629379
918,7969.580000,-3.657165
919,7969.581000,-3.670329
920,7969.582000,-3.653893
921,7969.583000,-3.604405
922,7969.584000,-3.583039
923,7969.585000,-3.586659
924,7969.586000,-3.592039
925,7969.587000,-3.567322
926,7969.588000,-3.57596
927,7969.589000,-3.59965
928,7969.590000,-3.602917
929,7969.591000,-3.588019
930,7969.592000,-3.57328
931,7969.593000,-3.551074
932,7969.594000,-3.525234
933,7969.595000,-3.497052
934,7969.596000,-3.456142
935,7969.597000,-3.407731
936,7969.598000,-3.524677
937,7969.599000,-3.415438
938,7969.600000,-3.406254
939,7969.601000,-3.413538
940,7969.602000,-3.39456
941,7969.603000,-3.365848
942,7969.604000,-3.323517
943,7969.605000,-3.272241
944,7969.606000,-3.235324
945,7969.607000,-3.217502
946,7969.608000,-3.198189
947,7969.609000,-3.184725
948,7969.610000,-3.166686
949,7969.611000,-3.141624
950,7969.612000,-3.120684
951,7969.613000,-3.101028
952,7969.614000,-3.077469
953,7969.615000,-3.050871
954,7969.616000,-3.038775
955,7969.617000,-3.017513
956,7969.618000,-2.990311
957,7969.619000,-2.948965
958,7969.620000,-2.982903
959,7969.621000,-2.921803
960,7969.622000,-2.924604
961,7969.623000,-2.870859
962,7969.624000,-2.863928
963,7969.625000,-2.831079
964,7969.626000,-2.807542
965,7969.627000,-2.853091
966,7969.628000,-2.701373
967,7969.629000,-2.595336
968,7969.630000,-2.814618
969,7969.631000,-2.679673
970,7969.632000,-2.56811
971,7969.633000,-2.656549
972,7969.634000,-2.566734
973,7969.635000,-2.547948
974,7969.636000,-2.475722
975,7969.637000,-2.497289
976,7969.638000,-2.492889
977,7969.639000,-2.345141
978,7969.640000,-2.431108
979,7969.641000,-2.306649
980,7969.642000,-2.283334
981,7969.643000,-2.282002
982,7969.644000,-2.243885
983,7969.645000,-2.184825
984,7969.646000,-2.099444
985,7969.647000,-2.089043
986,7969.648000,-2.03209
987,7969.649000,-1.973071
988,7969.650000,-1.919832
989,7969.651000,-1.869094
990,7969.652000,-1.809829
991,7969.653000,-1.7244
992,7969.654000,-1.689611
993,7969.655000,-1.700062
994,7969.656000,-1.554934
995,7969.657000,-1.512685
996,7969.658000,-1.606397
997,7969.659000,-1.470454
998,7969.660000,-1.351926
999,7969.661000,-1.298272
1000,7969.662000,-1.252877
1001,7969.663000,-1.17001
