#HEADER
#TITLES
 , ,Dfuchen1
#UNITS
 , ,kN
#DATATYPES
Huge,Double,Float
#DATA
210,7968.872000,4.735347
211,7968.873000,4.711178
212,7968.874000,4.717533
213,7968.875000,4.760034
214,7968.876000,4.730821
215,7968.877000,4.802529
216,7968.878000,4.815578
217,7968.879000,4.821979
218,7968.880000,4.832796
219,7968.881000,4.811059
220,7968.882000,4.809682
221,7968.883000,4.818525
222,7968.884000,4.838653
223,7968.885000,4.831868
224,7968.886000,4.846528
225,7968.887000,4.865659
226,7968.888000,4.85102
227,7968.889000,4.881364
228,7968.890000,4.889668
229,7968.891000,4.902429
230,7968.892000,4.918693
231,7968.893000,4.938281
232,7968.894000,4.946355
233,7968.895000,4.96122
234,7968.896000,4.98097
235,7968.897000,5.011676
236,7968.898000,4.993307
237,7968.899000,5.022332
238,7968.900000,5.058003
239,7968.901000,5.049908
240,7968.902000,5.085539
241,7968.903000,5.076481
242,7968.904000,5.105491
243,7968.905000,5.152904
244,7968.906000,5.083525
245,7968.907000,5.149945
246,7968.908000,5.145517
247,7968.909000,5.154173
248,7968.910000,5.159357
249,7968.911000,5.174842
250,7968.912000,5.175122
251,7968.913000,5.18876
252,7968.914000,5.197816
253,7968.915000,5.210208
254,7968.916000,5.209291
255,7968.917000,5.194142
256,7968.918000,5.245827
257,7968.919000,5.207085
258,7968.920000,5.236799
259,7968.921000,5.284349
260,7968.922000,5.203249
261,7968.923000,5.246492
262,7968.924000,5.2876
263,7968.925000,5.263973
264,7968.926000,5.275396
265,7968.927000,5.272571
266,7968.928000,5.276672
267,7968.929000,5.286898
268,7968.930000,5.290907
269,7968.931000,5.290649
270,7968.932000,5.292718
271,7968.933000,5.295404
272,7968.934000,5.296498
273,7968.935000,5.296736
274,7968.936000,5.296493
275,7968.937000,5.295526
276,7968.938000,5.293823
277,7968.939000,5.291385
278,7968.940000,5.288136
279,7968.941000,5.28405
280,7968.942000,5.279468
281,7968.943000,5.274387
282,7968.944000,5.268615
283,7968.945000,5.262225
284,7968.946000,5.25498
285,7968.947000,5.246842
286,7968.948000,5.23798
287,7968.949000,5.228327
288,7968.950000,5.220299
289,7968.951000,5.214152
290,7968.952000,5.208698
291,7968.953000,5.204633
292,7968.954000,5.200628
293,7968.955000,5.196622
294,7968.956000,5.193915
295,7968.957000,5.192264
296,7968.958000,5.18732
297,7968.959000,5.178857
298,7968.960000,5.168862
299,7968.961000,5.15618
300,7968.962000,5.144207
301,7968.963000,5.133183
302,7968.964000,5.12113
303,7968.965000,5.108884
304,7968.966000,5.098071
305,7968.967000,5.11267
306,7968.968000,5.127103
307,7968.969000,5.152907
308,7968.970000,5.163718
309,7968.971000,5.157323
310,7968.972000,5.137628
311,7968.973000,5.096903
312,7968.974000,5.078013
313,7968.975000,5.081956
314,7968.976000,5.088589
315,7968.977000,5.108085
316,7968.978000,5.115142
317,7968.979000,5.107347
318,7968.980000,5.105485
319,7968.981000,5.103687
320,7968.982000,5.102172
321,7968.983000,5.103341
322,7968.984000,5.102161
323,7968.985000,5.099276
324,7968.986000,5.097006
325,7968.987000,5.094656
326,7968.988000,5.061193
327,7968.989000,4.993704
328,7968.990000,5.07516
329,7968.991000,5.027107
330,7968.992000,5.029449
331,7968.993000,5.070653
332,7968.994000,5.049005
333,7968.995000,4.985153
334,7968.996000,5.041
335,7968.997000,5.030886
336,7968.998000,5.024249
337,7968.999000,4.968748
338,7969.000000,4.996515
339,7969.001000,4.923077
340,7969.002000,4.765943
341,7969.003000,4.923707
342,7969.004000,4.997482
343,7969.005000,5.186687
344,7969.006000,5.062638
345,7969.007000,4.955525
346,7969.008000,4.921854
347,7969.009000,4.931676
348,7969.010000,4.923066
349,7969.011000,4.903621
350,7969.012000,4.928754
351,7969.013000,5.035039
352,7969.014000,5.063197
353,7969.015000,5.033597
354,7969.016000,5.012725
355,7969.017000,4.97601
356,7969.018000,4.976621
357,7969.019000,5.04144
358,7969.020000,5.045748
359,7969.021000,5.005835
360,7969.022000,5.006622
361,7969.023000,5.032365
362,7969.024000,5.033049
363,7969.025000,5.019135
364,7969.026000,5.050914
365,7969.027000,5.096116
366,7969.028000,5.010857
367,7969.029000,5.070479
368,7969.030000,5.086499
369,7969.031000,5.154674
370,7969.032000,5.005887
371,7969.033000,4.942161
372,7969.034000,5.194131
373,7969.035000,5.116007
374,7969.036000,5.075755
375,7969.037000,5.122342
376,7969.038000,5.031131
377,7969.039000,5.086278
378,7969.040000,5.111039
379,7969.041000,5.070774
380,7969.042000,5.096251
381,7969.043000,5.076171
382,7969.044000,5.085307
383,7969.045000,5.081614
384,7969.046000,5.071092
385,7969.047000,5.074075
386,7969.048000,5.070161
387,7969.049000,5.068598
388,7969.050000,5.063164
389,7969.051000,5.053702
390,7969.052000,5.082914
391,7969.053000,5.153782
392,7969.054000,5.009789
393,7969.055000,5.056822
394,7969.056000,5.038596
395,7969.057000,5.088344
396,7969.058000,5.062447
397,7969.059000,4.99148
398,7969.060000,5.113825
399,7969.061000,4.95959
400,7969.062000,5.087924
401,7969.063000,5.013525
402,7969.064000,5.03196
403,7969.065000,5.032225
404,7969.066000,5.043257
405,7969.067000,5.06538
406,7969.068000,5.043573
407,7969.069000,5.102246
408,7969.070000,5.059162
409,7969.071000,4.909148
410,7969.072000,5.121542
411,7969.073000,5.157726
412,7969.074000,4.74599
413,7969.075000,5.052622
414,7969.076000,4.979111
415,7969.077000,4.976504
416,7969.078000,5.048262
417,7969.079000,5.009241
418,7969.080000,5.151221
419,7969.081000,5.220742
420,7969.082000,5.065711
421,7969.083000,4.80817
422,7969.084000,4.851457
423,7969.085000,4.987738
424,7969.086000,5.077693
425,7969.087000,5.097359
426,7969.088000,5.082739
427,7969.089000,4.9752
428,7969.090000,4.960792
429,7969.091000,5.034232
430,7969.092000,4.999322
431,7969.093000,4.989851
432,7969.094000,5.019294
433,7969.095000,5.110018
434,7969.096000,4.947208
435,7969.097000,4.813303
436,7969.098000,5.228354
437,7969.099000,4.920961
438,7969.100000,4.992077
439,7969.101000,4.988892
440,7969.102000,4.983537
441,7969.103000,4.975775
442,7969.104000,4.977409
443,7969.105000,4.98894
444,7969.106000,4.961639
445,7969.107000,4.955249
446,7969.108000,5.060977
447,7969.109000,5.151843
448,7969.110000,4.942205
449,7969.111000,4.942317
450,7969.112000,4.876341
451,7969.113000,4.920867
452,7969.114000,4.933328
453,7969.115000,4.945797
454,7969.116000,4.983794
455,7969.117000,5.036337
456,7969.118000,5.005619
457,7969.119000,4.879758
458,7969.120000,4.956258
459,7969.121000,4.875283
460,7969.122000,4.970204
461,7969.123000,5.15308
462,7969.124000,4.69056
463,7969.125000,4.99274
464,7969.126000,5.003911
465,7969.127000,4.845901
466,7969.128000,4.948182
467,7969.129000,4.617809
468,7969.130000,5.019379
469,7969.131000,5.158285
470,7969.132000,4.93572
471,7969.133000,5.019049
472,7969.134000,4.863699
473,7969.135000,4.720747
474,7969.136000,4.728419
475,7969.137000,4.921956
476,7969.138000,4.956362
477,7969.139000,4.866579
478,7969.140000,4.814823
479,7969.141000,4.804147
480,7969.142000,4.8704
481,7969.143000,4.801488
482,7969.144000,4.806659
483,7969.145000,4.796691
484,7969.146000,4.7858
485,7969.147000,4.773551
486,7969.148000,4.774399
487,7969.149000,4.789473
488,7969.150000,4.710948
489,7969.151000,4.751854
490,7969.152000,4.725935
491,7969.153000,4.705299
492,7969.154000,4.707428
493,7969.155000,4.709434
494,7969.156000,4.654941
495,7969.157000,4.673606
496,7969.158000,4.648864
497,7969.159000,4.625782
498,7969.160000,4.635445
499,7969.161000,4.679995
500,7969.162000,4.554996
501,7969.163000,4.559537
502,7969.164000,4.652184
503,7969.165000,4.549772
504,7969.166000,4.576993
505,7969.167000,4.551911
506,7969.168000,4.550722
507,7969.169000,4.536456
508,7969.170000,4.527297
509,7969.171000,4.517055
510,7969.172000,4.509633
511,7969.173000,4.499224
512,7969.174000,4.48991
513,7969.175000,4.479609
514,7969.176000,4.469192
515,7969.177000,4.45844
516,7969.178000,4.446992
517,7969.179000,4.434835
518,7969.180000,4.425263
519,7969.181000,4.418498
520,7969.182000,4.394948
521,7969.183000,4.386088
522,7969.184000,4.383013
523,7969.185000,4.397269
524,7969.186000,4.341731
525,7969.187000,4.301416
526,7969.188000,4.394215
527,7969.189000,4.307902
528,7969.190000,4.315103
529,7969.191000,4.302812
530,7969.192000,4.296095
531,7969.193000,4.295258
532,7969.194000,4.271233
533,7969.195000,4.34953
534,7969.196000,4.235564
535,7969.197000,4.156869
536,7969.198000,4.40134
537,7969.199000,4.22321
538,7969.200000,4.250681
539,7969.201000,4.25797
540,7969.202000,4.248693
541,7969.203000,4.236503
542,7969.204000,4.239473
543,7969.205000,4.257879
544,7969.206000,4.210495
545,7969.207000,4.209026
546,7969.208000,4.322043
547,7969.209000,4.274374
548,7969.210000,4.279629
549,7969.211000,4.227243
550,7969.212000,4.116791
551,7969.213000,4.226417
552,7969.214000,4.285825
553,7969.215000,4.28267
554,7969.216000,4.310833
555,7969.217000,4.173405
556,7969.218000,4.301199
557,7969.219000,4.224549
558,7969.220000,4.279931
559,7969.221000,4.345998
560,7969.222000,4.198287
561,7969.223000,4.286561
562,7969.224000,4.28879
563,7969.225000,4.371238
564,7969.226000,4.202138
565,7969.227000,4.313788
566,7969.228000,4.306084
567,7969.229000,4.279852
568,7969.230000,4.299931
569,7969.231000,4.342659
570,7969.232000,4.240291
571,7969.233000,4.299304
572,7969.234000,4.296175
573,7969.235000,4.334512
574,7969.236000,4.290294
575,7969.237000,4.278818
576,7969.238000,4.34819
577,7969.239000,4.305348
578,7969.240000,4.29105
579,7969.241000,4.320798
580,7969.242000,4.27557
581,7969.243000,4.207499
582,7969.244000,4.375781
583,7969.245000,4.293071
584,7969.246000,4.266217
585,7969.247000,4.235774
586,7969.248000,4.32395
587,7969.249000,4.415833
588,7969.250000,4.372949
589,7969.251000,4.392277
590,7969.252000,4.339778
591,7969.253000,4.345364
592,7969.254000,4.266788
593,7969.255000,4.350379
594,7969.256000,4.320238
595,7969.257000,4.276519
596,7969.258000,4.445643
597,7969.259000,4.466435
598,7969.260000,4.262609
599,7969.261000,4.365345
600,7969.262000,4.441694
601,7969.263000,4.358474
602,7969.264000,4.482413
603,7969.265000,4.472488
604,7969.266000,4.470128
605,7969.267000,4.39222
606,7969.268000,4.406639
607,7969.269000,4.507278
608,7969.270000,4.530067
609,7969.271000,4.497937
610,7969.272000,4.522057
611,7969.273000,4.580605
612,7969.274000,4.527197
613,7969.275000,4.563135
614,7969.276000,4.592183
615,7969.277000,4.533532
616,7969.278000,4.679008
617,7969.279000,4.633584
618,7969.280000,4.625802
619,7969.281000,4.628773
620,7969.282000,4.724786
621,7969.283000,4.686026
622,7969.284000,4.716651
623,7969.285000,4.72961
624,7969.286000,4.760262
625,7969.287000,4.765512
626,7969.288000,4.774232
627,7969.289000,4.770737
628,7969.290000,4.799623
629,7969.291000,4.862656
630,7969.292000,4.769278
631,7969.293000,4.852864
632,7969.294000,4.846665
633,7969.295000,4.859942
634,7969.296000,4.780107
635,7969.297000,4.749787
636,7969.298000,4.842233
637,7969.299000,4.912364
638,7969.300000,4.931681
639,7969.301000,4.847344
640,7969.302000,4.750361
641,7969.303000,4.871625
642,7969.304000,4.863363
643,7969.305000,4.844583
644,7969.306000,4.845937
645,7969.307000,4.851441
646,7969.308000,4.851999
647,7969.309000,4.851638
648,7969.310000,4.850473
649,7969.311000,4.847524
650,7969.312000,4.843063
651,7969.313000,4.83678
652,7969.314000,4.832167
653,7969.315000,4.829439
654,7969.316000,4.826458
655,7969.317000,4.824095
656,7969.318000,4.815588
657,7969.319000,4.800145
658,7969.320000,4.79025
659,7969.321000,4.784879
660,7969.322000,4.796586
661,7969.323000,4.829549
662,7969.324000,4.835516
663,7969.325000,4.81538
664,7969.326000,4.815667
665,7969.327000,4.828321
666,7969.328000,4.777565
667,7969.329000,4.804649
668,7969.330000,4.867477
669,7969.331000,4.813069
670,7969.332000,4.844535
671,7969.333000,4.890211
672,7969.334000,4.831197
673,7969.335000,4.8057
674,7969.336000,4.872389
675,7969.337000,4.850031
676,7969.338000,4.856406
677,7969.339000,4.850175
678,7969.340000,4.8548
679,7969.341000,4.873847
680,7969.342000,4.831036
681,7969.343000,4.757705
682,7969.344000,4.801441
683,7969.345000,4.671942
684,7969.346000,4.654962
685,7969.347000,4.65722
686,7969.348000,4.732622
687,7969.349000,4.900383
688,7969.350000,4.587113
689,7969.351000,4.301517
690,7969.352000,4.557687
691,7969.353000,5.030091
692,7969.354000,5.048522
693,7969.355000,5.034894
694,7969.356000,4.848938
695,7969.357000,4.893227
696,7969.358000,4.865219
697,7969.359000,4.943406
698,7969.360000,4.91568
699,7969.361000,4.795591
700,7969.362000,5.130085
701,7969.363000,4.985773
702,7969.364000,4.76045
703,7969.365000,4.81954
704,7969.366000,4.850171
705,7969.367000,4.78559
706,7969.368000,4.82247
707,7969.369000,4.845847
708,7969.370000,4.882694
709,7969.371000,4.867699
710,7969.372000,4.932035
711,7969.373000,5.054242
712,7969.374000,4.87696
713,7969.375000,5.06331
714,7969.376000,5.059649
715,7969.377000,5.087379
716,7969.378000,5.061334
717,7969.379000,4.975367
718,7969.380000,5.11954
719,7969.381000,5.08183
720,7969.382000,5.126919
721,7969.383000,5.128211
722,7969.384000,5.132486
723,7969.385000,5.127709
724,7969.386000,5.135825
725,7969.387000,5.159536
726,7969.388000,5.1209
727,7969.389000,5.098119
728,7969.390000,5.156176
729,7969.391000,5.103232
730,7969.392000,5.093071
731,7969.393000,5.053948
732,7969.394000,5.067368
733,7969.395000,5.135151
734,7969.396000,4.912251
735,7969.397000,4.995703
736,7969.398000,5.002275
737,7969.399000,4.998649
738,7969.400000,5.027917
739,7969.401000,5.052423
740,7969.402000,5.14034
741,7969.403000,5.100839
742,7969.404000,5.093192
743,7969.405000,5.085149
744,7969.406000,5.087485
745,7969.407000,5.118852
746,7969.408000,5.153122
747,7969.409000,5.205377
748,7969.410000,5.229432
749,7969.411000,5.273683
750,7969.412000,5.323391
751,7969.413000,5.368207
752,7969.414000,5.392553
753,7969.415000,5.387012
754,7969.416000,5.365638
755,7969.417000,5.319659
756,7969.418000,5.368062
757,7969.419000,5.523673
758,7969.420000,5.529246
759,7969.421000,5.398619
760,7969.422000,5.381467
761,7969.423000,5.439755
762,7969.424000,5.458018
763,7969.425000,5.473409
764,7969.426000,5.479157
765,7969.427000,5.476154
766,7969.428000,5.462488
767,7969.429000,5.438277
768,7969.430000,5.460655
769,7969.431000,5.444809
770,7969.432000,5.455945
771,7969.433000,5.46407
772,7969.434000,5.471903
773,7969.435000,5.477022
774,7969.436000,5.485607
775,7969.437000,5.496296
776,7969.438000,5.494263
777,7969.439000,5.478827
778,7969.440000,5.460507
779,7969.441000,5.435775
780,7969.442000,5.429779
781,7969.443000,5.446015
782,7969.444000,5.443702
783,7969.445000,5.427535
784,7969.446000,5.420828
785,7969.447000,5.417368
786,7969.448000,5.420644
787,7969.449000,5.434234
788,7969.450000,5.444364
789,7969.451000,5.452351
790,7969.452000,5.445807
791,7969.453000,5.420508
792,7969.454000,5.403224
793,7969.455000,5.423969
794,7969.456000,5.42854
795,7969.457000,5.435797
796,7969.458000,5.442395
797,7969.459000,5.444911
798,7969.460000,5.44918
799,7969.461000,5.453778
800,7969.462000,5.455782
801,7969.463000,5.45556
802,7969.464000,5.458521
803,7969.465000,5.464544
804,7969.466000,5.44592
805,7969.467000,5.458609
806,7969.468000,5.448463
807,7969.469000,5.434042
808,7969.470000,5.434578
809,7969.471000,5.450008
810,7969.472000,5.43623
811,7969.473000,5.394921
812,7969.474000,5.397924
813,7969.475000,5.441204
814,7969.476000,5.480562
815,7969.477000,5.375551
816,7969.478000,5.397546
817,7969.479000,5.402143
818,7969.480000,5.405963
819,7969.481000,5.398084
820,7969.482000,5.395814
821,7969.483000,5.392728
822,7969.484000,5.389759
823,7969.485000,5.387696
824,7969.486000,5.386553
825,7969.487000,5.386749
826,7969.488000,5.404745
827,7969.489000,5.415472
828,7969.490000,5.369852
829,7969.491000,5.413553
830,7969.492000,5.411429
831,7969.493000,5.417718
832,7969.494000,5.417621
833,7969.495000,5.40931
834,7969.496000,5.392917
835,7969.497000,5.365754
836,7969.498000,5.368532
837,7969.499000,5.396202
838,7969.500000,5.356622
839,7969.501000,5.379021
840,7969.502000,5.426771
841,7969.503000,5.424257
842,7969.504000,5.383578
843,7969.505000,5.421702
844,7969.506000,5.414091
845,7969.507000,5.414555
846,7969.508000,5.412625
847,7969.509000,5.408329
848,7969.510000,5.402963
849,7969.511000,5.405663
850,7969.512000,5.405678
851,7969.513000,5.407475
852,7969.514000,5.410746
853,7969.515000,5.415406
854,7969.516000,5.422507
855,7969.517000,5.432227
856,7969.518000,5.423985
857,7969.519000,5.396055
858,7969.520000,5.387225
859,7969.521000,5.394734
860,7969.522000,5.390517
861,7969.523000,5.380919
862,7969.524000,5.384541
863,7969.525000,5.39891
864,7969.526000,5.38925
865,7969.527000,5.356084
866,7969.528000,5.416166
867,7969.529000,5.451334
868,7969.530000,5.309378
869,7969.531000,5.320807
870,7969.532000,5.356912
871,7969.533000,5.323348
872,7969.534000,5.340828
873,7969.535000,5.365065
874,7969.536000,5.350581
875,7969.537000,5.419249
876,7969.538000,5.406281
877,7969.539000,5.349421
878,7969.540000,5.34926
879,7969.541000,5.397024
880,7969.542000,5.514263
881,7969.543000,5.426864
882,7969.544000,5.247847
883,7969.545000,5.250311
884,7969.546000,5.212806
885,7969.547000,5.240012
886,7969.548000,5.278619
887,7969.549000,5.317879
888,7969.550000,5.42583
889,7969.551000,5.481528
890,7969.552000,5.216905
891,7969.553000,5.26631
892,7969.554000,5.342231
893,7969.555000,5.221044
894,7969.556000,5.420809
895,7969.557000,5.284207
896,7969.558000,5.259572
897,7969.559000,5.31016
898,7969.560000,5.307115
899,7969.561000,5.311843
900,7969.562000,5.295781
901,7969.563000,5.314966
902,7969.564000,5.303218
903,7969.565000,5.309766
904,7969.566000,5.334932
905,7969.567000,5.390826
906,7969.568000,5.401405
907,7969.569000,5.353333
908,7969.570000,5.333334
909,7969.571000,5.321937
910,7969.572000,5.317263
911,7969.573000,5.331746
912,7969.574000,5.335926
913,7969.575000,5.332437
914,7969.576000,5.300583
915,7969.577000,5.232038
916,7969.578000,5.369329
917,7969.579000,5.267577
918,7969.580000,5.257124
919,7969.581000,5.25965
920,7969.582000,5.244608
921,7969.583000,5.236459
922,7969.584000,5.228841
923,7969.585000,5.222874
924,7969.586000,5.216922
925,7969.587000,5.210796
926,7969.588000,5.2063
927,7969.589000,5.203102
928,7969.590000,5.196142
929,7969.591000,5.185208
930,7969.592000,5.173495
931,7969.593000,5.159775
932,7969.594000,5.138334
933,7969.595000,5.108769
934,7969.596000,5.111511
935,7969.597000,5.148829
936,7969.598000,5.005632
937,7969.599000,5.077417
938,7969.600000,5.039829
939,7969.601000,5.024768
940,7969.602000,5.008308
941,7969.603000,4.99035
942,7969.604000,4.972644
943,7969.605000,4.954664
944,7969.606000,4.938747
945,7969.607000,4.92532
946,7969.608000,4.910751
947,7969.609000,4.895542
948,7969.610000,4.891311
949,7969.611000,4.87589
950,7969.612000,4.868211
951,7969.613000,4.860864
952,7969.614000,4.853452
953,7969.615000,4.846004
954,7969.616000,4.837132
955,7969.617000,4.826259
956,7969.618000,4.825544
957,7969.619000,4.835521
958,7969.620000,4.800764
959,7969.621000,4.820374
960,7969.622000,4.812138
961,7969.623000,4.808579
962,7969.624000,4.80573
963,7969.625000,4.80321
964,7969.626000,4.795808
965,7969.627000,4.783154
966,7969.628000,4.798077
967,7969.629000,4.848217
968,7969.630000,4.748393
969,7969.631000,4.725296
970,7969.632000,4.879801
971,7969.633000,4.77248
972,7969.634000,4.793781
973,7969.635000,4.800021
974,7969.636000,4.804232
975,7969.637000,4.815207
976,7969.638000,4.7943
977,7969.639000,4.882792
978,7969.640000,4.747361
979,7969.641000,4.788314
980,7969.642000,4.833478
981,7969.643000,4.776226
982,7969.644000,4.778618
983,7969.645000,4.766603
984,7969.646000,4.756144
985,7969.647000,4.747241
986,7969.648000,4.737355
987,7969.649000,4.7273
988,7969.650000,4.719261
989,7969.651000,4.713213
990,7969.652000,4.688374
991,7969.653000,4.691315
992,7969.654000,4.663377
993,7969.655000,4.619248
994,7969.656000,4.673566
995,7969.657000,4.780588
996,7969.658000,4.523095
997,7969.659000,4.606142
998,7969.660000,4.735511
999,7969.661000,4.620265
1000,7969.662000,4.644134
1001,7969.663000,4.630517
1002,7969.664000,4.641712
1003,7969.665000,4.677752
1004,7969.666000,4.58639
1005,7969.667000,4.701237
1006,7969.668000,4.618187
1007,7969.669000,4.566414
1008,7969.670000,4.753634
1009,7969.671000,4.524591
1010,7969.672000,4.719695
1011,7969.673000,4.610861
1012,7969.674000,4.623267
1013,7969.675000,4.635624
1014,7969.676000,4.633599
1015,7969.677000,4.632412
1016,7969.678000,4.6107
1017,7969.679000,4.531497
1018,7969.680000,4.529707
1019,7969.681000,4.592834
1020,7969.682000,4.591118
1021,7969.683000,4.540249
1022,7969.684000,4.526326
1023,7969.685000,4.53834
1024,7969.686000,4.488973
1025,7969.687000,4.482138
1026,7969.688000,4.56826
1027,7969.689000,4.473539
1028,7969.690000,4.454036
1029,7969.691000,4.474971
1030,7969.692000,4.463125
1031,7969.693000,4.450415
1032,7969.694000,4.445537
1033,7969.695000,4.433009
1034,7969.696000,4.424158
1035,7969.697000,4.415228
1036,7969.698000,4.395492
1037,7969.699000,4.364171
1038,7969.700000,4.385809
1039,7969.701000,4.463423
1040,7969.702000,4.267376
1041,7969.703000,4.27832
1042,7969.704000,4.429561
1043,7969.705000,4.382781
1044,7969.706000,4.263667
1045,7969.707000,4.321879
1046,7969.708000,4.29917
1047,7969.709000,4.33107
1048,7969.710000,4.311369
1049,7969.711000,4.245418
1050,7969.712000,4.314361
1051,7969.713000,4.343987
1052,7969.714000,4.217245
1053,7969.715000,4.307303
1054,7969.716000,4.279128
1055,7969.717000,4.270187
1056,7969.718000,4.283346
1057,7969.719000,4.320412
1058,7969.720000,4.213096
