Base,Target,Pearson,k,b,Length,Pearson(sub)
cegun,chilunxiang,0.02299292583183333,-0.1043081283569336,-0.1122712731085654,12808,-0.8708622519535861
cegun,dianjichui,-0.009011382677823514,-0.007450580596923828,-0.028336559204612463,20754,-0.22120419281786619
cegun,dianjiheng,0.0021035125217633167,0.022351741790771484,0.023250854819581973,12514,0.38733241324013507
cegun,fuchen,-0.5702672763759672,-0.014901161193847656,-0.5762122803333078,13380,-0.04694095641144444
cegun,hengjian,0.19029109637785666,-0.130385160446167,-0.19302915407777846,8318,-0.842154298726205
cegun,hengxiang ,0.22082422110006522,0.7301568984985352,-0.21601079789575933,9143,0.9969102705294924
cegun,lingxing,0.648572085308226,1.2367963790893555,0.14536478128939012,9990,0.9989610616467623
cegun,niuzhuan,0.5236633590466131,0.3948807716369629,-0.2061495036954326,11529,0.9894126658068975
cegun,qianyin,0.8356936005935696,1.087784767150879,-0.4592407735683599,9978,0.9992219252020319
cegun,zhidong,-0.8667532927239204,-0.8344650268554688,0.4354622004896912,14260,-0.9981391003352158
chilunxiang,cegun,0.022992925831836316,-0.6034970283508301,-1.1007625550407307,10800,-0.9754670581384107
chilunxiang,dianjichui,0.1073781295309967,0.09685754776000977,-0.04006607790034221,21204,0.8169405511524547
chilunxiang,dianjiheng,0.005654745017791403,0.007450580596923828,-0.0036842869922533647,12164,0.07412632905647405
chilunxiang,fuchen,0.12749619119555178,0.03725290298461914,-0.5700175351343054,13646,0.45644028687658117
chilunxiang,hengjian,0.12451341052460167,0.3427267074584961,-0.02634857292482093,8413,0.9594433232282178
chilunxiang,hengxiang ,-0.02413595105421104,0.2980232238769531,-0.9749174420903312,8870,0.9570369240906711
chilunxiang,lingxing,0.10716059812656072,0.14901161193847656,-1.1391757157683537,9779,0.769742726203656
chilunxiang,niuzhuan,0.253920654479523,0.22351741790771484,-0.6110918516631112,9985,0.9201464096585124
chilunxiang,qianyin,-0.14149433625586522,0.007450580596923828,-0.009693691418313017,8872,0.19892622569616406
chilunxiang,zhidong,0.17537174326601548,-0.059604644775390625,1.3842033512746186,12168,-0.4494578186477341
dianjichui,cegun,-0.009011382677822291,0.1341104507446289,-1.1067332089681394,9654,0.2083906694421159
