#HEADER
#TITLES
 , ,2XH1-1
#UNITS
 , ,kN
#DATATYPES
Huge,Double,Float
#DATA
113,7968.775000,-0.08520906
114,7968.776000,-0.08654423
115,7968.777000,-0.0876004
116,7968.778000,-0.08959223
117,7968.779000,-0.09269515
118,7968.780000,-0.08999774
119,7968.781000,-0.09183499
120,7968.782000,-0.09481233
121,7968.783000,-0.1025451
122,7968.784000,-0.09112762
123,7968.785000,-0.1026697
124,7968.786000,-0.1018387
125,7968.787000,-0.1024664
126,7968.788000,-0.1029768
127,7968.789000,-0.1031159
128,7968.790000,-0.1029373
129,7968.791000,-0.1024964
130,7968.792000,-0.1092762
131,7968.793000,-0.1240812
132,7968.794000,-0.101015
133,7968.795000,-0.08784571
134,7968.796000,-0.1300302
135,7968.797000,-0.1178631
136,7968.798000,-0.1021904
137,7968.799000,-0.1175354
138,7968.800000,-0.1143725
139,7968.801000,-0.1165224
140,7968.802000,-0.1168823
141,7968.803000,-0.1159892
142,7968.804000,-0.1145523
143,7968.805000,-0.1120617
144,7968.806000,-0.1164582
145,7968.807000,-0.1284721
146,7968.808000,-0.1230111
147,7968.809000,-0.1073932
148,7968.810000,-0.136501
149,7968.811000,-0.1215217
150,7968.812000,-0.1290895
151,7968.813000,-0.1311509
152,7968.814000,-0.1318549
153,7968.815000,-0.1302403
154,7968.816000,-0.1272714
155,7968.817000,-0.1223785
156,7968.818000,-0.1196757
157,7968.819000,-0.1194908
158,7968.820000,-0.1166898
159,7968.821000,-0.1120724
160,7968.822000,-0.1166349
161,7968.823000,-0.1155264
162,7968.824000,-0.1177961
163,7968.825000,-0.1577798
164,7968.826000,-0.1939308
165,7968.827000,-0.1465441
166,7968.828000,-0.1352538
167,7968.829000,-0.1167989
168,7968.830000,-0.1287386
169,7968.831000,-0.1152219
170,7968.832000,-0.1241746
171,7968.833000,-0.1372151
172,7968.834000,-0.1393648
173,7968.835000,-0.1294744
174,7968.836000,-0.1370704
175,7968.837000,-0.1595129
176,7968.838000,-0.103402
177,7968.839000,-0.1429733
178,7968.840000,-0.1360338
179,7968.841000,-0.140976
180,7968.842000,-0.1318468
181,7968.843000,-0.126114
182,7968.844000,-0.1476999
183,7968.845000,-0.1319175
184,7968.846000,-0.1370619
185,7968.847000,-0.1397768
